"mukey","wthirdbar_r","wsatiated_r","wfifteenbar_r","ksat_r"
541947,23.7354166666667,36,11.8354166666667,9.1700001
541948,26.5333335,40.0833333333333,13.825,9.1700001
541949,26.575000375,40.3125,14.04375,9.1700001
541950,23.3857142857143,36.4464285714286,11.4410714285714,9.1700001
541951,22.6391300434783,37.8260869565217,10.6956523304348,9.1700001
541952,22.904347826087,38,10.8086956521739,9.1700001
541953,25.9779994933333,41.7,12.488,14.79426619
541954,15.4244244043284,25.3199358754151,5.6905759873583,26.3698917262769
541955,11.3353331146667,36.96,4.161999958,64.0065988233333
541956,12.8893330813333,37.06,4.27466664533333,63.3712654933333
541958,17.8213333333333,26.16,8.8266665,9.1700001
541961,16.7901097362637,29.4285714285714,6.62857127252747,24.1562639340659
541962,13.4758240274725,23.8241758241758,5.27142859120879,24.5714285714286
541963,14.6854426431014,23.9505317000942,6.2388612827433,25.0258653026428
541965,23.0651518636364,29.5757575757576,12.1636363636364,5.78136365151515
541966,24.8437503125,31.8333333333333,13.06875,5.31895832708333
541967,27.6,43.5,13.7,9.1700001
541968,27.6,43.5,13.7,9.1700001
541969,21.0905660377358,26.3396226415094,9.92264157735849,9.1700001
541970,23.8164176567164,32.9253731343284,10.7746269402985,16.4328358208955
541971,25.2194030298507,34.4179104477612,11.6402985223881,16.4328358208955
541972,25.2194030298507,34.4179104477612,11.6402985223881,16.4328358208955
541973,25.2194030298507,35.0746268656716,11.6402985223881,16.4328358208955
541974,21.5,32.9210526315789,9.85263155263158,28.23
541975,21.5,32.9210526315789,9.85263155263158,28.23
541976,NA,NA,NA,28.23
541978,13.7440945275591,24.5511811023622,7.0842521007874,9.1700001
541979,13.7440945275591,24.5511811023622,7.0842521007874,9.1700001
541980,15.4863253076923,34.008547008547,8.18034177264957,9.1700001
541981,18.5741927741935,34.3064516129032,7.14677425645161,9.1700001
541991,25.8260862173913,39.5652173913043,12.9565217391304,9.1700001
541992,25.8316448860759,39.8987341772152,12.8620253164557,9.1700001
541993,15.3316860640898,25.2115728539157,4.3494231686319,71.3013795045045
541994,9.55450351076015,22.4412964248525,3.87085647991149,75.7236511609142
541999,13.7099999923077,21.9692307692308,3.97000004923077,70.6769230769231
542001,13.7099999923077,21.9692307692308,3.97000004923077,70.6769230769231
542002,15.1591189283558,24.5992390615092,4.4077928497212,71.6729097368421
542003,22.198,34.6866666666667,16.1413333333333,9.1700001
542009,11.9583333333333,14.3333333333333,4.30416666666667,28.23
542010,11.9583333333333,14.3333333333333,4.30416666666667,28.23
542011,15.5714285714286,19.8571428571429,9.44285748571429,23.290001
542013,22.2285706666667,33.4761904761905,11.2095238333333,23.290001
542014,18.6583343333333,33.9583333333333,11.1687500479167,23.290001
542015,17.8592098552632,24.9605263157895,10.0236843447368,23.290001
542016,8.26052623684211,29.8157894736842,2.91052631578947,63.3276304736842
542017,26.1901088901099,44.3296703296703,12.4021978021978,9.1700001
542019,23.8177217468354,40.9113924050633,11.3126582278481,9.1700001
542020,26.9,41.7605633802817,13.2774647887324,9.1700001
542021,17.38200024,39.98,9.073999746,23.290001
542022,17.38200024,39.98,9.073999746,23.290001
542023,17.38200024,39.98,9.073999746,23.290001
542024,17.04599976,39.26,8.905999794,23.290001
542025,17.04599976,39.26,8.905999794,23.290001
542035,19.6740000964444,40.6822222222222,6.83800011644444,15.5580891155556
542036,18.9155294161569,39.9749019607843,6.57364716392157,15.6770434292549
542038,26.6188679245283,37.7547169811321,13.2169811320755,9.1700001
542039,NA,NA,NA,423.07001
542042,NA,NA,NA,NA
542045,16.3956516956522,25,7.68695662173913,28.23
542046,16.8368414947368,25.7368421052632,7.97368428157895,28.23
542047,16.5342112947368,25.1842105263158,7.71052639473684,28.23
756351,NA,NA,NA,NA
