"mukey","wthirdbar_r","wsatiated_r","wfifteenbar_r","ksat_r"
545545,25.9588235294118,45.4901960784314,11.5627450980392,9.1700001
545546,26.2156862745098,37.4705882352941,12.8705882352941,9.1700001
545547,18.21400022,31.2066666666667,10.3780000713333,23.290001
545548,18.742,31.2066666666667,11.0600000713333,23.290001
545549,18.742,31.2066666666667,11.0600000713333,23.290001
545550,18.21400022,31.2066666666667,10.3780000713333,23.290001
545556,24.1346665133333,36.84,12.2586666666667,20.1801337626667
545557,24.1346665133333,36.84,12.2586666666667,20.1801337626667
545558,24.7319999733333,39,13.4086666666667,9.1700001
545559,21.7913333093333,39.9133333333333,10.387333276,8.04733335533333
545560,21.1788461346154,33.9519230769231,9.80384625,9.1700001
545561,21.1788461346154,33.9519230769231,9.80384625,9.1700001
545562,21.1788461346154,33.9519230769231,9.80384625,9.1700001
545563,21.2691176470588,26.2205882352941,10.1250000441176,9.1700001
545564,20.95312471875,32.28125,9.9093748875,9.1700001
545565,14.6655737704918,26.3934426229508,5.76721309344262,28.23
545566,14.6655737704918,26.3934426229508,5.76721309344262,28.23
545567,14.6655737704918,26.3934426229508,5.76721309344262,28.23
545570,25.5293333466667,42.6266666666667,11.7426666853333,21.9491995213333
545574,27.2083333333333,37.75,12.6666666666667,5.70166674166667
545575,29.3916666666667,37.8333333333333,13.9833333333333,5.70166674166667
545580,13.622666096,27.6,5.38933345733333,23.290001
545582,15.0653331013333,27,7.381333452,23.290001
545583,15.0653331013333,27,7.381333452,23.290001
545584,15.0653331013333,27,7.381333452,23.290001
545590,18.7595156989129,31.0054790917857,7.83969927639169,13.6642681834815
545591,18.5947194194025,30.2537640207075,8.11423000840164,13.962949048203
545592,18.1489252053514,29.6895431306812,7.83631202716093,14.4721806617786
545593,17.3669303204847,28.4546707179197,7.35121191279678,14.6688154759448
545594,24.932,44.8666666666667,12.232,10.186533428
545595,18.5214949719626,28.4953271028037,8.18878496074766,9.1700001
545596,18.5214949719626,28.4953271028037,8.18878496074766,9.1700001
545597,13.3722220444444,23.0833333333333,5.16944437222222,28.23
545598,13.3722220444444,23.0833333333333,5.16944437222222,28.23
545599,13.3722220444444,23.0833333333333,5.16944437222222,28.23
545600,14.409756097561,24.9756097560976,5.63170730731707,28.23
545601,28.4566037735849,40.7169811320755,14.8433962264151,9.1700001
545602,15.5478632478632,35.1367521367521,7.00170947692308,22.1852142564103
545603,17.6134458067227,34.5966386554622,8.14705870168067,22.1086559117647
545604,23.46533366,37.3333333333333,12.974,18.489200694
545605,22.49866716,35.8333333333333,12.4906666666667,18.489200694
545606,22.49866716,35.8333333333333,12.4906666666667,18.489200694
545607,19.411214953271,29.6542056074766,9.31962606448598,2.46205610971963
545608,19.411214953271,29.6542056074766,9.31962606448598,2.46205610971963
545609,19.411214953271,29.6542056074766,9.31962606448598,2.46205610971963
545610,20.2196264766355,30.0654205607477,10.1373831485981,2.46205610971963
545615,19.9273331933333,33.2933333333333,9.05533333066667,10.3539995906667
545616,19.9273331933333,33.2933333333333,9.05533333066667,10.3539995906667
545618,20.3639999133333,37.9266666666667,7.33666655333333,8.36213342333333
545619,20.3639999133333,37.9266666666667,7.33666655333333,8.36213342333333
545621,22.68466706,37.3333333333333,10.459333334,12.98200008
545622,22.68466706,37.3333333333333,10.459333334,12.98200008
545623,22.68466706,37.3333333333333,10.459333334,12.98200008
545624,23.732,31.2,13.6093333333333,3.66666659333333
545625,23.732,31.2,13.6093333333333,3.66666659333333
545626,23.612,30.8,13.636,3.66666659333333
545627,23.612,30.8,13.636,3.66666659333333
545628,23.612,30.8,13.636,3.66666659333333
545631,26.2607151428571,37.625,12.4125,23
545632,25.7239435211268,35.169014084507,11.5380282112676,23
545633,21.1525193439046,30.914979757085,9.88401916441745,12.0076922957265
545634,21.4522571419956,31.2991593567251,9.8614126498538,22.3209876366843
545637,27.0808823529412,39.0294117647059,13.9735294117647,9.1700001
545639,19.8223999751111,29.7648888888889,10.1252444607111,10.2739146747132
545640,19.7236083073333,29.5993333333333,10.0355083390167,10.2024431776205
545641,19.7236083073333,29.5993333333333,10.0355083390167,10.2024431776205
545643,26.6135132432432,38.8918918918919,13.2810810810811,9.1700001
545644,28.0046506627907,36.2441860465116,14.9232558139535,9.1700001
545645,21.16718809375,32.625,10.12343741875,3.88484379875
545646,21.16718809375,32.625,10.12343741875,3.88484379875
545647,21.16718809375,32.625,10.12343741875,3.88484379875
545648,29.8321103027523,46.7889908256881,15.8587158073395,9.1700001
545649,25.4658227848101,42.1392405063291,11.9835443037975,9.1700001
545650,21.770666616,39.1666666666667,10.0093333333333,12.9457334826667
545654,NA,NA,NA,NA
545657,NA,NA,NA,NA
545658,30.3826660066667,42.1533333333333,19.3246666053333,4.04700008413333
545659,30.3826660066667,42.1533333333333,19.3246666053333,4.04700008413333
545660,32.49466772,43.54,20.0199999693333,4.04700008413333
