"mukey","ksat_r"
545545,2.01520922911628
545546,2.01520922911628
545547,23.290001
545548,23.290001
545549,23.290001
545550,23.290001
545556,72.690002
545557,72.690002
545558,9.1700001
545559,28.23
545560,23.290001
545561,23.290001
545562,23.290001
545563,0.92000002
545564,5.42931683391304
545565,5.9000001
545566,5.9000001
545567,5.9000001
545570,77.629997
545574,0.279514560941748
545575,5.21327929813765
545580,23.290001
545582,23.290001
545583,23.290001
545584,23.290001
545590,4.05732399408451
545591,6.10227214371233
545592,6.52736936231512
545593,7.85461541538461
545594,28.23
545595,0.92000002
545596,0.92000002
545597,7.7600002
545598,7.7600002
545599,7.7600002
545600,7.7600002
545601,49.0753561872258
545602,2.8199999
545603,2.8199999
545604,23.290001
545605,23.290001
545606,23.290001
545607,23.290001
545608,23.290001
545609,23.290001
545610,23.290001
545615,21.379999
545616,21.379999
545618,3.46431042534483
545619,3.46431042534483
545621,1.02818178572727
545622,1.02818178572727
545623,1.02818178572727
545624,2.8199999
545625,2.8199999
545626,2.8199999
545627,2.8199999
545628,2.8199999
545631,2.09090909090909
545632,1
545633,7.16484230779436
545634,4.94871794871795
545637,16.5758406392
545639,6.36645763678389
545640,6.37280343964621
545641,6.37280343964621
545643,5.66337216569767
545644,1.32513661202186
545645,7.27
545646,7.27
545647,7.27
545648,5.13615382820513
545649,2.13333326345679
545650,28.23
545654,NA
545657,NA
545658,7.7600002
545659,7.7600002
545660,7.7600002
