"mukey","wthirdbar_r","wsatiated_r","wfifteenbar_r","ksat_r"
539587,26.7312499583333,40.6041666666667,13.9416666666667,9.1700001
539589,23.8906666133333,32.1733333333333,13.7493332373333,9.1700001
539590,24.6356668883333,32.6533333333333,14.2033332733333,10.158400163
539592,24.9754711320755,35.4339622641509,12.0509432226415,9.1700001
539593,24.9754711320755,35.4339622641509,12.0509432226415,9.1700001
539594,24.9754711320755,35.4339622641509,12.0509432226415,9.1700001
539596,14.4340000226667,38.0933333333333,4.84799985733333,53.251865802
539597,17.2786251673333,39.8141666666667,5.85541665758333,47.4914493502917
539598,19.8933336586667,41.2533333333333,6.21400010266667,9.16166686866667
539599,20.7573336586667,41.2533333333333,7.02400010266667,9.16166686866667
539600,23.28,31.9733333333333,12.8126666666667,9.1700001
539601,22.8873333333333,31.56,12.502666584,9.1700001
539602,22.8873333333333,31.56,12.502666584,9.1700001
539603,16.7901097362637,29.4285714285714,6.62857127252747,24.1562639340659
539604,13.4758240274725,23.8241758241758,5.27142859120879,24.5714285714286
539605,11.2659342230769,19.6813186813187,4.28791212747253,25.0791204725275
539606,21.0047619047619,33.1904761904762,9.88571436507936,9.1700001
539607,23.8164176567164,32.9253731343284,10.7746269402985,16.4328358208955
539608,25.2194030298507,34.4179104477612,11.6402985223881,16.4328358208955
539609,25.2194030298507,35.0746268656716,11.6402985223881,16.4328358208955
539610,17.2342949530985,28.0984719864177,7.42882024870543,26.41515625
539611,17.2596983805178,28.170415959253,7.46576845305603,26.41515625
539612,17.2596983805178,28.170415959253,7.46576845305603,26.41515625
539613,13.7120482771084,24.225,6.45662661445783,91.9819277108434
539614,13.7024097228916,24.225,6.45662661445783,92
539615,14.1879517686747,20.9125,4.84096397228916,92
539617,NA,NA,NA,NA
539621,12.6266666666667,18.9,5.44000011,23.290001
539622,12.63,18.9,5.44000011,23.290001
539623,12.63,18.9,5.44000011,23.290001
539624,12.48,18.6,5.38000007,23.290001
539625,12.48,18.6,5.38000007,23.290001
539626,12.48,18.6,5.38000007,23.290001
539627,12.48,18.6,5.38000007,23.290001
539628,25.7133340666667,31.8666666666667,16.7199992666667,2.20800001466667
539629,34.5359988133333,41.6866666666667,20.7440005933333,9.20893340666667
539630,30.9773333333333,37.8466666666667,22.4693332466667,9.23326672333333
539631,34.06266548,41.5266666666667,21.1046671733333,9.23326672333333
539632,15.2220472543307,23.3333333333333,7.92047253622047,23.290001
539633,15.2220472543307,23.3333333333333,7.92047253622047,23.290001
539634,15.2220472543307,23.3333333333333,7.92047253622047,23.290001
539635,11.7685714231293,29.7482993197279,5.32979585619048,48.2296718318367
539636,11.7401205259919,29.6907729534767,5.31290501986121,48.2343473535571
539637,11.7401205259919,29.6907729534767,5.31290501986121,48.2343473535571
539638,23.9840001866667,41.94,11.9873333333333,12.475133744
539639,23.4046663266667,41.94,11.1973333333333,12.475133744
539640,23.4046663266667,41.94,11.1973333333333,12.475133744
539641,25.0440002,30.88,16.85200052,3.1903999832
539642,25.0440002,30.88,16.85200052,3.1903999832
539643,22.2285706666667,33.4761904761905,11.2095238333333,23.290001
539644,22.2285706666667,33.4761904761905,11.2095238333333,23.290001
539645,22.0499992380952,33.2380952380952,11.0904762142857,23.290001
539646,22.9668817701149,36.5014367816092,11.251724170977,16.7059488607759
539647,22.9221670673235,36.3825944170772,11.2380952315271,16.8255670950739
539650,20.2231299931973,28.6054421768707,10.0530612666667,23.290001
539651,19.5251708095238,27.5714285714286,9.76870755102041,23.290001
539652,19.3959191605442,27.312925170068,9.69115647891156,23.290001
539653,17.07,44.98,7.109333444,40.0851996266667
539654,26.1901088901099,44.3296703296703,12.4021978021978,9.1700001
539655,26.1901088901099,44.3296703296703,12.4021978021978,9.1700001
539656,26.1901088901099,44.3296703296703,12.4021978021978,9.1700001
539657,26.1741380689655,42.1551724137931,12.0724137931034,9.1700001
539658,26.1741380689655,42.1551724137931,12.0724137931034,9.1700001
539660,30.5951222439024,43.609756097561,21.9634141463415,7.7600002
539661,28.0121951219512,36.5365853658537,20.2585361463415,7.7600002
539663,NA,NA,NA,NA
539665,9.54466680533333,16.84,4.25333330333333,91.739998
539666,26.4836065573771,35.3606557377049,13.9049179147541,9.1700001
