"mukey","wthirdbar_r","wsatiated_r","wfifteenbar_r","ksat_r"
988892,17.283333552,30.7733333333333,8.00266661266667,53.757798966
988894,31.8360010333333,45.08,18.6886666666667,7.7600002
988895,31.8360010333333,45.08,18.6886666666667,7.7600002
1147605,14.1280000466667,37.2533333333333,6.31866669933333,71.52
1147606,14.1280000466667,37.2533333333333,6.31866669933333,71.52
1149496,8.02043136729412,23.1898039215686,3.29294117647059,144.09568627451
1149500,29.216,40.34,15.444,9
1149502,31.25866718,40.1666666666667,18.2513333333333,7
1149505,32.02399952,46.52,22.928,1.40133332293333
1149509,31.11933348,41,17.574,9
1149512,34.2359999466667,41.1866666666667,26.3906666666667,1.62933330853333
1149520,7.42200005644444,22.7244444444444,2.85555555555556,149.724444444444
1149526,7.52000016,23,2.94,159.2
1149528,30.376,40.76,17.204,6.774
1292319,28.48999995,40.625,14.345,6.774
1292320,28.7155293905882,40.4780392156863,14.7459607843137,7.33976470588235
1292322,28.9681480133333,40.36,15.1705186118519,6.88133333333333
1292323,29.20666648,40.3133333333333,15.4873337533333,6.522
1481318,17.790000454,34.66,9.0579998,53.82
1481319,18.78133284,42.0133333333333,9.456,28
1481320,15.9593332,39.3733333333333,6.867999888,28
1481322,NA,NA,NA,NA
1481645,33.4879994666667,48.0066666666667,23.6386666866667,0.92000002
1481652,30.70659267,46.0796296296296,16.6480369611111,3.6549073337037
1481656,28.7491110911111,40.4922222222222,14.7893333333333,7.04
1481657,23.33048141,36.1785185185185,11.6637777777778,41.274
1481658,23.3315925203704,36.2607407407407,11.6253333333333,40.9986666666667
1486194,28.9681480133333,40.36,15.1705186118519,6.88133333333333
1486201,29.20666648,40.3133333333333,15.4873337533333,6.522
1486202,14.1280000466667,37.2533333333333,6.31866669933333,71.52
1486203,29.216,40.34,15.444,9
1486206,30.376,40.76,17.204,6.774
1486207,31.25866718,40.1666666666667,18.2513333333333,7
1486212,17.283333552,30.7733333333333,8.00266661266667,53.757798966
1486213,13.7682221911111,27.6311111111111,5.79111104111111,66.96899863
1486216,8.02043136729412,23.1898039215686,3.29294117647059,144.09568627451
1486218,34.2359999466667,41.1866666666667,26.3906666666667,1.62933330853333
1486222,28.7491110911111,40.4922222222222,14.7893333333333,7.04
1486223,28.7491110911111,40.4922222222222,14.7893333333333,7.04
1486224,28.934,43.88,18.315999492,12.6652
1486225,31.11933348,41,17.574,9
1486226,28.48999995,40.625,14.345,6.774
1486228,23.3315925203704,36.2607407407407,11.6253333333333,40.9986666666667
1486231,28.7155293905882,40.4780392156863,14.7459607843137,7.33976470588235
1486232,31.7862223577778,44.9140740740741,18.4267404533333,8.38666682222222
1486235,32.02399952,46.52,22.928,1.40133332293333
1486243,17.790000454,34.66,9.0579998,53.82
1542323,28.6051110355556,40.4233333333333,14.6027778477778,7.187
1542324,31.5773333284444,40.8848888888889,19.430355432,5.23826666170667
1542325,10.0733332666667,30.9066666666667,4.218,221.04
1542326,28.6051110355556,40.4233333333333,14.6027778477778,7.187
1542327,31.5773333284444,40.8848888888889,19.430355432,5.23826666170667
1650269,33.6866654933333,38.3466666666667,24.6813330133333,2.18159996373333
1859069,NA,NA,NA,NA
1859407,27.69600016,38.2133333333333,13.312,9.1700001
1859409,27.8193334866667,35.3066666666667,13.984,9
1859411,27.86866606,41.9866666666667,15.9926666666667,9
1859413,29.98466656,40.9333333333333,16.8666667333333,5.31766664533333
1859414,27.6566666666667,42.04,13.1913333333333,9.1700001
1859417,28.2213330266667,39.9733333333333,14.004,9.1700001
1859418,27.70799946,39.64,13.254,9.1700001
1859419,30.5493338866667,41.78,17.7279998333333,4.64033329066667
1859420,33.4453326266667,45.5733333333333,21.8093332133333,2.8199999
1859421,28.1933331,41.2666666666667,14.0500001066667,9.1700001
1859422,14.1273335093333,38.7933333333333,5.99999993466667,71.41679864
1859423,14.1273335093333,38.7933333333333,5.99999993466667,71.41679864
1859424,16.05800034,38.5533333333333,6.05666666666667,61.7066666666667
