## Site Characteristics
Country     = 'USA'
Station     = '289441'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -76.7642; Latitude = 40.7201; Elevation = 191.34; AngstromA = 0.23; AngstromB = 0.48; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,6583.68,-6.65,2.35,0.37,3.88,0,NaN
20200102,8657.28,-5.05,7.65,0.45,2.66,0.7,NaN
20200103,2557.44,3.95,8.15,0.59,0.79,7.3,NaN
20200104,3948.48,0.35,10.65,0.69,3.09,0,NaN
20200105,5685.12,-1.75,3.05,0.39,3.88,1,NaN
20200106,7568.64,-2.85,7.45,0.43,4.02,0,NaN
20200107,7914.24,-6.75,3.45,0.4,1.65,8.1,NaN
20200108,6894.72,-10.65,0.75,0.31,5.39,0,NaN
20200109,8994.24,-11.15,-0.35,0.25,3.16,0,NaN
20200110,3602.88,-1.25,7.45,0.51,3.16,0,NaN
20200111,5296.32,6.05,19.15,0.78,4.38,14,NaN
20200112,8190.72,-2.05,15.15,0.71,4.6,0,NaN
20200113,8665.92,-1.85,7.15,0.6,1.87,0,NaN
20200114,6583.68,-0.85,5.75,0.61,2.37,0,NaN
20200115,9538.56,-0.25,9.65,0.57,2.44,0,NaN
20200116,6825.6,-6.75,6.55,0.43,5.96,0,NaN
20200117,10100.16,-8.75,-3.35,0.15,4.17,0,NaN
20200118,4043.52,-7.75,1.25,0.33,4.38,7.8,NaN
20200119,5304.96,-8.75,1.05,0.36,4.88,0,NaN
20200120,10368,-11.15,-2.45,0.22,3.74,0,NaN
20200121,10031.04,-11.25,-0.65,0.27,2.23,0,NaN
20200122,10100.16,-11.15,2.05,0.31,1.15,0,NaN
20200123,10229.76,-9.15,2.95,0.35,1.44,0,NaN
20200124,9106.56,-3.05,8.75,0.47,2.8,20.3,NaN
20200125,3170.88,-0.45,4.85,0.53,3.16,8.5,NaN
20200126,5218.56,0.45,4.15,0.48,3.23,0,NaN
20200127,3983.04,0.95,4.45,0.47,3.23,0,NaN
20200128,7361.28,-0.25,3.25,0.43,3.38,0,NaN
20200129,11240.64,-8.85,3.75,0.36,2.66,0,NaN
20200130,10946.88,-8.45,1.95,0.26,1.8,0,NaN
20200131,6039.36,-1.15,4.25,0.4,1.87,0.5,NaN
20200201,5114.88,-0.35,3.85,0.53,1.22,0.4,NaN
20200202,4432.32,0.25,7.35,0.53,3.3,1.3,NaN
20200203,10920.96,2.05,15.55,0.6,3.09,0,NaN
20200204,4138.56,0.35,15.65,0.74,2.08,2.5,NaN
20200205,5019.84,-0.65,2.65,0.4,3.3,1.5,NaN
20200206,4907.52,1.05,5.45,0.57,2.23,11.6,NaN
20200207,3058.56,-4.35,4.75,0.49,4.96,18.7,NaN
20200208,5469.12,-4.05,3.25,0.33,2.66,0,NaN
20200209,7456.32,-2.45,5.05,0.43,2.59,1.1,NaN
20200210,3525.12,3.05,6.45,0.57,2.66,1.7,NaN
20200211,5287.68,-0.75,7.15,0.6,2.59,0.6,NaN
20200212,11819.52,-1.05,5.55,0.4,2.87,7.5,NaN
20200213,6540.48,-4.95,5.75,0.5,3.66,1.5,NaN
20200214,10981.44,-14.45,-2.95,0.21,4.09,0,NaN
20200215,13348.8,-13.75,-1.25,0.17,2.95,0,NaN
20200216,5434.56,-4.55,3.65,0.39,2.01,0,NaN
20200217,13098.24,-4.55,8.45,0.4,1.8,0,NaN
20200218,3568.32,-0.65,6.95,0.57,3.88,3.6,NaN
