## Site Characteristics
Country     = 'USA'
Station     = '300498'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -78.0376; Latitude = 40.3793; Elevation = 516.54; AngstromA = 0.23; AngstromB = 0.47; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7983.36,1.05,5.45,0.36,4.81,0,NaN
20200102,8190.72,1.15,9.05,0.43,3.38,2.3,NaN
20200103,2756.16,4.05,9.35,0.76,1.44,5.9,NaN
20200104,3723.84,-0.75,11.55,0.68,4.09,1.1,NaN
20200105,7231.68,-0.95,3.95,0.39,4.88,0,NaN
20200106,8510.4,-0.95,6.85,0.41,5.6,0,NaN
20200107,7110.72,-3.65,2.05,0.33,2.59,3.9,NaN
20200108,6004.8,-9.55,1.95,0.29,6.61,0,NaN
20200109,8406.72,-9.05,0.75,0.23,4.31,0,NaN
20200110,2911.68,-1.15,10.85,0.6,4.02,0.4,NaN
20200111,6393.6,4.85,18.95,1.04,5.67,14,NaN
20200112,8467.2,-0.85,10.15,0.7,4.81,0,NaN
20200113,8812.8,-1.25,7.95,0.62,2.44,0,NaN
20200114,6782.4,0.55,5.95,0.67,3.3,1.9,NaN
20200115,9417.6,0.55,12.05,0.6,3.38,0.7,NaN
20200116,7076.16,-6.05,5.05,0.45,7.18,0.8,NaN
20200117,9927.36,-6.45,-1.05,0.17,4.09,0.4,NaN
20200118,3542.4,-5.75,1.85,0.36,6.11,9.4,NaN
20200119,5201.28,-7.05,3.35,0.34,6.46,0.4,NaN
20200120,8795.52,-9.65,-2.85,0.24,4.17,0,NaN
20200121,9987.84,-9.85,0.35,0.27,2.59,0,NaN
20200122,10437.12,-9.45,1.75,0.31,1.8,0,NaN
20200123,9763.2,-4.45,1.75,0.35,2.23,0,NaN
20200124,7905.6,-3.25,4.75,0.49,4.38,21.6,NaN
20200125,3481.92,1.05,7.25,0.53,2.95,1.5,NaN
20200126,5693.76,1.15,3.25,0.46,4.09,0,NaN
20200127,3697.92,1.15,3.75,0.46,4.38,0,NaN
20200128,8311.68,-0.35,3.75,0.44,4.09,0,NaN
