## Site Characteristics
Country     = 'USA'
Station     = '290772'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.0585; Latitude = 40.6918; Elevation = 408.56; AngstromA = 0.22; AngstromB = 0.47; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,8553.6,-4.65,2.75,0.41,5.6,0,NaN
20200102,8493.12,-2.75,9.15,0.52,4.45,6.9,NaN
20200103,2721.6,5.05,10.15,0.74,1.58,12.5,NaN
20200104,2998.08,-3.25,8.45,0.59,3.88,1.6,NaN
20200105,7145.28,-3.05,2.85,0.43,5.39,2.5,NaN
20200106,8769.6,-4.85,4.95,0.47,5.96,0,NaN
20200107,8173.44,-4.75,1.25,0.38,3.09,0.9,NaN
20200108,5736.96,-10.95,-0.15,0.3,6.68,0.6,NaN
20200109,9037.44,-10.45,5.95,0.3,4.09,0,NaN
20200110,2998.08,3.35,11.95,0.64,4.24,6.2,NaN
20200111,6177.6,7.95,20.45,1.02,5.6,3,NaN
20200112,8233.92,-0.45,9.05,0.69,4.6,0,NaN
20200113,9771.84,-1.95,9.75,0.61,2.95,0,NaN
20200114,7767.36,-1.15,10.65,0.67,4.24,0,NaN
20200115,10108.8,-0.65,12.25,0.65,3.38,0.6,NaN
20200116,6583.68,-6.75,2.85,0.43,7.4,4,NaN
20200117,9979.2,-7.65,-2.95,0.2,3.59,1.8,NaN
20200118,3447.36,-4.95,6.95,0.44,6.46,14.5,NaN
20200119,4397.76,-10.75,-3.15,0.31,6.82,1.9,NaN
20200120,8942.4,-12.15,-3.25,0.26,3.81,1.1,NaN
20200121,10644.48,-13.35,-3.75,0.25,2.73,0,NaN
20200122,11136.96,-13.55,2.05,0.28,1.65,0,NaN
20200123,9754.56,-7.45,7.05,0.39,2.3,0,NaN
20200124,6678.72,0.65,6.45,0.53,5.17,23.7,NaN
20200125,4199.04,-0.85,5.05,0.58,3.45,3.3,NaN
20200126,4380.48,-0.85,0.65,0.5,4.96,2.6,NaN
20200127,2920.32,-0.75,0.95,0.5,4.6,0.6,NaN
20200128,7629.12,-1.95,1.25,0.47,4.09,1.9,NaN
20200129,10316.16,-7.85,1.15,0.39,2.23,0,NaN
20200130,10195.2,-7.85,1.95,0.38,2.23,0,NaN
20200131,7093.44,-1.45,4.95,0.46,1.65,1.9,NaN
20200201,5486.4,-0.75,1.95,0.56,2.3,2.8,NaN
20200202,4648.32,-0.75,10.25,0.59,6.46,1.9,NaN
20200203,10730.88,0.95,15.95,0.69,4.17,0.8,NaN
20200204,3464.64,-0.85,13.25,0.73,4.09,7.4,NaN
20200205,5529.6,-0.95,4.45,0.42,4.38,8.2,NaN
20200206,4449.6,-1.25,7.75,0.63,2.66,15.9,NaN
20200207,2963.52,-4.55,-0.15,0.44,5.6,5.2,NaN
20200208,6747.84,-4.55,0.65,0.4,3.09,0.5,NaN
20200209,7724.16,-2.45,5.85,0.46,3.59,18.4,NaN
20200210,3836.16,3.05,8.05,0.56,3.38,6.3,NaN
20200211,4328.64,-2.45,3.95,0.53,3.38,0.4,NaN
20200212,11102.4,-3.25,4.05,0.45,2.87,21.8,NaN
20200213,3922.56,-7.85,2.55,0.45,4.09,1.4,NaN
20200214,9244.8,-13.65,-5.55,0.22,3.74,0,NaN
20200215,12553.92,-12.55,2.55,0.28,3.52,0,NaN
20200216,4527.36,-5.15,5.15,0.46,3.66,0,NaN
20200217,12631.68,-4.35,8.25,0.44,2.37,0.7,NaN
20200218,3395.52,-2.75,8.95,0.58,4.88,8,NaN
20200219,13504.32,-7.45,4.35,0.39,4.38,0,NaN
20200220,6393.6,-10.75,-1.75,0.27,3.45,0,NaN
20200221,13936.32,-10.45,0.55,0.22,4.02,0,NaN
20200222,14601.6,-6.75,7.35,0.29,5.39,0,NaN
20200223,14480.64,-5.65,11.35,0.4,3.88,0,NaN
20200224,13150.08,-2.35,12.85,0.59,2.44,0.3,NaN
20200225,5235.84,4.75,9.85,0.73,1.94,3.6,NaN
20200226,6721.92,-4.65,12.05,0.62,3.02,27.3,NaN
20200227,9702.72,-7.55,-2.75,0.27,9.41,1.2,NaN
20200228,9089.28,-7.95,-1.35,0.23,6.97,0,NaN
20200229,6773.76,-9.25,-1.45,0.26,6.46,0,NaN
20200301,14040,-8.35,8.95,0.35,3.59,0,NaN
20200302,9262.08,6.15,14.95,0.55,4.38,3.5,NaN
20200303,6099.84,1.55,12.85,0.74,4.24,12.5,NaN
20200304,10730.88,-3.55,10.45,0.56,6.25,0.3,NaN
20200305,13210.56,-3.35,11.55,0.49,2.37,6.1,NaN
20200306,6825.6,-1.05,7.15,0.45,4.96,4.1,NaN
20200307,17046.72,-4.05,6.95,0.39,4.38,0,NaN
20200308,17210.88,-2.25,15.95,0.51,3.88,0,NaN
20200309,17107.2,5.15,19.75,0.69,4.74,1.8,NaN
20200310,6428.16,-0.75,13.95,0.75,5.75,4,NaN
20200311,11975.04,-0.55,8.35,0.64,1.87,0,NaN
20200312,15888.96,5.35,18.45,0.86,3.59,3.6,NaN
20200313,16657.92,-0.85,14.85,0.7,7.26,1.7,NaN
20200314,14212.8,-1.05,7.65,0.42,2.73,3.8,NaN
20200315,15379.2,-1.75,11.35,0.47,2.87,0,NaN
20200316,13322.88,-1.05,9.35,0.46,4.74,5.6,NaN
20200317,8225.28,-1.85,7.65,0.63,3.38,1.1,NaN
20200318,15984,-1.35,13.35,0.67,3.95,20.5,NaN
20200319,13754.88,10.25,18.75,1.14,3.52,17,NaN
20200320,10635.84,-0.75,22.05,0.93,6.68,15.9,NaN
20200321,16562.88,-1.75,4.75,0.38,2.95,0,NaN
20200322,18515.52,-1.15,9.05,0.39,4.6,1.8,NaN
20200323,5711.04,2.55,6.65,0.64,4.38,12.6,NaN
20200324,19897.92,2.55,9.45,0.61,2.15,2.2,NaN
20200325,15189.12,-0.15,10.75,0.69,2.51,1.3,NaN
20200326,18835.2,0.75,20.45,0.84,3.02,2,NaN
20200327,18843.84,8.95,16.55,0.92,1.44,9.3,NaN
20200328,12450.24,11.05,17.55,1.22,4.02,27.9,NaN
20200329,15638.4,9.35,25.15,1.29,6.54,0,NaN
20200330,8259.84,3.75,12.05,0.73,5.1,0,NaN
20200331,10393.92,3.95,8.55,0.64,2.51,1.7,NaN
20200401,11422.08,-0.65,12.05,0.61,3.45,1.2,NaN
20200402,20027.52,-0.25,13.65,0.51,5.6,0,NaN
20200403,21219.84,0.85,15.25,0.53,4.88,0,NaN
20200404,18532.8,3.15,13.45,0.67,1.72,0,NaN
20200405,15888.96,-0.05,19.95,0.82,2.44,1,NaN
20200406,21781.44,1.35,17.95,0.61,1.8,0,NaN
20200407,10817.28,7.85,18.05,0.9,3.02,18.8,NaN
20200408,18852.48,8.15,19.95,1.07,4.17,0,NaN
20200409,14143.68,-1.05,11.75,0.63,6.9,6.5,NaN
20200410,8475.84,-1.25,4.75,0.42,8.05,3.3,NaN
20200411,15223.68,0.15,11.65,0.49,4.53,0,NaN
20200412,12502.08,5.15,19.85,0.72,4.02,6.9,NaN
20200413,11292.48,0.85,17.45,0.86,7.11,15.9,NaN
20200414,15465.6,-3.15,7.75,0.45,4.09,0,NaN
20200415,19491.84,-2.75,9.55,0.42,4.6,2,NaN
20200416,10765.44,-3.65,5.55,0.37,4.88,0,NaN
20200417,14428.8,-1.15,7.15,0.56,3.3,18.7,NaN
20200418,13875.84,-0.05,9.15,0.56,4.38,0.5,NaN
20200419,20494.08,1.55,14.05,0.64,4.53,0,NaN
20200420,23034.24,2.05,14.75,0.58,2.37,0.4,NaN
20200421,13193.28,-2.05,10.05,0.5,7.54,2.8,NaN
20200422,20511.36,-0.85,9.25,0.4,5.1,0.8,NaN
20200423,16027.2,3.95,18.45,0.82,3.38,4,NaN
20200424,9849.6,3.05,15.85,0.89,2.3,2.1,NaN
20200425,21902.4,4.55,19.45,0.94,3.23,7.1,NaN
20200426,7672.32,3.45,9.45,0.86,4.24,20.5,NaN
20200427,19975.68,4.05,14.35,0.59,3.74,0,NaN
20200428,10730.88,6.25,15.25,0.75,2.66,2.8,NaN
20200429,13633.92,9.15,20.45,1.11,6.03,12.9,NaN
20200430,13366.08,6.25,14.65,1.04,3.95,4.2,NaN
20200501,17668.8,3.45,13.15,0.85,3.09,0,NaN
20200502,13858.56,6.55,20.25,0.93,3.16,3.9,NaN
20200503,21746.88,9.15,23.45,1.31,4.31,0,NaN
20200504,22965.12,0.05,12.05,0.73,4.67,0,NaN
20200505,12260.16,2.05,12.85,0.58,2.8,6.2,NaN
20200506,10955.52,-0.95,6.65,0.6,3.52,9.2,NaN
20200507,24857.28,1.55,16.65,0.64,4.53,0.5,NaN
20200508,13331.52,-3.55,8.75,0.58,3.16,7.2,NaN
20200509,11957.76,-1.75,4.95,0.36,6.39,1,NaN
20200510,16174.08,3.15,16.05,0.54,4.09,2.1,NaN
20200511,10108.8,1.05,6.25,0.6,5.6,2.4,NaN
20200512,21038.4,-0.05,11.95,0.59,5.17,0,NaN
20200513,27112.32,2.75,17.05,0.55,2.51,0,NaN
20200514,14014.08,11.15,19.65,1,3.38,2.7,NaN
20200515,19189.44,12.25,26.45,1.6,5.39,9.7,NaN
20200516,25902.72,13.25,23.35,1.14,2.66,0,NaN
20200517,19707.84,13.95,23.35,1.29,4.88,0.9,NaN
20200518,21677.76,12.95,23.45,1.41,4.88,0,NaN
20200519,23569.92,8.45,20.95,0.95,6.39,0,NaN
20200520,23276.16,7.95,17.85,0.68,5.75,0,NaN
20200521,25418.88,11.45,22.15,1.03,4.24,1.6,NaN
20200522,9581.76,12.15,20.15,1.31,2.15,5.4,NaN
20200523,17634.24,13.35,24.25,1.41,2.23,0,NaN
20200524,26153.28,14.75,26.85,1.58,3.74,0,NaN
20200525,22489.92,14.25,30.95,1.89,2.73,0,NaN
20200526,26628.48,15.35,31.05,1.72,3.02,0,NaN
