## Site Characteristics
Country     = 'USA'
Station     = '319871'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.3466; Latitude = 39.8035; Elevation = 440.12; AngstromA = 0.23; AngstromB = 0.46; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7706.88,-5.95,4.05,0.39,5.89,0,NaN
20200102,8138.88,-5.65,10.95,0.49,4.96,5.8,NaN
20200103,3231.36,7.15,12.65,0.93,2.23,15,NaN
20200104,3024,-2.95,10.05,0.62,4.81,5,NaN
20200105,8130.24,-3.35,3.25,0.4,5.96,0,NaN
20200106,8527.68,-4.05,3.05,0.4,5.46,0,NaN
20200107,6471.36,-9.05,1.65,0.33,3.16,4.1,NaN
20200108,6013.44,-11.35,1.45,0.3,6.61,0,NaN
20200109,8225.28,-11.65,6.15,0.32,3.74,0,NaN
20200110,2635.2,-1.25,14.05,0.66,5.1,1.3,NaN
20200111,7430.4,4.75,21.45,1.03,6.18,14,NaN
20200112,8700.48,0.55,10.45,0.72,5.17,0,NaN
20200113,9270.72,0.45,10.65,0.64,3.02,0,NaN
20200114,6747.84,1.05,11.95,0.75,4.74,3.6,NaN
20200115,9650.88,2.15,16.15,0.66,3.59,3.5,NaN
20200116,8881.92,-6.55,4.65,0.44,7.54,0.3,NaN
20200117,10074.24,-7.15,-1.25,0.17,3.59,1.4,NaN
20200118,3283.2,-4.45,8.85,0.45,6.75,23.5,NaN
20200119,5650.56,-11.05,-2.65,0.28,7.26,0.8,NaN
20200120,9192.96,-11.75,-5.15,0.22,3.95,0,NaN
20200121,10229.76,-12.65,-3.95,0.25,2.23,0,NaN
20200122,10825.92,-12.55,4.45,0.29,1.51,0,NaN
20200123,9486.72,-7.35,5.95,0.28,2.44,0,NaN
20200124,6333.12,0.05,6.45,0.56,4.88,20.6,NaN
20200125,5054.4,-0.85,5.75,0.58,3.38,1.2,NaN
20200126,4855.68,-0.45,1.55,0.45,5.17,0.6,NaN
20200127,4302.72,-0.85,1.65,0.45,4.6,0.6,NaN
20200128,9046.08,-1.55,0.75,0.43,3.88,0.6,NaN
20200129,10272.96,-7.55,0.55,0.38,2.01,0,NaN
20200130,7663.68,-7.65,1.55,0.36,2.01,0,NaN
20200131,8104.32,-0.25,5.35,0.45,1.72,0.8,NaN
20200201,4475.52,-0.05,3.05,0.54,2.73,5.6,NaN
20200202,6834.24,-0.65,11.75,0.55,7.97,1,NaN
20200203,11473.92,1.65,17.25,0.7,4.96,1,NaN
20200204,3931.2,0.15,13.35,0.76,4.17,3.6,NaN
20200205,6272.64,-0.05,5.45,0.58,4.53,0,NaN
20200206,5391.36,-0.05,11.05,0.78,2.95,16.5,NaN
20200207,3447.36,-4.95,0.15,0.45,6.11,5.8,NaN
20200208,6350.4,-5.65,0.05,0.35,3.3,1.1,NaN
20200209,9339.84,-4.85,7.45,0.43,3.95,15,NaN
20200210,3775.68,5.85,9.15,0.58,4.17,14,NaN
20200211,4043.52,-0.65,7.25,0.58,3.38,0.9,NaN
20200212,9668.16,-1.15,11.85,0.48,2.95,19.7,NaN
20200213,4734.72,-6.95,6.75,0.49,4.6,3.5,NaN
20200214,9305.28,-14.65,-5.95,0.22,3.66,0,NaN
20200215,12692.16,-14.45,3.45,0.25,3.3,0,NaN
20200216,5114.88,-3.35,9.95,0.44,3.95,0,NaN
20200217,12942.72,-3.35,10.25,0.41,2.73,0,NaN
20200218,4121.28,-1.35,9.15,0.63,4.81,8.8,NaN
20200219,14186.88,-5.55,4.95,0.37,3.81,0,NaN
20200220,10134.72,-11.65,0.35,0.24,3.09,0,NaN
20200221,14791.68,-10.15,0.65,0.18,3.59,0,NaN
20200222,15292.8,-9.05,8.15,0.25,5.17,0,NaN
20200223,15050.88,-7.35,11.75,0.36,3.88,0,NaN
20200224,13046.4,-4.45,12.15,0.53,2.44,0.6,NaN
20200225,4138.56,2.25,11.05,0.77,1.51,3.7,NaN
20200226,10203.84,-6.25,13.95,0.59,3.52,24.7,NaN
20200227,10860.48,-9.05,-3.25,0.27,9.34,1.8,NaN
20200228,6912,-9.55,0.75,0.29,6.61,0,NaN
20200229,9469.44,-7.85,-1.05,0.24,6.54,0,NaN
20200301,14575.68,-4.35,9.15,0.29,3.81,0,NaN
20200302,8233.92,4.55,14.45,0.59,4.88,4.6,NaN
20200303,9408.96,-1.15,13.75,0.7,5.39,11,NaN
20200304,13996.8,-2.45,12.05,0.54,6.11,0,NaN
20200305,15984,-1.75,12.45,0.44,2.15,0,NaN
20200306,8691.84,-3.75,5.85,0.43,5.6,4.2,NaN
20200307,16096.32,-4.65,5.45,0.37,4.38,0,NaN
20200308,17668.8,-1.85,15.85,0.42,3.52,0,NaN
20200309,17608.32,5.45,18.95,0.58,4.96,0,NaN
20200310,5581.44,2.95,13.85,0.85,5.75,5.2,NaN
20200311,11594.88,4.55,8.15,0.7,2.3,0.8,NaN
20200312,16848,3.05,19.35,0.9,3.3,3.2,NaN
20200313,17176.32,0.55,15.75,0.75,7.26,0,NaN
20200314,12657.6,-0.25,7.85,0.4,2.37,9.6,NaN
20200315,9443.52,-3.25,7.95,0.51,3.02,0,NaN
20200316,12873.6,-2.95,7.45,0.5,4.24,2.1,NaN
20200317,7007.04,-2.55,8.35,0.62,3.02,1.4,NaN
