## Site Characteristics
Country     = 'USA'
Station     = '287990'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.4624; Latitude = 40.7946; Elevation = 403.53; AngstromA = 0.21; AngstromB = 0.48; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7758.72,-5.15,2.75,0.4,4.74,0,NaN
20200102,7905.6,-3.75,8.75,0.51,3.95,5.7,NaN
20200103,2445.12,5.35,10.15,0.66,1.36,12.2,NaN
20200104,2488.32,-3.05,7.95,0.58,3.23,0.7,NaN
20200105,6825.6,-2.85,2.95,0.41,4.74,0.3,NaN
20200106,8527.68,-5.35,5.45,0.46,5.1,0,NaN
20200107,7274.88,-5.15,2.05,0.38,2.51,0.3,NaN
20200108,5374.08,-10.95,0.25,0.29,5.6,0.3,NaN
20200109,8328.96,-10.55,7.15,0.3,3.02,0,NaN
20200110,2998.08,3.85,10.95,0.66,3.52,3.3,NaN
20200111,5322.24,6.45,20.45,1.11,4.17,1.8,NaN
20200112,8017.92,-1.45,9.15,0.65,4.02,0,NaN
20200113,9322.56,-2.65,9.55,0.58,2.44,0,NaN
20200114,8380.8,-2.15,9.95,0.63,3.52,0,NaN
20200115,9573.12,-2.15,11.05,0.6,2.51,0.6,NaN
20200116,6359.04,-6.75,3.15,0.42,6.18,2.2,NaN
20200117,9227.52,-7.45,-2.95,0.2,3.09,1.9,NaN
20200118,3162.24,-5.25,6.75,0.44,5.39,11.9,NaN
20200119,3896.64,-11.25,-3.65,0.29,5.82,0.4,NaN
20200120,9443.52,-12.05,-2.75,0.26,2.73,0,NaN
20200121,10031.04,-13.65,-3.55,0.25,1.87,0,NaN
20200122,10618.56,-14.05,1.65,0.27,1.29,0,NaN
20200123,9037.44,-9.05,6.85,0.38,1.94,0,NaN
20200124,5641.92,-0.25,6.45,0.52,3.74,27.7,NaN
20200125,4440.96,-0.95,5.45,0.56,2.73,3.2,NaN
20200126,4406.4,-0.85,0.55,0.49,4.45,0.9,NaN
20200127,2825.28,-0.55,1.15,0.48,3.59,0.5,NaN
20200128,6963.84,-1.85,1.95,0.46,2.87,1.3,NaN
20200129,9374.4,-8.25,2.55,0.38,1.87,0,NaN
20200130,9789.12,-8.35,2.45,0.37,1.8,0,NaN
20200131,5875.2,-1.95,4.65,0.43,1.22,2.1,NaN
20200201,5978.88,-1.25,1.35,0.55,2.15,2.5,NaN
20200202,5011.2,-0.75,10.35,0.58,5.82,1.4,NaN
20200203,10679.04,-0.45,16.05,0.7,3.38,0.8,NaN
20200204,3395.52,-1.55,13.65,0.7,3.88,7.1,NaN
20200205,5901.12,-1.75,3.15,0.4,4.24,12.1,NaN
20200206,4553.28,-2.15,6.55,0.58,1.72,16.1,NaN
20200207,2643.84,-5.45,-1.15,0.4,4.81,4.3,NaN
20200208,6168.96,-5.55,0.75,0.4,2.8,0,NaN
20200209,7395.84,-2.65,5.15,0.45,3.16,12.3,NaN
20200210,3749.76,1.85,7.45,0.54,2.95,5.8,NaN
20200211,4060.8,-2.95,2.95,0.49,2.37,0.4,NaN
20200212,11059.2,-3.65,2.75,0.42,1.87,18.5,NaN
20200213,3222.72,-8.05,1.55,0.42,3.23,1.4,NaN
20200214,9495.36,-14.25,-5.05,0.22,2.87,0,NaN
20200215,12813.12,-13.95,1.75,0.27,2.95,0,NaN
20200216,4268.16,-6.45,4.65,0.43,3.02,0,NaN
20200217,12502.08,-5.45,7.65,0.44,1.94,0,NaN
20200218,3274.56,-2.85,9.15,0.56,3.59,3.8,NaN
20200219,13521.6,-8.15,4.25,0.38,3.16,0,NaN
20200220,6246.72,-11.95,-1.85,0.27,2.66,0,NaN
20200221,13979.52,-11.75,1.25,0.22,3.23,0,NaN
20200222,14497.92,-7.75,7.85,0.29,4.53,0,NaN
20200223,14376.96,-6.95,11.45,0.42,3.52,0,NaN
20200224,12674.88,-3.55,12.25,0.57,2.08,0,NaN
20200225,5097.6,4.35,10.55,0.7,1.58,2.1,NaN
20200226,5952.96,-4.75,10.95,0.6,2.59,21,NaN
20200227,10342.08,-8.15,-2.05,0.25,8.33,1.5,NaN
20200228,10195.2,-8.45,-1.45,0.22,6.18,0,NaN
20200229,7240.32,-9.95,-1.15,0.26,5.39,0,NaN
20200301,13789.44,-8.85,8.85,0.36,3.09,0,NaN
20200302,7983.36,6.65,14.85,0.54,3.88,2,NaN
20200303,6557.76,0.55,12.65,0.72,3.45,15.5,NaN
20200304,8683.2,-3.75,10.55,0.55,5.03,0,NaN
20200305,14428.8,-3.75,10.65,0.49,1.94,0,NaN
20200306,5270.4,-1.35,6.85,0.45,4.31,0.7,NaN
20200307,17357.76,-4.45,7.15,0.39,3.3,0,NaN
20200308,17452.8,-3.55,16.35,0.53,3.52,0,NaN
20200309,16917.12,1.15,20.55,0.77,4.31,2,NaN
20200310,5978.88,-0.65,14.35,0.75,5.03,2.7,NaN
20200311,12009.6,-1.05,9.15,0.63,1.72,0,NaN
20200312,16649.28,4.95,18.85,0.87,2.8,1.3,NaN
20200313,17288.64,-1.25,14.45,0.68,6.03,0,NaN
20200314,14126.4,-1.85,7.85,0.42,2.01,2.8,NaN
20200315,16649.28,-1.95,12.75,0.47,2.87,0,NaN
20200316,12994.56,-1.55,10.15,0.49,3.66,2,NaN
20200317,8614.08,-2.35,7.65,0.61,2.8,0.6,NaN
20200318,15370.56,-2.05,13.45,0.66,2.87,25.6,NaN
20200319,14143.68,9.15,18.15,1.15,3.09,15.9,NaN
20200320,10584,-0.95,22.45,0.92,6.03,14.3,NaN
20200321,16899.84,-2.65,4.35,0.36,2.59,0,NaN
20200322,19370.88,-1.55,9.45,0.39,3.95,2.8,NaN
20200323,5667.84,2.25,6.75,0.65,3.45,11,NaN
20200324,20113.92,2.25,8.85,0.6,1.87,1.4,NaN
20200325,17435.52,-0.25,12.25,0.7,2.01,0.6,NaN
20200326,19120.32,0.05,20.65,0.83,2.8,1.6,NaN
20200327,19215.36,8.35,15.75,0.92,1.01,9.2,NaN
20200328,12536.64,11.05,16.75,1.27,2.95,58.8,NaN
20200329,16398.72,9.45,25.65,1.28,6.18,0,NaN
20200330,7404.48,3.75,11.55,0.71,4.38,0.8,NaN
20200331,10903.68,3.85,8.05,0.62,2.37,0.4,NaN
20200401,12156.48,-1.25,12.15,0.59,2.87,0,NaN
20200402,20900.16,-1.15,13.85,0.51,4.09,0,NaN
20200403,21548.16,0.85,14.85,0.5,3.52,0,NaN
20200404,20571.84,3.65,14.05,0.62,1.36,0,NaN
20200405,16778.88,-0.55,19.55,0.79,1.87,1.2,NaN
20200406,22023.36,0.25,17.85,0.59,1.08,0,NaN
20200407,10704.96,5.75,18.25,0.92,2.51,21,NaN
20200408,19716.48,7.55,20.25,1.05,3.45,0,NaN
20200409,14247.36,-0.55,11.45,0.59,5.96,5.9,NaN
20200410,10635.84,-0.85,4.95,0.41,6.46,1.2,NaN
20200411,15724.8,0.15,11.95,0.48,3.88,0,NaN
20200412,11957.76,3.45,19.25,0.72,3.16,8.5,NaN
20200413,11715.84,1.35,15.95,0.84,6.03,13.9,NaN
20200414,15776.64,-3.25,7.75,0.41,3.52,0,NaN
20200415,19863.36,-3.15,9.55,0.4,3.95,3.3,NaN
20200416,10635.84,-3.65,5.45,0.35,4.02,0.3,NaN
20200417,13944.96,-2.65,6.25,0.54,2.95,15.6,NaN
20200418,14731.2,-0.35,9.65,0.54,3.66,0,NaN
20200419,20252.16,0.45,14.55,0.64,4.17,0,NaN
20200420,23725.44,2.35,14.85,0.55,2.08,0.7,NaN
20200421,14169.6,-2.25,9.85,0.48,6.46,1.5,NaN
20200422,21090.24,-0.75,9.25,0.39,3.95,1.1,NaN
20200423,16649.28,2.75,18.65,0.82,2.59,2.4,NaN
20200424,11534.4,2.55,17.05,0.88,1.94,0,NaN
20200425,21980.16,3.75,20.35,0.92,2.44,4.3,NaN
20200426,7750.08,3.75,9.85,0.86,3.66,17.6,NaN
20200427,21971.52,4.45,15.05,0.57,2.87,0,NaN
20200428,12087.36,6.25,16.15,0.77,2.51,2.2,NaN
20200429,12813.12,8.75,21.75,1.11,4.6,18.7,NaN
20200430,13383.36,5.95,13.75,0.99,3.23,1.5,NaN
20200501,19621.44,3.15,14.05,0.84,2.51,0,NaN
20200502,13582.08,4.45,20.75,0.98,3.09,3.1,NaN
20200503,22602.24,9.05,24.25,1.27,3.88,0.4,NaN
20200504,25211.52,-0.75,11.85,0.69,3.88,0,NaN
20200505,11983.68,0.25,13.45,0.58,2.8,5.7,NaN
20200506,13927.68,-1.45,7.95,0.56,3.23,3.5,NaN
20200507,24200.64,-0.05,17.65,0.66,4.17,0.7,NaN
20200508,13245.12,-2.75,9.25,0.58,2.73,3.7,NaN
20200509,11525.76,-1.35,5.35,0.35,4.88,0,NaN
20200510,14929.92,3.35,16.55,0.55,3.81,1.9,NaN
20200511,8553.6,-0.35,6.45,0.59,4.74,1.1,NaN
20200512,20710.08,-0.85,12.45,0.59,4.17,1,NaN
20200513,27423.36,3.15,17.65,0.52,2.15,0,NaN
20200514,14247.36,11.75,19.55,0.98,3.02,2.3,NaN
20200515,18964.8,12.05,26.65,1.55,4.81,13.1,NaN
20200516,26127.36,12.25,23.55,1.12,2.44,0,NaN
20200517,20891.52,13.35,25.45,1.33,3.95,4.8,NaN
20200518,19414.08,13.05,24.95,1.41,4.02,0,NaN
20200519,22731.84,7.95,21.35,0.97,5.39,0,NaN
20200520,25202.88,8.05,18.55,0.67,4.53,0,NaN
20200521,25453.44,11.85,24.15,1.01,3.52,0.7,NaN
20200522,9218.88,11.95,20.05,1.27,1.72,8.7,NaN
20200523,19206.72,13.45,24.55,1.37,1.8,0,NaN
20200524,26136,13.95,28.25,1.6,2.66,0,NaN
20200525,25591.68,13.35,31.35,1.87,2.08,0,NaN
20200526,26844.48,15.15,31.55,1.72,2.66,0,NaN
20200527,21133.44,16.65,27.75,1.57,2.87,1,NaN
20200528,16519.68,17.75,26.85,1.67,3.16,7.6,NaN
20200529,18714.24,11.05,26.45,1.6,4.09,11,NaN
20200530,24554.88,6.65,21.45,1.16,3.09,0,NaN
20200531,25945.92,3.15,17.55,0.8,2.87,0,NaN
20200601,27397.44,9.75,21.65,0.78,2.3,1.1,NaN
20200602,21755.52,11.25,27.25,1.51,3.81,0,NaN
20200603,23639.04,14.35,29.25,1.89,4.81,1,NaN
20200604,22075.2,15.45,28.95,1.95,2.73,9,NaN
20200605,25427.52,16.15,26.05,1.91,2.3,0,NaN
20200606,25125.12,9.15,27.55,1.52,3.38,0,NaN
20200607,26827.2,7.85,24.75,1.21,2.3,0,NaN
20200608,27509.76,9.15,27.05,1.22,1.01,0,NaN
20200609,27034.56,14.55,32.75,1.85,1.72,0,NaN
20200610,25989.12,17.15,32.35,2.3,4.38,16.2,NaN
20200611,24485.76,10.35,24.75,1.52,4.38,0,NaN
20200612,27518.4,9.15,24.55,1.19,3.3,0,NaN
20200613,24632.64,8.65,22.05,0.91,2.01,0,NaN
20200614,27319.68,10.25,22.05,1.05,3.09,0.9,NaN
20200615,22671.36,9.85,23.75,1.28,2.66,0,NaN
20200616,26559.36,11.85,26.35,1.25,2.08,0,NaN
20200617,25868.16,13.75,25.75,1.35,2.51,0,NaN
20200618,25099.2,15.75,26.45,1.52,2.8,0,NaN
20200619,20088,13.75,26.75,1.55,1.22,2.7,NaN
20200620,24926.4,13.85,28.65,1.67,0.93,0,NaN
20200621,25712.64,15.95,31.25,1.88,1.8,0,NaN
20200622,21219.84,17.65,29.35,1.9,2.44,9.3,NaN
20200623,18930.24,12.45,26.65,1.75,4.38,8.3,NaN
20200624,23086.08,11.75,24.75,1.44,3.59,0,NaN
20200625,23319.36,12.35,26.65,1.39,3.09,0.7,NaN
