## Site Characteristics
Country     = 'USA'
Station     = '268591'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.2736; Latitude = 41.3567; Elevation = 477.45; AngstromA = 0.21; AngstromB = 0.49; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7205.76,-5.65,0.95,0.37,4.6,0,NaN
20200102,7551.36,-3.45,7.25,0.45,4.09,1.6,NaN
20200103,2168.64,3.15,8.65,0.57,1.44,10.6,NaN
20200104,2384.64,-2.85,6.05,0.55,3.16,1.7,NaN
20200105,5374.08,-2.65,1.45,0.39,4.45,1.4,NaN
20200106,7957.44,-4.85,3.55,0.42,5.03,0,NaN
20200107,7680.96,-4.15,1.55,0.37,2.37,3.2,NaN
20200108,5581.44,-12.65,-2.55,0.27,5.6,1.3,NaN
20200109,7819.2,-12.65,3.35,0.29,3.74,0,NaN
20200110,2652.48,0.15,10.65,0.54,3.81,11.6,NaN
20200111,4726.08,3.65,18.15,0.8,5.1,3.6,NaN
20200112,7758.72,-0.35,4.45,0.62,4.17,0,NaN
20200113,8968.32,-1.85,8.25,0.54,2.59,0,NaN
20200114,7966.08,-1.95,9.05,0.61,3.66,0,NaN
20200115,9210.24,-1.65,8.05,0.54,2.66,4.8,NaN
20200116,5641.92,-8.05,0.75,0.38,6.32,3.5,NaN
20200117,9279.36,-8.65,-3.95,0.17,3.16,0.3,NaN
20200118,3075.84,-7.05,4.75,0.39,5.96,17.3,NaN
20200119,3499.2,-13.55,-5.05,0.26,5.39,0.9,NaN
20200120,9590.4,-13.95,-4.45,0.23,2.95,0,NaN
20200121,9529.92,-14.25,-4.85,0.23,2.08,0,NaN
20200122,9702.72,-14.15,0.85,0.26,2.01,0,NaN
20200123,9132.48,-10.75,4.75,0.34,2.08,0,NaN
20200124,5952.96,-0.85,6.15,0.47,4.45,23.9,NaN
20200125,2721.6,-0.25,3.55,0.5,2.87,3.8,NaN
