## Site Characteristics
Country     = 'USA'
Station     = '271361'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.351; Latitude = 41.2759; Elevation = 441.25; AngstromA = 0.21; AngstromB = 0.49; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7171.2,-5.65,1.45,0.37,4.53,0,NaN
20200102,7560,-3.45,7.45,0.45,4.02,2.3,NaN
20200103,2177.28,3.45,8.75,0.57,1.36,9.4,NaN
20200104,2376,-3.05,6.05,0.55,3.16,1.1,NaN
20200105,5762.88,-2.65,1.65,0.39,4.45,0.7,NaN
20200106,8052.48,-4.45,3.85,0.42,4.96,0,NaN
20200107,7551.36,-4.05,1.75,0.37,2.37,3.3,NaN
20200108,5927.04,-12.25,-2.25,0.28,5.53,1,NaN
20200109,7672.32,-12.25,3.95,0.3,3.74,0,NaN
20200110,2712.96,0.65,11.05,0.54,3.81,10.6,NaN
20200111,4708.8,3.85,18.45,0.83,5.1,2.8,NaN
20200112,7482.24,-0.45,4.85,0.63,4.09,0,NaN
20200113,8916.48,-1.95,8.25,0.55,2.59,0,NaN
20200114,8061.12,-1.95,9.25,0.61,3.66,0,NaN
20200115,9149.76,-1.85,8.55,0.55,2.59,2.5,NaN
20200116,5607.36,-7.65,1.05,0.39,6.32,4.3,NaN
20200117,8881.92,-8.25,-3.55,0.18,3.16,0.5,NaN
20200118,3058.56,-7.05,4.95,0.41,5.96,14,NaN
20200119,3594.24,-13.25,-5.15,0.27,5.39,0.8,NaN
20200120,9460.8,-13.55,-4.15,0.23,2.87,0,NaN
20200121,9547.2,-14.15,-4.65,0.23,2.08,0,NaN
20200122,9849.6,-13.85,0.75,0.27,2.01,0,NaN
20200123,9011.52,-10.35,4.85,0.35,2.01,0,NaN
20200124,5728.32,-0.55,5.85,0.47,4.38,23.2,NaN
20200125,3110.4,-0.35,3.95,0.51,2.87,3.7,NaN
20200126,4898.88,-0.55,0.45,0.46,4.31,1.5,NaN
20200127,3119.04,-0.85,0.65,0.45,3.66,1.6,NaN
20200128,6549.12,-2.45,0.65,0.43,3.02,0,NaN
20200129,9815.04,-8.95,0.85,0.36,1.8,0,NaN
20200130,9754.56,-9.25,1.65,0.34,1.72,0,NaN
20200131,5538.24,-3.35,3.05,0.42,1.44,1.4,NaN
20200201,6324.48,-3.45,2.05,0.49,2.01,3.9,NaN
20200202,4250.88,-2.05,5.75,0.5,5.03,1.9,NaN
20200203,10471.68,-1.05,12.25,0.54,2.87,0,NaN
20200204,3706.56,-2.75,12.45,0.59,3.09,3.4,NaN
20200205,6341.76,-2.85,1.55,0.35,3.81,9.5,NaN
20200206,4406.4,-2.65,2.75,0.51,1.72,12.3,NaN
20200207,2583.36,-5.65,-1.75,0.35,4.67,5.2,NaN
20200208,5667.84,-4.95,0.25,0.37,2.51,0.8,NaN
20200209,6696,-3.75,3.45,0.41,3.3,12.3,NaN
20200210,3844.8,-1.65,4.65,0.5,2.73,3.6,NaN
20200211,4587.84,-3.65,1.45,0.43,2.51,0,NaN
20200212,11249.28,-4.85,2.15,0.38,1.87,15.7,NaN
20200213,3386.88,-10.05,1.25,0.37,3.16,2.1,NaN
20200214,10117.44,-16.75,-6.95,0.19,3.16,0,NaN
20200215,12623.04,-16.45,0.15,0.23,3.52,0,NaN
20200216,5209.92,-6.95,3.75,0.41,2.95,0,NaN
20200217,12381.12,-6.05,5.95,0.39,2.15,4.1,NaN
20200218,3741.12,-2.35,6.55,0.49,4.17,5,NaN
20200219,13357.44,-8.45,1.55,0.32,3.3,0,NaN
20200220,6436.8,-9.35,-3.05,0.24,2.8,0,NaN
20200221,13893.12,-8.75,0.65,0.23,3.16,0,NaN
20200222,14204.16,-7.45,6.75,0.3,4.02,0,NaN
20200223,14178.24,-4.25,10.35,0.38,3.23,0,NaN
20200224,12528,0.25,12.15,0.49,2.15,0.9,NaN
20200225,5685.12,-2.45,7.95,0.58,1.72,2.1,NaN
20200226,6497.28,-7.35,8.15,0.51,2.59,22.4,NaN
20200227,9979.2,-8.35,-3.65,0.25,8.33,2.8,NaN
20200228,10471.68,-8.35,-3.25,0.21,6.11,0.3,NaN
20200229,6652.8,-12.35,-3.55,0.26,5.17,0.9,NaN
20200301,13573.44,-11.45,6.45,0.33,3.09,0,NaN
20200302,7689.6,4.15,11.65,0.46,3.74,1.8,NaN
20200303,5477.76,-0.35,11.45,0.57,3.02,12,NaN
20200304,7845.12,-4.25,6.45,0.5,5.03,1.4,NaN
20200305,16485.12,-4.15,9.05,0.44,2.23,0,NaN
20200306,3663.36,-3.65,5.75,0.42,4.17,0,NaN
20200307,17487.36,-3.45,5.85,0.34,3.38,0,NaN
20200308,17478.72,-2.25,15.05,0.48,3.52,0,NaN
20200309,16839.36,0.45,19.35,0.72,4.24,2.5,NaN
20200310,5477.76,-0.75,12.05,0.7,5.17,6.5,NaN
20200311,12778.56,-0.65,6.85,0.55,1.72,0,NaN
20200312,15102.72,3.65,17.45,0.8,3.38,2.6,NaN
20200313,17832.96,-3.45,12.55,0.6,6.61,2.3,NaN
20200314,15474.24,-1.75,6.35,0.38,2.51,0.8,NaN
20200315,17979.84,-3.75,10.75,0.4,2.51,0,NaN
20200316,13970.88,-3.45,9.85,0.44,4.17,1.1,NaN
20200317,8510.4,-3.45,6.45,0.55,3.02,0,NaN
20200318,15880.32,-2.65,12.65,0.61,3.23,26.9,NaN
20200319,14757.12,7.85,17.25,1.04,2.8,11.3,NaN
20200320,11041.92,-2.05,20.15,0.83,6.25,19,NaN
20200321,18610.56,-5.45,4.75,0.32,2.73,0,NaN
20200322,19560.96,-2.95,7.65,0.34,3.95,1,NaN
20200323,4872.96,1.35,5.05,0.57,4.02,9.5,NaN
20200324,20148.48,1.15,8.15,0.55,1.72,2.1,NaN
20200325,17781.12,-0.35,11.25,0.67,2.23,0.3,NaN
20200326,18956.16,-0.05,18.85,0.79,2.95,6.1,NaN
20200327,19630.08,6.35,14.55,0.83,1.29,7.5,NaN
20200328,12113.28,8.65,14.45,1.09,3.59,17.7,NaN
20200329,15163.2,8.35,23.25,1.16,6.25,1.4,NaN
20200330,5616,2.95,10.05,0.67,3.95,1.8,NaN
20200331,10056.96,3.05,7.95,0.59,1.94,1.1,NaN
20200401,11940.48,-1.55,11.55,0.54,3.02,0,NaN
20200402,20658.24,-1.45,12.25,0.46,4.24,0,NaN
20200403,21496.32,-0.25,13.15,0.47,3.81,0,NaN
20200404,19189.44,4.75,15.95,0.6,1.22,0,NaN
20200405,17876.16,-1.55,17.95,0.72,2.15,0,NaN
20200406,22101.12,-1.05,17.65,0.55,1.44,0,NaN
20200407,12510.72,3.85,17.65,0.84,2.51,12.8,NaN
20200408,20926.08,5.55,18.85,0.94,3.16,0,NaN
20200409,13642.56,-1.35,10.95,0.54,5.82,6.2,NaN
20200410,11499.84,-1.75,3.85,0.38,6.68,1.1,NaN
20200411,15595.2,-0.05,9.45,0.44,3.66,0,NaN
20200412,11145.6,1.95,19.65,0.7,3.81,6.6,NaN
20200413,11733.12,0.95,15.65,0.8,6.54,13.6,NaN
20200414,15940.8,-3.75,6.95,0.38,3.66,0.3,NaN
20200415,16381.44,-4.15,8.05,0.38,3.95,2.1,NaN
20200416,10177.92,-4.25,3.85,0.32,4.09,0.6,NaN
20200417,14394.24,-3.55,3.25,0.49,2.44,13,NaN
20200418,13720.32,-1.05,8.15,0.48,3.74,0,NaN
20200419,20753.28,-0.95,14.85,0.61,4.02,0,NaN
20200420,24131.52,0.35,14.65,0.53,2.01,1.7,NaN
20200421,14670.72,-3.55,7.85,0.43,6.54,2.9,NaN
20200422,18938.88,-2.35,7.45,0.35,4.17,2.6,NaN
20200423,15292.8,1.15,16.65,0.75,2.87,1.4,NaN
20200424,12381.12,0.85,17.45,0.81,2.01,0,NaN
20200425,21513.6,4.55,19.15,0.83,2.51,3.3,NaN
20200426,7689.6,2.65,8.25,0.79,4.02,19,NaN
20200427,23345.28,2.65,13.85,0.52,3.09,0,NaN
20200428,10964.16,5.15,14.95,0.69,2.8,0,NaN
20200429,12424.32,9.05,19.85,1.01,5.82,19.6,NaN
20200430,12251.52,5.85,14.15,0.97,3.45,4.4,NaN
20200501,21513.6,3.95,11.95,0.78,2.44,0,NaN
20200502,13962.24,4.85,19.55,0.89,3.09,1.1,NaN
20200503,24235.2,6.55,24.25,1.17,3.52,0,NaN
20200504,23837.76,-1.25,8.95,0.64,3.88,0,NaN
20200505,13599.36,-0.45,15.25,0.54,2.23,3,NaN
20200506,16580.16,-2.25,8.55,0.51,3.38,9,NaN
20200507,21902.4,-1.25,16.35,0.61,3.81,0.3,NaN
20200508,13582.08,-3.85,6.75,0.5,3.23,4.6,NaN
20200509,11180.16,-2.45,5.25,0.33,5.32,0.6,NaN
20200510,17737.92,2.45,14.65,0.52,3.95,3,NaN
20200511,8346.24,-1.25,5.45,0.56,4.31,3.3,NaN
20200512,20822.4,-1.95,11.35,0.55,4.02,0,NaN
20200513,27475.2,1.95,16.05,0.48,2.01,0,NaN
20200514,14618.88,9.05,18.15,0.92,3.09,6.4,NaN
20200515,18048.96,9.55,25.15,1.43,4.31,25.9,NaN
20200516,26170.56,10.25,23.05,1.05,2.08,0,NaN
20200517,17089.92,12.75,20.95,1.17,4.45,4.9,NaN
20200518,16519.68,12.45,24.25,1.32,4.45,0,NaN
20200519,23725.44,7.85,22.55,0.94,5.1,0,NaN
20200520,26438.4,5.85,18.35,0.65,4.31,0,NaN
20200521,26887.68,8.95,23.05,0.98,3.52,0,NaN
20200522,8856,13.15,17.95,1.2,1.87,12.6,NaN
20200523,14584.32,14.15,22.95,1.28,1.8,0,NaN
20200524,26179.2,14.45,26.95,1.49,3.45,0,NaN
20200525,24891.84,14.05,31.25,1.81,2.37,4.8,NaN
20200526,26637.12,15.25,31.45,1.67,2.87,0,NaN
20200527,20874.24,16.75,27.55,1.51,3.3,0.4,NaN
20200528,13633.92,16.75,25.65,1.58,3.3,6.1,NaN
20200529,16882.56,10.95,25.55,1.55,3.81,14.4,NaN
20200530,23639.04,5.15,22.25,1.09,3.09,0,NaN
20200531,27172.8,2.45,16.15,0.69,3.3,0,NaN
20200601,26818.56,8.05,20.85,0.74,2.44,1.4,NaN
20200602,20312.64,10.25,26.15,1.39,3.74,0.8,NaN
20200603,22101.12,12.25,27.85,1.7,4.24,14.3,NaN
20200604,21738.24,13.85,25.65,1.74,2.59,6.6,NaN
20200605,25600.32,15.75,26.05,1.77,2.3,0,NaN
20200606,24909.12,8.75,26.55,1.44,3.38,0,NaN
20200607,26213.76,6.95,23.15,1.09,2.51,0,NaN
20200608,27129.6,8.95,26.45,1.13,0.65,0,NaN
20200609,26671.68,14.65,31.85,1.64,1.8,0,NaN
20200610,25557.12,16.95,31.25,2.22,4.67,4.4,NaN
20200611,24071.04,9.65,23.85,1.44,4.24,0,NaN
20200612,27276.48,6.35,22.25,1.11,3.52,0,NaN
20200613,25142.4,4.95,20.15,0.83,2.15,0,NaN
20200614,27276.48,7.95,21.65,0.96,2.73,0,NaN
20200615,22662.72,8.25,22.75,1.19,2.37,0,NaN
20200616,24494.4,10.25,26.35,1.21,1.8,0,NaN
20200617,26801.28,13.05,27.05,1.28,2.15,0,NaN
20200618,25038.72,14.85,27.15,1.45,3.02,0,NaN
20200619,20252.16,12.35,26.05,1.46,1.65,2.3,NaN
20200620,23474.88,14.05,28.45,1.57,1.01,0,NaN
20200621,25816.32,15.75,30.45,1.76,2.01,0.5,NaN
20200622,21297.6,17.35,29.15,1.83,2.51,11.5,NaN
20200623,19146.24,12.15,26.15,1.7,4.24,16.7,NaN
20200624,23448.96,10.05,22.85,1.35,3.52,0,NaN
20200625,23042.88,11.15,25.45,1.31,2.87,1,NaN
20200626,25738.56,14.25,26.95,1.55,3.3,15.4,NaN
20200627,19656,17.75,25.05,1.7,4.67,3.7,NaN
20200628,22472.64,13.85,27.65,1.76,2.66,0,NaN
20200629,26956.8,13.75,29.15,1.68,1.36,0,NaN
20200630,26472.96,13.35,28.95,1.62,1.65,0,NaN
20200701,26758.08,13.95,27.45,1.63,1.94,0,NaN
20200702,26939.52,15.35,30.85,1.69,2.15,0,NaN
20200703,27181.44,15.85,32.15,1.89,2.08,0,NaN
20200704,26714.88,14.85,31.05,1.92,1.36,0,NaN
20200705,27414.72,15.65,32.55,1.73,1.29,0,NaN
20200706,27000,16.55,32.95,1.86,0.72,0,NaN
20200707,26403.84,17.45,33.85,1.97,1.44,0,NaN
20200708,25453.44,17.75,33.25,2.05,1.01,0,NaN
20200709,26360.64,19.15,33.45,2.08,1.8,0,NaN
20200710,25341.12,18.75,33.35,2.18,2.37,8.9,NaN
20200711,17400.96,15.15,23.75,1.79,3.52,4.9,NaN
20200712,20381.76,12.15,27.45,1.66,2.08,1.3,NaN
20200713,17789.76,11.85,25.25,1.53,1.94,0,NaN
20200714,27086.4,12.25,26.45,1.46,1.08,0,NaN
20200715,26870.4,18.75,30.35,1.55,2.23,0,NaN
20200716,22282.56,17.25,29.25,2.04,4.67,4.6,NaN
20200717,26568,15.55,29.55,2.02,2.08,0,NaN
