## Site Characteristics
Country     = 'USA'
Station     = '272747'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.3621; Latitude = 41.2471; Elevation = 432.24; AngstromA = 0.21; AngstromB = 0.48; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7110.72,-5.75,1.75,0.37,4.53,0,NaN
20200102,7603.2,-3.95,7.65,0.45,3.95,2.9,NaN
20200103,2185.92,3.45,9.05,0.57,1.36,9.2,NaN
20200104,2393.28,-3.25,6.65,0.55,3.16,1.1,NaN
20200105,5840.64,-2.85,1.85,0.39,4.45,0.7,NaN
20200106,8061.12,-4.65,4.15,0.43,4.96,0,NaN
20200107,7499.52,-4.25,1.75,0.37,2.37,3.3,NaN
20200108,6056.64,-12.25,-1.85,0.28,5.53,1,NaN
20200109,7637.76,-12.25,4.05,0.3,3.66,0,NaN
20200110,2756.16,0.35,11.25,0.54,3.74,10,NaN
20200111,4726.08,3.75,18.55,0.83,5.03,2.6,NaN
20200112,7335.36,-0.65,5.05,0.63,4.09,0,NaN
20200113,8890.56,-2.05,8.45,0.55,2.59,0,NaN
20200114,8052.48,-2.15,9.25,0.61,3.59,0,NaN
20200115,9123.84,-1.95,8.85,0.56,2.59,2,NaN
20200116,5581.44,-7.75,1.15,0.39,6.32,3.5,NaN
20200117,8769.6,-8.15,-3.05,0.18,3.16,0.5,NaN
20200118,3049.92,-7.15,5.25,0.41,5.96,14.1,NaN
20200119,3637.44,-13.15,-4.95,0.27,5.39,0.7,NaN
20200120,9391.68,-13.55,-3.75,0.23,2.87,0,NaN
20200121,9547.2,-14.05,-4.55,0.23,2.08,0,NaN
20200122,9910.08,-13.65,0.95,0.27,1.94,0,NaN
20200123,8994.24,-10.15,5.15,0.35,2.01,0,NaN
20200124,5711.04,-0.65,5.85,0.48,4.38,23.8,NaN
20200125,3240,-0.55,4.15,0.51,2.8,3.9,NaN
