## Site Characteristics
Country     = 'USA'
Station     = '310200'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -78.056; Latitude = 40.0952; Elevation = 317.19; AngstromA = 0.22; AngstromB = 0.49; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,8182.08,-2.55,6.05,0.36,4.45,0,NaN
20200102,8501.76,-1.75,9.25,0.45,3.02,2.9,NaN
20200103,2903.04,5.05,9.15,0.78,1.51,6,NaN
20200104,3542.4,-0.65,12.25,0.69,4.45,0.4,NaN
20200105,7905.6,-1.15,4.65,0.38,4.74,0,NaN
20200106,8769.6,-1.65,7.45,0.4,4.88,0,NaN
20200107,7214.4,-5.45,2.05,0.33,2.37,4.5,NaN
20200108,6333.12,-9.85,2.25,0.3,6.11,0,NaN
20200109,9020.16,-9.85,0.95,0.24,3.81,0,NaN
20200110,3084.48,-0.65,11.95,0.63,3.66,0,NaN
20200111,6825.6,8.65,19.15,1.17,5.46,13.5,NaN
20200112,8536.32,-0.15,13.45,0.74,4.38,0,NaN
20200113,9149.76,-0.15,8.75,0.66,2.08,0,NaN
20200114,6531.84,0.35,6.55,0.68,2.87,1.7,NaN
20200115,9780.48,0.25,12.85,0.62,3.09,0.8,NaN
20200116,7810.56,-5.15,6.85,0.47,7.04,1,NaN
20200117,10290.24,-6.45,-0.85,0.16,4.09,0,NaN
20200118,3637.44,-5.25,3.35,0.35,5.75,11.8,NaN
20200119,5123.52,-7.75,1.95,0.33,6.03,0,NaN
20200120,9408.96,-9.75,-1.75,0.22,4.38,0,NaN
20200121,10471.68,-10.75,-1.35,0.27,2.66,0,NaN
20200122,10843.2,-10.15,2.45,0.32,1.36,0,NaN
20200123,10048.32,-6.85,2.75,0.36,2.3,0,NaN
20200124,7862.4,-2.55,6.25,0.51,4.24,29.1,NaN
20200125,4155.84,1.45,6.85,0.55,2.73,1.3,NaN
20200126,5797.44,0.95,4.05,0.46,3.59,0,NaN
20200127,3827.52,1.25,4.35,0.45,3.88,0,NaN
20200128,8570.88,0.15,4.05,0.44,4.09,0,NaN
20200129,10730.88,-6.85,4.15,0.4,2.51,0,NaN
20200130,10618.56,-6.45,2.35,0.33,2.23,0,NaN
20200131,7801.92,-1.05,4.35,0.44,2.01,0,NaN
20200201,4665.6,0.55,4.05,0.55,1.72,2.3,NaN
20200202,5166.72,1.15,12.05,0.54,4.96,0,NaN
20200203,11283.84,6.15,19.05,0.64,3.59,0,NaN
20200204,4121.28,1.65,16.85,0.83,2.73,1.7,NaN
20200205,4976.64,0.95,4.65,0.48,3.88,0.6,NaN
20200206,5840.64,1.85,5.55,0.66,2.95,14.2,NaN
20200207,3801.6,-2.05,4.65,0.49,5.89,6.3,NaN
20200208,7024.32,-2.15,4.05,0.33,2.66,2.3,NaN
20200209,7637.76,-0.65,6.55,0.42,3.23,4.3,NaN
20200210,3525.12,4.25,8.45,0.59,2.73,1.9,NaN
20200211,4700.16,0.55,9.05,0.6,3.3,0,NaN
20200212,10618.56,-0.05,6.05,0.42,3.45,9,NaN
20200213,6048,-3.95,8.45,0.54,4.31,0.4,NaN
20200214,10056.96,-11.35,-1.05,0.23,4.24,0,NaN
