## Site Characteristics
Country     = 'USA'
Station     = '269973'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.4506; Latitude = 41.3156; Elevation = 485.54; AngstromA = 0.21; AngstromB = 0.49; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7369.92,-5.95,1.25,0.37,4.38,0,NaN
20200102,7456.32,-4.25,7.35,0.45,4.24,1.6,NaN
20200103,2185.92,2.05,8.45,0.57,1.44,10,NaN
20200104,2315.52,-3.15,5.05,0.54,3.16,1.1,NaN
20200105,5944.32,-2.65,1.55,0.38,4.38,0.7,NaN
20200106,8164.8,-4.75,3.75,0.42,4.81,0,NaN
20200107,7585.92,-4.25,2.25,0.37,2.3,3,NaN
20200108,5857.92,-12.35,-2.75,0.27,5.39,1,NaN
20200109,7680.96,-12.25,4.45,0.3,3.88,0,NaN
20200110,2661.12,-0.15,11.55,0.58,4.09,10.5,NaN
20200111,4674.24,2.75,18.35,0.88,5.46,2.8,NaN
20200112,7793.28,-0.85,3.75,0.61,4.09,0,NaN
20200113,8985.6,-2.35,7.85,0.54,2.59,0,NaN
20200114,8216.64,-2.45,9.95,0.6,3.59,0,NaN
20200115,9218.88,-1.95,8.15,0.54,2.66,3.6,NaN
20200116,5607.36,-7.55,0.65,0.39,6.25,6.1,NaN
20200117,8925.12,-8.05,-3.35,0.18,3.09,0.4,NaN
20200118,3101.76,-7.35,4.65,0.4,6.03,12.9,NaN
20200119,3576.96,-13.65,-5.65,0.26,5.32,1,NaN
20200120,9599.04,-13.75,-4.15,0.23,2.95,0,NaN
20200121,9590.4,-14.25,-4.65,0.23,2.08,0,NaN
20200122,9858.24,-13.95,0.55,0.27,2.08,0,NaN
20200123,8976.96,-10.55,4.85,0.35,2.08,0,NaN
20200124,5546.88,-0.75,6.25,0.47,4.38,21.8,NaN
20200125,3119.04,-0.45,3.75,0.5,2.8,3.6,NaN
20200126,4717.44,-0.65,0.45,0.45,4.17,1.5,NaN
20200127,3179.52,-0.85,0.65,0.44,3.52,2.6,NaN
20200128,6471.36,-2.55,0.35,0.42,2.95,0,NaN
20200129,9910.08,-9.05,0.45,0.35,1.72,0,NaN
20200130,9901.44,-9.35,1.75,0.34,1.51,0,NaN
20200131,5460.48,-3.75,3.05,0.41,1.44,1.1,NaN
20200201,6739.2,-3.65,2.35,0.48,2.01,4.3,NaN
20200202,4363.2,-1.95,4.95,0.49,4.88,1.7,NaN
20200203,10463.04,-1.05,12.05,0.53,2.8,0,NaN
20200204,3715.2,-2.85,12.25,0.59,3.09,2.9,NaN
20200205,6454.08,-3.15,1.65,0.34,3.81,8.9,NaN
20200206,4510.08,-2.95,2.45,0.49,1.51,12.2,NaN
20200207,2583.36,-5.85,-1.85,0.34,4.67,5.5,NaN
20200208,5529.6,-5.05,0.65,0.36,2.37,0.7,NaN
