## Site Characteristics
Country     = 'USA'
Station     = '249179'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.5871; Latitude = 41.9304; Elevation = 433.03; AngstromA = 0.21; AngstromB = 0.5; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7585.92,-5.65,0.75,0.38,4.67,0,NaN
20200102,7585.92,-2.75,6.85,0.47,5.24,0,NaN
20200103,2436.48,1.75,7.65,0.57,1.8,6.9,NaN
20200104,2073.6,-2.75,2.75,0.52,3.09,0.8,NaN
20200105,5391.36,-2.95,1.65,0.39,4.45,3.3,NaN
20200106,8078.4,-5.35,3.55,0.42,5.17,0,NaN
20200107,7819.2,-4.45,3.15,0.39,2.59,5.1,NaN
20200108,5019.84,-12.85,-2.95,0.27,5.32,0,NaN
20200109,7698.24,-12.55,5.05,0.31,4.67,1.8,NaN
20200110,2600.64,2.25,11.65,0.58,4.81,18.5,NaN
20200111,4276.8,1.35,18.05,0.83,5.89,4.9,NaN
20200112,8588.16,-1.65,2.65,0.54,4.24,0,NaN
20200113,9167.04,-2.85,6.85,0.53,2.8,0,NaN
20200114,8449.92,-2.75,10.75,0.58,3.59,0,NaN
20200115,9227.52,-2.05,7.55,0.53,2.87,3.3,NaN
20200116,6687.36,-8.55,0.45,0.37,6.32,2.5,NaN
20200117,9728.64,-9.05,-4.05,0.16,3.23,0,NaN
20200118,3231.36,-6.45,3.95,0.39,6.39,15.2,NaN
20200119,3119.04,-13.45,-6.05,0.27,5.6,1.1,NaN
20200120,10229.76,-14.15,-4.95,0.23,3.02,0,NaN
20200121,9478.08,-14.75,-4.55,0.24,2.3,0,NaN
20200122,9953.28,-14.35,0.35,0.27,2.73,0,NaN
20200123,9063.36,-9.85,4.35,0.35,2.15,0,NaN
20200124,5702.4,-0.05,7.35,0.48,4.67,18.8,NaN
20200125,2419.2,-0.75,3.65,0.51,3.09,5.1,NaN
20200126,3723.84,-0.85,0.45,0.46,4.45,3.3,NaN
20200127,4060.8,-1.05,0.65,0.45,3.59,0.9,NaN
20200128,6773.76,-3.25,0.35,0.44,3.02,0,NaN
20200129,11335.68,-10.05,-0.35,0.33,1.87,0,NaN
20200130,10471.68,-10.25,1.75,0.33,1.44,0,NaN
20200131,6082.56,-5.75,2.05,0.41,1.51,0,NaN
20200201,6782.4,-4.35,1.95,0.45,1.94,2.9,NaN
20200202,3758.4,-1.95,5.05,0.48,4.6,1.5,NaN
20200203,9659.52,-0.75,11.85,0.52,2.66,0,NaN
20200204,3732.48,-4.55,9.55,0.52,2.8,1.5,NaN
20200205,7585.92,-4.85,1.35,0.3,3.59,8.8,NaN
20200206,4475.52,-4.45,1.55,0.43,1.94,9.1,NaN
20200207,3144.96,-6.55,-3.15,0.31,4.53,6,NaN
20200208,5002.56,-5.45,-0.15,0.34,1.87,1.7,NaN
20200209,6108.48,-3.35,3.65,0.4,3.59,10.1,NaN
20200210,4752,-0.95,3.35,0.47,2.59,0.7,NaN
20200211,5555.52,-4.45,1.25,0.4,2.51,0,NaN
20200212,11111.04,-5.05,2.15,0.37,2.01,9.2,NaN
20200213,3836.16,-11.95,1.35,0.33,3.38,3,NaN
20200214,10393.92,-20.35,-7.55,0.16,2.95,0,NaN
20200215,11802.24,-19.45,0.95,0.21,4.6,0.5,NaN
20200216,11266.56,-7.75,4.15,0.39,3.02,0,NaN
20200217,12070.08,-6.05,5.65,0.37,2.23,6.4,NaN
20200218,5270.4,-3.05,6.95,0.49,4.81,1.3,NaN
20200219,12994.56,-8.55,-0.65,0.3,3.38,0,NaN
20200220,9072,-9.25,-4.15,0.22,3.09,0,NaN
20200221,13374.72,-8.45,0.25,0.23,3.66,0,NaN
20200222,13547.52,-6.85,6.25,0.29,4.17,0,NaN
20200223,13642.56,-3.75,10.45,0.38,3.88,0,NaN
20200224,11810.88,0.15,11.15,0.5,2.51,2.1,NaN
20200225,5572.8,-1.65,8.25,0.53,2.44,3.1,NaN
20200226,5365.44,-7.05,6.75,0.47,2.3,16.7,NaN
20200227,10393.92,-8.45,-4.55,0.26,8.19,2.5,NaN
20200228,9218.88,-8.85,-3.95,0.23,6.25,5.5,NaN
20200229,6903.36,-12.45,-4.35,0.26,5.03,2.7,NaN
20200301,13858.56,-11.25,6.85,0.34,3.66,0.7,NaN
20200302,6428.16,3.65,8.75,0.5,4.45,6.8,NaN
20200303,5806.08,-0.35,10.65,0.57,3.23,6.2,NaN
20200304,6514.56,-5.05,5.25,0.47,4.38,3.2,NaN
20200305,17029.44,-4.35,8.95,0.43,2.23,0,NaN
20200306,3335.04,-3.35,5.65,0.42,4.24,1.1,NaN
20200307,17375.04,-3.85,4.15,0.3,3.16,0,NaN
20200308,17642.88,-2.05,15.05,0.47,4.02,0,NaN
20200309,16744.32,4.45,19.05,0.69,4.38,3.8,NaN
20200310,5002.56,-1.25,11.65,0.67,5.24,5.9,NaN
20200311,12735.36,-0.85,6.85,0.47,1.51,0,NaN
20200312,13305.6,2.35,16.85,0.77,3.45,7.7,NaN
20200313,18092.16,-2.95,10.35,0.58,6.54,0,NaN
20200314,16666.56,-2.05,5.65,0.36,2.73,0,NaN
20200315,19068.48,-5.25,8.85,0.35,2.73,0,NaN
20200316,15672.96,-3.75,10.85,0.42,4.02,0.5,NaN
20200317,10152,-3.85,5.45,0.52,3.38,0.4,NaN
20200318,15318.72,-2.65,12.05,0.58,3.02,17.4,NaN
20200319,17444.16,5.55,17.75,0.99,2.66,6.1,NaN
20200320,12510.72,-3.45,20.15,0.77,6.75,6.5,NaN
20200321,20390.4,-7.85,2.25,0.25,3.23,0,NaN
20200322,20554.56,-6.45,7.35,0.3,3.45,2.2,NaN
20200323,4656.96,0.55,4.75,0.55,4.09,9.2,NaN
20200324,20442.24,0.15,5.95,0.51,1.58,0,NaN
20200325,19154.88,0.85,12.05,0.65,2.08,0,NaN
20200326,18696.96,1.55,17.95,0.83,3.23,6.2,NaN
20200327,20710.08,3.55,14.25,0.75,1.58,4,NaN
20200328,8786.88,7.85,14.75,1.01,3.45,29.7,NaN
20200329,15145.92,6.05,23.75,1.14,6.32,6.2,NaN
20200330,4838.4,1.95,7.55,0.63,3.66,3,NaN
20200331,8976.96,1.95,7.65,0.61,1.8,0.4,NaN
20200401,14472,-1.95,9.95,0.53,3.09,0,NaN
20200402,21193.92,-1.05,11.55,0.47,4.02,0,NaN
20200403,21522.24,0.45,10.95,0.47,3.66,0,NaN
20200404,20044.8,4.15,15.55,0.63,1.15,0,NaN
20200405,20813.76,-2.25,13.75,0.66,2.44,0,NaN
20200406,22144.32,-1.45,16.45,0.52,1.36,0,NaN
20200407,12579.84,4.15,17.15,0.83,1.94,15.9,NaN
20200408,21841.92,4.85,16.75,0.93,2.95,0.7,NaN
20200409,16545.6,-1.65,9.85,0.56,5.82,6.7,NaN
20200410,9434.88,-1.75,3.85,0.4,6.54,2.1,NaN
20200411,17720.64,-1.05,10.55,0.45,3.38,0,NaN
20200412,10091.52,2.95,18.85,0.69,4.24,6.1,NaN
20200413,11223.36,-0.65,15.95,0.76,6.82,17.4,NaN
20200414,17668.8,-4.55,7.25,0.37,3.88,0.4,NaN
20200415,13798.08,-4.45,6.05,0.37,3.3,1.5,NaN
20200416,11214.72,-4.05,3.65,0.33,4.09,0.8,NaN
20200417,14670.72,-2.75,2.75,0.43,2.01,8.9,NaN
20200418,16606.08,-0.35,8.75,0.46,3.74,0,NaN
20200419,20278.08,-2.45,15.55,0.64,4.31,0.8,NaN
20200420,24554.88,-0.85,13.25,0.51,2.15,3.7,NaN
20200421,17893.44,-3.35,6.15,0.42,6.82,1.7,NaN
20200422,18144,-2.15,5.75,0.34,4.09,4.3,NaN
20200423,11784.96,0.55,15.45,0.71,2.59,0.7,NaN
20200424,13538.88,-0.45,16.25,0.75,2.01,0,NaN
20200425,17608.32,2.95,19.35,0.81,2.15,1.1,NaN
20200426,8043.84,1.35,9.25,0.75,4.09,3.1,NaN
20200427,24943.68,3.55,13.45,0.52,2.8,0,NaN
20200428,10825.92,6.45,16.35,0.71,3.09,0,NaN
20200429,10739.52,9.85,21.05,1.04,6.18,11.9,NaN
20200430,11214.72,6.15,15.45,0.96,3.45,4.8,NaN
20200501,22032,1.85,10.55,0.78,2.51,0,NaN
20200502,14472,3.65,19.95,0.93,3.59,0,NaN
20200503,23466.24,4.35,23.45,1.06,3.45,0,NaN
20200504,21159.36,-2.15,8.45,0.6,3.88,0,NaN
20200505,17435.52,0.25,13.55,0.48,2.59,0,NaN
20200506,20952,-2.55,10.95,0.47,3.09,0,NaN
