## Site Characteristics
Country     = 'USA'
Station     = '317107'
Description = ''
Source      = 'gridMET'
Contact     = ''
Longitude = -79.0177; Latitude = 39.9023; Elevation = 669.83; AngstromA = 0.22; AngstromB = 0.47; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200101,7750.08,-3.65,1.35,0.32,5.53,0,NaN
20200102,7992,-0.75,10.35,0.42,3.81,4.3,NaN
20200103,3075.84,7.95,10.85,0.83,1.87,13,NaN
20200104,3257.28,-4.25,7.95,0.56,4.74,2.8,NaN
20200105,8631.36,-4.95,1.65,0.35,5.46,0.4,NaN
20200106,8303.04,-4.25,2.05,0.36,5.39,0,NaN
20200107,6868.8,-6.25,-0.15,0.27,3.02,4.2,NaN
20200108,5607.36,-12.65,-0.95,0.27,6.54,0,NaN
20200109,8294.4,-12.45,3.85,0.29,3.59,0,NaN
20200110,2600.64,4.05,12.65,0.56,4.24,0.7,NaN
20200111,7231.68,6.65,17.95,0.89,6.03,13.6,NaN
20200112,8838.72,-0.15,8.05,0.66,4.81,0.3,NaN
20200113,8933.76,-0.25,8.85,0.57,2.51,0,NaN
20200114,6860.16,0.55,9.85,0.69,3.81,2.5,NaN
20200115,9443.52,0.35,13.15,0.57,3.38,2.2,NaN
20200116,8449.92,-8.85,1.75,0.38,7.69,0.9,NaN
20200117,9979.2,-8.85,-3.45,0.15,3.81,0.5,NaN
20200118,3222.72,-6.25,5.75,0.37,6.32,21,NaN
20200119,5382.72,-12.65,-4.05,0.25,6.9,0.9,NaN
20200120,8856,-14.05,-5.95,0.2,4.24,0,NaN
20200121,9832.32,-14.75,-6.15,0.21,2.51,0,NaN
20200122,10506.24,-13.25,2.05,0.25,1.29,0,NaN
20200123,9547.2,-5.65,4.75,0.25,2.37,0,NaN
20200124,6419.52,0.45,3.95,0.46,4.88,19.2,NaN
20200125,5339.52,-2.05,3.05,0.49,3.16,1.1,NaN
20200126,5279.04,-2.75,-0.05,0.4,4.53,0.3,NaN
20200127,3749.76,-3.05,0.05,0.4,4.45,0.8,NaN
20200128,9374.4,-3.95,-0.65,0.38,4.24,1,NaN
20200129,10592.64,-8.95,-1.35,0.34,2.23,0,NaN
20200130,8665.92,-8.55,-0.35,0.32,2.15,0,NaN
20200131,8112.96,-1.95,3.45,0.39,1.72,0.3,NaN
20200201,4838.4,-1.95,1.85,0.47,2.15,4.5,NaN
20200202,6229.44,-3.25,9.15,0.5,6.9,1.2,NaN
