"grid.ids","date","etr","pet","pr","rmax","rmin","sph","srad","th","tmax","tmin","vpd","vs"
318485,2020-01-01,2,1.3,0,83.6,47,0.00248,88.4,260,2.95,-5.15,0.21,8.4
318485,2020-01-02,3.1,1.9,7.3,97.4,33.4,0.00309,93.2,222,10.35,-4.25,0.38,6.7
318485,2020-01-03,1.4,1,15.8,84.2,66.2,0.0061,36.5,225,11.55,7.35,0.26,3
318485,2020-01-04,1,0.7,4.8,100,59.6,0.00462,34.4,283,8.85,-3.15,0.1,6.9
318485,2020-01-05,1.9,1.2,0,78.4,53.4,0.00264,93,265,2.25,-3.45,0.19,8.3
318485,2020-01-06,1.8,1.1,0,82.3,52.4,0.00267,98.2,259,2.65,-3.95,0.19,7.9
318485,2020-01-07,1.4,0.9,3.3,85.8,46,0.00209,76.1,243,0.85,-7.75,0.18,4.6
318485,2020-01-08,1.5,1,0,100,44.5,0.00196,67.2,276,0.35,-11.45,0.14,9.3
318485,2020-01-09,2.2,1.4,0,100,29,0.00195,94.8,167,5.35,-11.55,0.28,5.2
318485,2020-01-10,3.3,2.1,3.1,95.6,38.8,0.00431,30.1,208,13.45,0.55,0.43,6.9
318485,2020-01-11,4.8,3,13.9,100,38.7,0.00664,84.2,195,20.25,5.35,0.62,8.6
318485,2020-01-12,1.3,0.9,0.3,100,62.9,0.00499,99.3,245,9.25,0.35,0.13,7.2
318485,2020-01-13,2,1.3,0,91.6,48.6,0.00407,107.3,229,9.65,0.35,0.29,4.3
318485,2020-01-14,1.9,1.2,4.1,100,55.9,0.00506,79.3,231,11.05,1.15,0.21,6.7
318485,2020-01-15,3.8,2.3,2.5,81.5,31.9,0.00403,111.7,221,14.95,1.85,0.58,5.1
318485,2020-01-16,1.1,0.7,0.4,100,58.9,0.00312,100.2,296,3.35,-6.85,0.09,10.7
318485,2020-01-17,2.2,1.4,0.7,45.4,28.4,0.00114,115.6,358,-1.85,-7.35,0.27,5.1
318485,2020-01-18,3.1,1.9,20.3,88.6,36.8,0.00275,37.8,199,7.45,-4.55,0.31,9.5
318485,2020-01-19,1,0.7,0.8,97.9,57.6,0.00183,62.8,281,-3.65,-11.15,0.08,10.3
318485,2020-01-20,1,0.7,0,82.7,52.7,0.00144,106.2,331,-5.75,-12.05,0.1,5.7
318485,2020-01-21,0.7,0.5,0,99.4,55.7,0.00161,118,304,-4.95,-12.95,0.08,3.4
318485,2020-01-22,1.4,0.9,0,100,28.2,0.00168,125,183,3.55,-12.65,0.25,2.1
318485,2020-01-23,2.3,1.5,0,68.1,26.3,0.00179,107.5,169,5.25,-6.75,0.36,3.5
318485,2020-01-24,2,1.3,22.6,80.4,57.7,0.0036,73.2,140,5.65,0.45,0.22,7.1
318485,2020-01-25,1.2,0.8,1.2,93.2,65.6,0.00377,56.8,250,4.65,-0.95,0.13,4.8
318485,2020-01-26,1.4,0.9,0.5,74.4,70.7,0.00301,55.7,259,0.55,-0.95,0.14,7.3
318485,2020-01-27,1.3,0.9,0.4,76.3,71,0.00302,46.3,284,0.55,-1.25,0.13,6.6
318485,2020-01-28,1.2,0.8,0.3,77.9,72.7,0.00291,101,298,-0.25,-2.05,0.12,5.7
318485,2020-01-29,0.8,0.6,0,99.6,63.1,0.00252,118.7,14,-0.45,-7.25,0.09,2.9
318485,2020-01-30,1.1,0.8,0,90.4,51.7,0.00227,89,169,0.55,-7.35,0.15,2.9
318485,2020-01-31,1.5,1.1,0.7,71.3,51.1,0.00295,90.9,193,4.35,-0.65,0.26,2.5
318485,2020-02-01,0.9,0.7,5.3,86.2,76.3,0.00356,52.6,245,1.95,-0.55,0.1,3.7
318485,2020-02-02,3.8,2.4,1,86,39,0.00345,77.2,257,10.15,-0.95,0.38,11.2
318485,2020-02-03,4.9,3.1,1.8,82.5,30.5,0.00416,132.9,242,16.15,2.25,0.64,7
318485,2020-02-04,1.5,1,5.3,100,56.4,0.00561,44.9,257,12.55,-0.15,0.17,5.8
318485,2020-02-05,1.5,1,0,88.9,64.6,0.0037,72,94,4.65,-0.45,0.15,6.3
318485,2020-02-06,0.4,0.4,16.4,100,72.5,0.00605,62.9,184,10.25,-0.45,0,4.2
318485,2020-02-07,0.4,0.3,6,100,80.8,0.00304,39.2,284,-0.95,-5.35,0.02,8.7
318485,2020-02-08,1.2,0.8,1.2,83,60.6,0.00235,73,243,-0.85,-5.65,0.13,4.6
318485,2020-02-09,2.4,1.6,15.1,88.4,39.3,0.0027,107.7,208,6.45,-4.65,0.29,5.5
318485,2020-02-10,3,1.9,14.5,61.2,50.7,0.00382,43.5,230,8.25,5.35,0.41,5.8
318485,2020-02-11,1.6,1.1,1,95,56.3,0.00373,47.5,277,6.55,-1.25,0.19,5
318485,2020-02-12,3.2,2.1,19.3,76.9,31.1,0.00295,114.6,196,10.65,-1.55,0.46,4.4
318485,2020-02-13,0.5,0.4,3.6,100,63.5,0.00399,53.9,276,5.95,-7.45,0.03,6.6
318485,2020-02-14,0.8,0.6,0,100,56.8,0.00142,106.9,316,-6.75,-14.65,0.07,5.3
318485,2020-02-15,2.3,1.5,0,95.4,24.2,0.00138,146.1,195,2.65,-14.25,0.26,4.6
318485,2020-02-16,3,1.9,0,83.3,33.5,0.00274,58.8,246,8.65,-3.65,0.38,5.6
318485,2020-02-17,3,2,0,76.7,29.6,0.00254,150.2,126,9.05,-3.55,0.42,4
318485,2020-02-18,1.7,1.1,9.9,100,55.7,0.00421,46.9,223,8.45,-1.85,0.17,6.8
318485,2020-02-19,2.3,1.6,0,84.1,40.9,0.00233,163.8,298,3.85,-5.95,0.24,5.6
318485,2020-02-20,1.6,1.1,0,87.5,36.4,0.00151,114.6,331,-0.75,-12.05,0.18,4.5
318485,2020-02-21,2.4,1.6,0,60.3,25.5,0.00115,171.3,285,-0.45,-10.75,0.26,5.2
318485,2020-02-22,4.1,2.6,0,65,17.6,0.00145,177.4,253,6.85,-8.75,0.43,7.4
318485,2020-02-23,4.3,2.8,0,72.1,19.1,0.00201,174.7,233,10.75,-5.85,0.54,5.4
318485,2020-02-24,2.9,2,0.7,95.3,32.8,0.00321,151.8,196,11.25,-3.35,0.41,3.5
318485,2020-02-25,1.2,0.9,3.6,96.7,60.4,0.00495,47.4,150,9.75,2.45,0.21,2.3
318485,2020-02-26,1.8,1.3,25.8,100,47.6,0.00495,113.8,233,12.95,-6.15,0.18,4.9
318485,2020-02-27,1.4,1,2.3,79.7,59,0.00178,124.8,272,-4.25,-8.75,0.11,13.1
318485,2020-02-28,1.9,1.2,0,87.5,43.7,0.00181,79.7,269,-0.45,-9.75,0.16,9.4
318485,2020-02-29,2.1,1.4,0,68.4,44.3,0.00157,104.5,281,-2.15,-8.55,0.18,9.3
318485,2020-03-01,4,2.6,0.3,62.5,21.9,0.00182,168.8,236,8.45,-5.45,0.48,5.4
318485,2020-03-02,4.8,3.1,4.8,63,35.4,0.00383,96.3,228,13.45,4.75,0.61,6.6
318485,2020-03-03,2.6,1.8,11.4,100,50.2,0.00484,104.3,244,12.25,-0.75,0.26,7.4
318485,2020-03-04,4.1,2.7,0,91.1,35.6,0.00326,160.6,267,10.95,-2.65,0.41,8.8
318485,2020-03-05,3.3,2.3,0,72.1,28.5,0.00272,181.8,160,11.15,-1.95,0.51,3.1
318485,2020-03-06,2.6,1.7,5,81.5,46.7,0.00273,104.6,300,4.85,-3.55,0.25,7.9
318485,2020-03-07,2.7,1.9,0,75.4,42.7,0.0024,187.9,303,4.15,-4.25,0.27,6.5
318485,2020-03-08,5.3,3.5,0,66.1,19.3,0.00251,205.5,233,14.85,-1.85,0.73,4.9
318485,2020-03-09,7.1,4.6,0.5,55.5,24,0.00369,204.8,237,18.05,6.05,0.94,6.9
318485,2020-03-10,2.4,1.6,5.1,100,56.5,0.00557,65,241,12.75,2.25,0.24,8.1
318485,2020-03-11,1.9,1.5,0.8,82.2,65.9,0.00456,134.4,230,7.65,3.45,0.22,3.1
318485,2020-03-12,4.5,3.2,3.7,95.6,36.3,0.0053,194.4,179,18.15,3.45,0.62,4.7
318485,2020-03-13,4.5,3,0,100,40.3,0.00461,199.8,271,14.55,0.05,0.43,10.2
318485,2020-03-14,2.9,2,8.7,63,37.7,0.00263,148.4,344,7.05,-0.55,0.39,3.4
318485,2020-03-15,2.3,1.6,0,90.3,45.6,0.00314,114.4,82,7.15,-3.05,0.27,4.2
318485,2020-03-16,2.7,1.9,4,87.1,46.3,0.00314,148.1,156,6.95,-2.55,0.27,6.1
318485,2020-03-17,1.1,0.9,1.3,100,65.9,0.00459,82.1,263,7.75,-1.95,0.09,4.3
318485,2020-03-18,3.4,2.4,20.6,100,44.5,0.0046,189.4,165,13.15,0.05,0.36,5.9
318485,2020-03-19,5.1,3.6,2.9,76,51.2,0.00754,185.4,227,18.85,12.05,0.64,6.5
318485,2020-03-20,3.8,2.6,3.2,100,45.7,0.00775,150.7,255,20.95,-0.15,0.35,10.2
318485,2020-03-21,2.2,1.7,0,81.4,55.5,0.00298,217.1,356,3.85,-2.35,0.2,3.8
318485,2020-03-22,3.8,2.6,0.8,70.8,36.6,0.00267,232.1,125,7.65,-1.95,0.38,6.4
318485,2020-03-23,2.1,1.5,12.3,85.1,63.9,0.00437,85.5,190,7.45,2.35,0.21,6.5
318485,2020-03-24,3.2,2.5,8.3,78.8,46.7,0.00402,233.3,96,10.45,2.25,0.38,3.2
318485,2020-03-25,1.9,1.5,1.8,93.7,63.8,0.00445,151.2,124,7.75,1.25,0.18,3.5
