"grid.ids","date","etr","pet","pr","rmax","rmin","sph","srad","th","tmax","tmin","vpd","vs"
289440,2020-02-18,1.6,1.1,3.7,94.8,58,0.00366,40.8,168,6.75,-0.85,0.2,5.5
289440,2020-02-19,2.7,1.8,0,85.3,36.7,0.00236,156.4,310,6.35,-5.35,0.31,5.4
289440,2020-02-20,1.7,1.1,0,77.3,39.8,0.00156,82.1,327,-0.45,-9.45,0.2,4.5
289440,2020-02-21,2.6,1.7,0,57.8,23.6,0.00119,163.9,310,1.95,-9.15,0.32,4.3
289440,2020-02-22,4.2,2.7,0,64.7,14.9,0.00152,167.3,271,10.65,-7.45,0.58,4.5
289440,2020-02-23,3.8,2.5,0,70.1,16.7,0.00189,168.3,218,12.65,-5.65,0.63,3.3
289440,2020-02-24,3.4,2.3,0,81.3,24.4,0.00287,161.5,180,14.45,-2.05,0.63,2.7
289440,2020-02-25,1.5,1.1,2.8,84,63.4,0.00462,75.5,118,8.95,4.15,0.25,2
289440,2020-02-26,0.5,0.5,15.1,100,74.8,0.00558,90.1,142,9.45,-0.45,0,4.5
289440,2020-02-27,2.1,1.4,0,78.9,52,0.00223,100.3,275,1.15,-5.05,0.19,10.3
289440,2020-02-28,3.3,2.1,0,54,28.5,0.00143,112.9,266,2.35,-5.85,0.33,7.9
289440,2020-02-29,2.6,1.7,0,54,35.4,0.00135,84.2,293,-0.45,-6.65,0.27,7.1
289440,2020-03-01,3.2,2.2,0,63.2,26.5,0.00176,190.7,271,6.95,-5.25,0.43,4
289440,2020-03-02,4.7,3.1,1.1,74.3,28.2,0.00353,156.9,191,16.55,2.05,0.74,4.3
289440,2020-03-03,2.6,1.8,12.2,88.7,55,0.00479,92.1,210,11.85,3.85,0.34,4.8
289440,2020-03-04,4.4,2.9,0,85.7,35.1,0.00329,181.4,275,12.45,-0.95,0.49,7.1
289440,2020-03-05,3.4,2.4,0,72,31.2,0.00266,200,281,10.85,-1.45,0.5,3.4
289440,2020-03-06,2,1.4,4.5,88.1,54.3,0.0031,113,331,5.65,-2.15,0.22,4.3
289440,2020-03-07,3.3,2.3,0,79.6,34.6,0.00224,208.6,330,6.95,-5.15,0.35,6.1
289440,2020-03-08,4.9,3.3,0,78.4,20.7,0.00256,199.5,236,15.75,-3.15,0.73,4.1
289440,2020-03-09,6.4,4.2,0.4,77.4,17.9,0.00343,207.3,232,22.35,1.05,1.14,3.8
289440,2020-03-10,3.3,2.2,4.2,100,42.4,0.00508,68.8,232,16.45,-0.15,0.43,5.6
289440,2020-03-11,2.5,1.9,0,76.4,46.7,0.00343,181.8,107,9.15,1.25,0.37,2.5
289440,2020-03-12,3.2,2.3,7.3,87.7,51.8,0.00484,166.3,150,12.85,4.15,0.38,5.1
289440,2020-03-13,6.1,4,0,96.6,30.9,0.00438,172.6,271,18.65,1.35,0.72,7.9
289440,2020-03-14,4,2.8,1,54.4,31.3,0.00256,204.8,332,10.25,1.95,0.57,3.8
289440,2020-03-15,3.7,2.6,0,79.9,26.5,0.0023,207.9,27,10.85,-4.85,0.5,3.7
289440,2020-03-16,4,2.7,0,77.1,30.7,0.00248,209.8,141,10.05,-3.35,0.46,5.3
289440,2020-03-17,1.9,1.4,0,100,53.7,0.0041,90.2,232,9.85,-1.95,0.22,4
289440,2020-03-18,4,2.8,12.1,83.7,35.6,0.00333,212.2,145,12.45,-0.45,0.49,4.6
289440,2020-03-19,1.9,1.6,1.3,97.9,74.3,0.00608,162.2,168,11.15,5.85,0.16,3.3
289440,2020-03-20,4.7,3.2,2.5,100,41.5,0.00752,146.2,254,23.05,1.65,0.56,7
289440,2020-03-21,3,2.2,0,86.5,39.9,0.00253,220.7,0,6.85,-4.65,0.31,5.1
289440,2020-03-22,3.9,2.7,1.7,68,29.4,0.0022,199.1,112,8.85,-3.25,0.46,4.9
289440,2020-03-23,1.5,1.1,9.9,81.1,70.4,0.00362,68,126,4.35,1.15,0.17,4.2
289440,2020-03-24,3,2.4,0,75.9,50.5,0.00387,238.7,27,9.85,3.05,0.37,2.7
289440,2020-03-25,1.4,1.2,3.8,94.1,72.8,0.00442,109.8,121,6.75,1.85,0.14,3
289440,2020-03-26,3.5,2.7,0.9,92.6,49,0.00497,228.7,192,14.05,3.75,0.41,4
289440,2020-03-27,4,3.1,5.9,82,40.2,0.00505,223.5,350,17.15,5.75,0.64,2.7
289440,2020-03-28,1.3,1.1,35.8,90,84,0.00547,80.2,135,7.85,5.55,0.11,5
289440,2020-03-29,1.5,1.4,1.6,100,86.5,0.00694,180.3,184,10.95,6.85,0.04,5.4
289440,2020-03-30,3.6,2.5,0,80.1,43.8,0.00454,94.3,272,14.25,4.55,0.51,4.5
289440,2020-03-31,1.8,1.5,0.7,89.1,62.9,0.00455,114.6,85,9.45,2.55,0.24,2.2
289440,2020-04-01,3.2,2.3,0,92,40.8,0.00363,163.4,340,12.25,-1.05,0.42,3.6
289440,2020-04-02,6.3,4.2,0,52.9,28.6,0.00297,223.3,325,14.25,3.65,0.74,7
289440,2020-04-03,4.5,3.1,2,57,47.7,0.00359,180.7,334,9.85,5.35,0.48,7.2
289440,2020-04-04,2.6,1.9,0,75.9,45.4,0.00467,95.4,328,14.55,5.15,0.53,1.9
289440,2020-04-05,3.7,2.8,0,99.5,39.6,0.00551,171.6,257,19.15,3.75,0.63,2.5
289440,2020-04-06,5.5,4,0,62.7,28,0.0037,265,336,17.95,4.45,0.86,3.3
289440,2020-04-07,5.2,3.8,9,61.9,32,0.00483,218.3,229,20.25,8.55,0.98,2.8
289440,2020-04-08,5.5,4.1,0,94.5,36.6,0.00602,237.9,302,21.75,5.75,0.81,4.1
289440,2020-04-09,4.3,3,4,88.9,42.7,0.00408,185.4,270,13.35,1.05,0.45,7
289440,2020-04-10,3.5,2.4,0,71.2,46.8,0.00275,157.9,291,6.25,-1.45,0.31,9.8
289440,2020-04-11,4.2,2.9,0,79.9,32.6,0.00292,183.1,284,12.15,-2.15,0.51,5
289440,2020-04-12,5.4,3.7,11.6,74.1,36.2,0.00472,160.6,158,18.05,5.65,0.74,5.2
289440,2020-04-13,5,3.4,7.5,100,45.4,0.00676,139.9,216,20.35,4.15,0.53,9.1
289440,2020-04-14,3.2,2.4,0.7,79.7,41.6,0.00311,173.1,297,9.65,-1.25,0.38,4
289440,2020-04-15,4.3,3,0.4,62.2,32.9,0.00254,226.8,277,9.95,-0.75,0.5,4.6
289440,2020-04-16,3.1,2.2,0,72.7,38.7,0.00235,148.5,289,6.55,-3.85,0.34,5
289440,2020-04-17,2.6,2,14.9,82.8,56.6,0.00337,210.9,194,6.55,-0.65,0.24,4.2
289440,2020-04-18,2.6,2,0,100,52.6,0.00373,195,314,9.05,-2.35,0.24,4.7
289440,2020-04-19,5.1,3.7,0,80.8,35.7,0.00405,271.8,219,15.85,2.25,0.62,4.4
289440,2020-04-20,4.1,3.2,0,90.5,36.5,0.00373,261.1,345,14.25,-0.45,0.52,3.1
289440,2020-04-21,4.6,3.1,1.5,82.2,36.9,0.0033,172.4,274,12.25,-0.85,0.48,7.7
289440,2020-04-22,5.2,3.6,0,51.8,28.6,0.00234,205.1,298,10.65,0.55,0.59,6.2
289440,2020-04-23,4,2.9,7.1,71.5,39.9,0.004,166.1,134,14.05,3.75,0.57,3.6
289440,2020-04-24,2,1.6,4.9,90.9,65,0.00541,103,25,11.55,4.75,0.25,2.6
289440,2020-04-25,4.4,3.4,2.8,86.2,43.7,0.00547,242.9,120,17.55,5.65,0.59,3.1
289440,2020-04-26,1.1,0.8,11.7,98.1,76.5,0.00507,58,63,8.25,2.75,0.11,4.5
289440,2020-04-27,2.8,2,0.5,91.8,52.4,0.00395,133.8,334,9.95,0.15,0.29,5.4
289440,2020-04-28,4.4,3.2,0,75.3,32.7,0.00406,188.3,195,17.15,3.25,0.72,2.8
289440,2020-04-29,6.6,4.5,5.1,73.5,42.1,0.00622,186.2,132,20.15,9.85,0.8,7.5
289440,2020-04-30,2.9,2.2,53.9,96.6,69.7,0.00834,132.7,150,17.15,9.85,0.26,8
289440,2020-05-01,3.6,2.6,0.9,86.6,45.1,0.00582,108.4,317,18.05,6.05,0.58,3.5
289440,2020-05-02,6.2,4.6,1.2,60.1,34.9,0.00568,239,250,21.55,10.75,1.03,3.6
289440,2020-05-03,7,5.2,0,90,38.1,0.00801,283.6,256,25.85,10.25,1.02,4.4
289440,2020-05-04,4.7,3.4,0,94.2,45,0.00545,223.1,318,17.05,3.95,0.51,5.7
289440,2020-05-05,4.5,3.4,0,55.7,36.2,0.00368,230.7,6,14.15,5.35,0.67,2.8
289440,2020-05-06,2,1.6,6.5,99.4,58.6,0.00464,101.1,54,10.75,0.95,0.23,3.2
289440,2020-05-07,6,4.4,0.7,75.1,32.5,0.00419,293.7,279,17.75,3.25,0.74,4.6
289440,2020-05-08,1.6,1.4,8.5,100,67.3,0.00448,153.9,337,8.25,-1.95,0.1,3.6
289440,2020-05-09,4.2,2.9,0.3,57.6,38.9,0.00241,207.7,294,6.85,-1.05,0.4,7.8
289440,2020-05-10,6.3,4.5,0.5,60.2,29.4,0.00366,262.3,227,17.05,4.25,0.81,5
289440,2020-05-11,4.2,3,1.7,78.7,46.2,0.00417,205,273,12.55,2.55,0.43,6.2
289440,2020-05-12,4.7,3.4,0,90.8,37.3,0.00366,267.1,296,13.65,-1.15,0.48,5.4
289440,2020-05-13,5.3,4.1,0,73.9,26.9,0.00366,291.2,294,18.35,1.55,0.82,2.6
289440,2020-05-14,5.9,4.4,3.6,64,37.5,0.0059,223,184,21.05,10.45,0.94,3.7
289440,2020-05-15,7.3,5.5,1.7,98.2,40.9,0.01012,265.2,237,28.65,12.55,1.08,4.7
289440,2020-05-16,6,4.7,0,87,43.6,0.00755,296.6,14,22.75,9.85,0.79,3.8
289440,2020-05-17,3.9,2.9,0,79.7,57.2,0.00773,138.9,133,18.95,11.45,0.54,4.2
289440,2020-05-18,5.3,4,0,87.3,47.3,0.00831,205.6,109,23.05,11.25,0.76,4.3
289440,2020-05-19,7.1,5.1,0,81.3,34.5,0.00556,284.4,98,21.35,6.25,0.86,6
289440,2020-05-20,6.3,4.6,0,90.4,32,0.00449,302.3,103,19.05,1.75,0.74,5.2
289440,2020-05-21,6.2,4.8,0,90.6,37.3,0.00659,297.9,132,22.95,7.25,0.86,3.5
289440,2020-05-22,3.6,2.9,14.3,75.6,60.8,0.00941,144.4,140,21.15,15.25,0.63,2.5
289440,2020-05-23,5.4,4.3,0,86.3,45,0.00961,222.7,332,26.25,13.65,0.96,2.7
289440,2020-05-24,5.6,4.2,0,73.9,49.3,0.00886,191.7,142,23.45,14.65,0.87,4.1
289440,2020-05-25,5.4,4.1,0,81.3,45.9,0.00945,181,160,25.65,14.25,0.96,3.4
289440,2020-05-26,7.7,6.1,0,83.3,38.6,0.01064,315.9,163,30.45,15.75,1.39,3.1
289440,2020-05-27,6.9,5.4,0,71.1,50.9,0.01093,278.9,160,26.45,18.55,1.06,4
289440,2020-05-28,6.2,4.5,1.4,67,52.6,0.01156,149.7,150,26.85,20.35,1.13,4.7
289440,2020-05-29,6.3,4.9,20.6,100,49.9,0.01311,251.4,206,29.85,14.15,0.83,5
289440,2020-05-30,5.9,4.6,0,100,44.2,0.00854,277.6,304,24.55,8.75,0.75,4.1
289440,2020-05-31,5.9,4.5,0,92.5,36.7,0.00541,294.1,332,19.75,4.25,0.71,4.5
289440,2020-06-01,7,5.3,0,75,31.7,0.00563,308.4,287,22.55,7.75,1,4
289440,2020-06-02,4.8,3.5,6.3,71.4,45.4,0.0072,157.6,236,21.15,12.15,0.82,3.3
289440,2020-06-03,6.1,4.6,20.3,100,49.2,0.01207,222.3,275,28.45,14.25,0.84,5
289440,2020-06-04,6.4,5.3,13.9,91.3,50.3,0.01269,287.8,204,28.95,17.35,0.97,3.1
289440,2020-06-05,4.7,4,0.5,95.4,58.9,0.01341,209.7,211,27.35,17.55,0.69,3
289440,2020-06-06,7.3,5.7,0,100,42.3,0.01136,303.1,303,29.85,12.85,1.04,4.2
289440,2020-06-07,6.5,5,0,100,38.9,0.00777,294.2,345,24.75,8.25,0.87,4
289440,2020-06-08,6,5.1,0,79.6,33.5,0.00728,319.9,330,25.95,10.75,1.17,1.7
289440,2020-06-09,7.4,6,0,79.2,38,0.01108,312.1,198,31.15,17.35,1.5,2.5
289440,2020-06-10,7.6,5.9,9.6,89.6,54,0.01577,268.6,175,31.55,21.15,1.07,5.6
289440,2020-06-11,4.7,3.9,0,100,57.6,0.01289,244.1,249,27.05,12.25,0.45,5.3
289440,2020-06-12,7.3,5.6,0,94.3,37.2,0.00856,306.4,299,27.05,10.75,1.08,4
289440,2020-06-13,6,4.7,0,86,37.6,0.00612,297.3,7,21.35,7.05,0.8,3.7
289440,2020-06-14,5.8,4.7,0,75.3,39.5,0.00686,281.6,86,22.45,10.65,0.91,2.8
289440,2020-06-15,5.7,4.7,0,95.6,42.2,0.00823,290.2,85,24.45,9.95,0.84,2.7
289440,2020-06-16,5.7,4.6,0,87.1,38.8,0.00842,257.6,86,26.15,11.65,1.05,2.3
289440,2020-06-17,7,5.6,0.6,74.3,43.8,0.00973,303.1,89,26.65,16.25,1.13,3.3
289440,2020-06-18,5.3,4.3,2,91.7,54.3,0.0119,224.4,123,26.65,16.25,0.78,3.5
289440,2020-06-19,5.4,4.5,6.2,85.3,51.9,0.01167,240.4,161,27.05,17.05,0.91,2.5
289440,2020-06-20,5.2,4.3,0,91.5,50,0.01195,229.4,173,28.05,16.35,0.93,2.3
289440,2020-06-21,6.4,5.4,0,91.1,50.3,0.01267,300.2,175,28.95,17.35,0.98,2.8
289440,2020-06-22,7.1,5.9,1.4,95.4,47.4,0.0141,304.9,179,31.75,18.35,1.16,3.1
289440,2020-06-23,5.9,4.9,2.1,100,55.9,0.01451,273,202,29.55,16.45,0.7,4.2
289440,2020-06-24,7.2,5.7,0,96.4,43.4,0.01016,314.1,277,27.55,13.05,0.98,4.3
289440,2020-06-25,6.7,5.4,0.6,82,39.5,0.00947,291.5,246,27.85,14.35,1.19,2.8
289440,2020-06-26,7.4,5.9,7.8,85.7,41.8,0.01053,306.6,267,28.75,15.35,1.18,3.7
289440,2020-06-27,5.8,4.4,3.6,92.3,51.8,0.01251,184.8,254,28.25,16.95,0.9,4.8
289440,2020-06-28,6.8,5.4,0,94.5,44.8,0.01248,273.6,281,30.55,16.55,1.15,3.2
289440,2020-06-29,7.7,6.1,0,88.7,40.8,0.01138,315.2,347,30.45,16.05,1.28,3.4
289440,2020-06-30,6,5,0,89.4,48.9,0.01132,286.7,348,27.05,15.95,0.9,2.9
289440,2020-07-01,5.8,5,0,93,46.9,0.01192,286.5,351,28.55,16.15,0.98,2.1
289440,2020-07-02,8.3,6.6,0,83.3,39.3,0.01278,319.5,326,32.55,18.95,1.52,3.4
289440,2020-07-03,8.1,6.4,5.7,92.9,40,0.01375,298.9,323,33.55,18.45,1.48,3.5
289440,2020-07-04,5.4,4.9,0,100,47,0.01429,271.1,6,31.65,17.35,1.05,1.4
289440,2020-07-05,6.4,5.7,0,95.8,40.9,0.01364,319.8,51,33.05,17.85,1.38,1.3
289440,2020-07-06,6.6,5.7,8.4,98,43.6,0.01521,287,137,33.95,19.25,1.36,2.1
289440,2020-07-07,4.5,4.2,0,100,76.9,0.01689,271.8,154,26.65,20.45,0.26,3.6
289440,2020-07-08,5,4.2,18.7,100,58.5,0.01631,217.2,173,30.45,19.65,0.73,2.9
289440,2020-07-09,6.7,5.8,0,96.3,52.2,0.01582,314.4,158,31.75,20.15,1.01,2.7
289440,2020-07-10,3.9,3.5,9.3,98,71.1,0.0154,208.4,68,26.35,19.45,0.4,2.6
289440,2020-07-11,5.2,4.1,18.9,100,54.6,0.01362,203.7,247,28.45,16.95,0.74,4.1
289440,2020-07-12,6,4.9,5.8,96.6,49.9,0.01284,267.5,258,28.85,16.75,0.9,3.2
289440,2020-07-13,6.4,5.3,0,100,47.4,0.01182,305.6,301,28.25,14.45,0.86,3.5
289440,2020-07-14,6.6,5.5,0,94.5,43.7,0.0115,318.6,332,29.05,15.35,1.06,2.7
289440,2020-07-15,7,5.8,0,86.9,46.9,0.01338,312.4,141,30.55,19.05,1.17,2.8
289440,2020-07-16,5.7,4.5,4.1,83.9,67.7,0.01376,252.2,158,25.25,20.05,0.59,7
289440,2020-07-17,6.7,5.5,0,100,45.3,0.0142,286.7,257,32.15,16.15,1.06,3.3
289440,2020-07-18,7.2,6,0,88,37.3,0.01297,312.7,270,33.65,18.35,1.61,2
289440,2020-07-19,8.3,6.5,1.4,89.9,44.1,0.01641,278.4,223,35.15,21.85,1.54,4
289440,2020-07-20,7.9,6.3,0,100,45.9,0.01538,306,278,33.35,18.95,1.22,4.2
289440,2020-07-21,6.4,5.5,0.4,83.2,44,0.01399,299,295,32.35,20.45,1.41,1.6
289440,2020-07-22,5.7,4.8,1.6,87.1,55.2,0.01555,246,243,30.55,21.45,1,2.6
289440,2020-07-23,6,5,17.7,87.3,52.9,0.0153,253.5,262,30.95,21.15,1.07,2.7
289440,2020-07-24,5.1,4.4,0,94.6,52.2,0.01426,237.7,283,29.95,18.75,0.93,2
289440,2020-07-25,5.8,4.9,2,98.8,50.1,0.01505,261.2,216,31.55,18.95,1.02,2.3
289440,2020-07-26,7.8,6.3,0,100,42,0.0146,307.4,267,33.85,17.75,1.34,3.6
289440,2020-07-27,8.9,6.9,0,89.5,39.5,0.0152,292.9,254,35.55,20.65,1.71,4.1
289440,2020-07-28,6,4.9,0,100,49.8,0.01406,269.3,280,30.45,16.05,0.86,3.4
289440,2020-07-29,7.7,6.2,0,84,34.4,0.01188,305,260,33.35,17.65,1.69,2.6
289440,2020-07-30,7.3,5.7,4.7,76.3,39,0.01227,266.2,248,31.95,19.65,1.57,2.9
289440,2020-07-31,4.6,3.7,0,100,42.2,0.01293,172.5,43,30.95,15.45,1.07,2
289440,2020-08-01,6.1,5,3.9,89.8,47.7,0.01367,267,154,30.05,19.35,1.08,2.6
289440,2020-08-02,6.5,5,0,100,48.7,0.01588,214.9,209,32.35,18.45,0.96,5.4
289440,2020-08-03,6.7,5.5,8.2,85.5,47,0.01302,297,203,29.45,19.35,1.11,3
289440,2020-08-04,3.6,3,28.6,100,59.8,0.0142,166,286,27.25,15.85,0.45,3.4
289440,2020-08-05,6.2,5.1,0,97.6,43.1,0.01112,309.2,304,28.05,14.75,0.97,2.6
289440,2020-08-06,4.8,3.9,2.2,95.5,53.3,0.01235,202.4,96,26.65,16.75,0.74,3.2
289440,2020-08-07,2.6,2.4,46.5,100,76.2,0.01386,151.1,116,23.15,17.25,0.2,2.7
289440,2020-08-08,5,4.4,0,100,59.2,0.01492,275.1,153,28.25,17.25,0.53,3
289440,2020-08-09,6.1,5.2,0,100,46.6,0.0137,300.2,253,30.45,17.45,1,2.4
289440,2020-08-10,5.9,5.2,0,100,50.4,0.01554,294.8,190,31.45,18.65,0.91,2.3
289440,2020-08-11,5.3,4.6,0,100,56.8,0.01682,252.5,191,30.95,19.35,0.69,3.3
289440,2020-08-12,5.1,4.7,0,100,55.7,0.01634,284.6,164,30.75,18.95,0.71,1.3
289440,2020-08-13,4.9,4.4,0,100,56.7,0.01567,265.2,113,29.75,18.15,0.64,2
289440,2020-08-14,4.8,4.1,0,100,55.1,0.01518,240.6,85,29.65,17.15,0.64,2.6
289440,2020-08-15,5.5,4.5,0.5,88.3,51.1,0.01225,251.7,115,27.15,17.85,0.87,3
289440,2020-08-16,3.4,2.7,0,96.9,52.8,0.01176,121.9,85,25.95,15.75,0.7,2.3
289440,2020-08-17,4.3,3.7,1.2,100,47.6,0.01192,212.2,238,27.75,14.55,0.8,1.9
289440,2020-08-18,5.9,4.8,0,89.4,39.4,0.00981,289.9,307,27.25,14.15,1.06,2.5
289440,2020-08-19,5.2,4.1,0,100,41.8,0.00961,257.9,355,26.05,9.45,0.75,3.1
289440,2020-08-20,6,4.8,0,88,36,0.00887,290.7,104,26.85,12.85,1.1,2.5
289440,2020-08-21,6,5,0,94.5,39.2,0.01199,277,233,30.75,16.45,1.25,2.2
289440,2020-08-22,6.1,5,0,96.3,41.3,0.01343,273,204,31.95,17.95,1.27,2.2
289440,2020-08-23,5,4.2,1,100,47.5,0.01401,224,197,30.55,17.85,0.99,2.2
289440,2020-08-24,5.7,4.5,1.3,99.1,45.9,0.01416,220.3,248,31.25,18.35,1.09,3
289440,2020-08-25,6.9,5.2,1,100,42.2,0.01249,255.1,292,30.35,14.95,1.03,5
289440,2020-08-26,6.6,5.1,0,74.6,37.9,0.00943,270.3,307,27.15,16.35,1.23,3.3
289440,2020-08-27,8.7,6.3,3.1,99.3,39.9,0.01402,270.1,270,33.25,18.15,1.37,5.9
289440,2020-08-28,4.6,3.8,10.3,93.4,58.7,0.01448,207.8,266,27.85,19.65,0.72,3
289440,2020-08-29,3.9,3.2,8.2,100,57.3,0.01474,193.3,247,28.55,14.25,0.42,4.6
289440,2020-08-30,5.3,4.1,0,96.9,45.3,0.00983,237.6,321,25.25,12.95,0.79,3.7
289440,2020-08-31,4.6,3.5,0,90.6,55.7,0.01055,199.8,145,23.25,15.25,0.61,4.4
289440,2020-09-01,2.9,2.2,11.9,92.3,71.1,0.01275,104.4,146,22.75,17.95,0.38,4.3
289440,2020-09-02,3.7,3,2,100,65.2,0.01555,172.4,197,27.35,18.45,0.41,4.8
289440,2020-09-03,3.1,2.6,4.5,100,66.8,0.01454,148,246,25.85,18.25,0.4,2.8
289440,2020-09-04,5.4,4.2,0,100,42,0.01077,241.6,296,27.75,9.75,0.76,4.3
289440,2020-09-05,5.9,4.4,0,83.8,30.5,0.00743,245.7,276,26.05,11.05,1.17,2.9
289440,2020-09-06,5.7,4.3,0,84.9,36.4,0.00892,231.3,193,26.65,13.65,1.11,3
289440,2020-09-07,5.8,4.3,0,96.8,44.6,0.01051,234.7,171,26.45,14.15,0.86,4.5
289440,2020-09-08,5.7,4.4,0,100,40.4,0.0115,234.3,148,29.45,15.05,1.09,3.1
289440,2020-09-09,5.4,4.2,0,95.1,46.6,0.0128,223.5,139,29.15,17.55,0.99,3.2
289440,2020-09-10,3.7,3,0.4,92.4,48.9,0.01358,138.4,141,29.45,18.95,0.99,1.8
289440,2020-09-11,4.2,3.4,0,100,53.9,0.01049,227,31,23.65,12.35,0.51,4
289440,2020-09-12,3.4,2.6,0,96.7,60,0.00997,132.4,137,21.25,13.35,0.44,5.1
