"grid.ids","date","etr","pet","pr","rmax","rmin","sph","srad","th","tmax","tmin","vpd","vs"
269971,2020-01-28,1,0.7,0,79.8,71.3,0.00288,72.9,304,0.45,-2.35,0.13,3.9
269971,2020-01-29,0.7,0.5,0,100,61.1,0.00244,110.8,9,0.15,-8.65,0.09,2.4
269971,2020-01-30,0.9,0.7,0,99.5,49,0.0022,112.7,139,1.55,-8.85,0.16,1.8
269971,2020-01-31,1.1,0.8,0.9,82.3,54.5,0.00272,60.4,183,3.15,-3.55,0.2,1.9
269971,2020-02-01,0.8,0.6,3.9,97.7,72.1,0.00324,79.6,230,2.05,-3.45,0.09,2.8
269971,2020-02-02,2,1.3,1.7,85.4,55.8,0.00328,51.5,251,5.65,-1.45,0.22,6.7
269971,2020-02-03,3.1,2,0,82.1,34,0.00334,119.5,206,12.65,-0.65,0.51,3.8
269971,2020-02-04,2.7,1.7,2.8,100,37.6,0.00361,42.1,308,12.45,-2.55,0.42,4.3
269971,2020-02-05,2,1.3,8.8,65.6,51.1,0.00229,73.9,56,1.75,-2.75,0.24,5.3
269971,2020-02-06,0.8,0.6,12,93,70.6,0.00327,52.6,73,2.45,-2.65,0.11,2.1
269971,2020-02-07,1.1,0.7,4.9,79.6,69.2,0.00229,29,308,-2.15,-5.35,0.11,6.5
269971,2020-02-08,1.2,0.8,0.7,79.3,59.5,0.00244,62.3,230,0.65,-4.45,0.16,3.2
269971,2020-02-09,1.8,1.2,10.8,82.6,52.7,0.00274,78.8,186,3.85,-3.45,0.21,4.8
269971,2020-02-10,1.4,1,3.1,79.7,62.1,0.00329,45.6,213,4.25,-0.45,0.2,3.6
269971,2020-02-11,1.1,0.8,0,85,63.7,0.00284,53.9,282,1.85,-3.35,0.15,3.3
269971,2020-02-12,1.3,0.9,15.5,86.6,53.8,0.00251,129,198,2.35,-5.25,0.18,2.5
269971,2020-02-13,0.5,0.4,2.2,100,64.7,0.00282,38.1,310,1.55,-9.75,0.05,4.5
269971,2020-02-14,0.7,0.5,0,100,55,0.00132,115.3,324,-6.55,-16.45,0.07,4.3
269971,2020-02-15,1.4,1,0,100,41.1,0.00174,141.8,185,0.75,-16.05,0.14,5.2
269971,2020-02-16,1.5,1,0,100,49,0.00263,68.2,234,4.25,-6.85,0.19,3.8
269971,2020-02-17,2,1.4,4.6,87.1,39.3,0.00247,141.5,123,6.25,-5.55,0.3,3.1
269971,2020-02-18,2.2,1.4,2.7,87.9,49.5,0.00323,47.5,204,7.05,-2.05,0.26,5.7
269971,2020-02-19,1.6,1.2,0,87.4,48.3,0.00208,154.4,300,1.15,-7.85,0.18,4.4
269971,2020-02-20,1.4,0.9,0,68.2,48.6,0.00149,77.7,323,-3.45,-8.95,0.16,4.1
269971,2020-02-21,2.3,1.5,0,59.3,32.1,0.0014,159.5,264,0.85,-7.95,0.28,4.3
269971,2020-02-22,3.3,2.1,0,71.6,27.1,0.00184,163,232,6.85,-6.85,0.39,5.2
269971,2020-02-23,3.9,2.5,0,69.6,25.7,0.00229,162.7,204,10.75,-3.55,0.53,4.8
269971,2020-02-24,3.2,2.2,0.7,70.4,33.1,0.00319,140.8,181,12.35,0.85,0.55,3.2
269971,2020-02-25,1.5,1.1,1.6,100,52.8,0.00391,63.6,48,8.95,-2.15,0.23,2.5
269971,2020-02-26,0.8,0.7,20.3,100,61.4,0.00421,73.5,245,7.95,-6.85,0.06,3.4
269971,2020-02-27,1.8,1.2,2.9,68.4,54.7,0.00164,119.3,275,-3.65,-7.75,0.15,11.1
269971,2020-02-28,2.1,1.4,0.3,58,44,0.00138,118.4,271,-3.25,-7.85,0.2,8.1
269971,2020-02-29,1.1,0.7,0.7,100,56.5,0.00171,82.4,283,-3.55,-12.15,0.09,6.8
269971,2020-03-01,2.7,1.8,0,100,29.5,0.002,155,202,6.85,-10.85,0.32,4.4
269971,2020-03-02,4,2.6,2,54.8,38.2,0.0032,79.9,205,10.35,4.65,0.56,5.2
269971,2020-03-03,2.7,1.8,10.2,86.7,42.2,0.00368,62.2,223,11.05,0.05,0.39,4.2
269971,2020-03-04,1.9,1.3,1.6,100,53.1,0.00321,80.4,263,5.95,-4.15,0.19,6.3
269971,2020-03-05,2.7,2,0,86.2,36.1,0.00275,191.1,169,8.85,-3.85,0.37,3.2
269971,2020-03-06,2.2,1.4,0.4,81.2,47,0.00277,41,314,5.45,-2.95,0.27,6
269971,2020-03-07,2.9,2,0,66.1,37.4,0.0022,200.5,309,5.15,-3.25,0.34,4.5
269971,2020-03-08,5,3.3,0,77.2,23.6,0.00283,202,210,14.95,-1.95,0.68,5
269971,2020-03-09,5.8,3.9,2.1,87.8,28,0.00424,193.4,214,18.95,1.85,0.79,5.8
269971,2020-03-10,2.1,1.4,8.2,100,55.6,0.00501,62.1,236,11.85,-0.45,0.21,7.1
269971,2020-03-11,1.8,1.4,0,88.1,57.1,0.00366,144.3,181,6.85,-0.25,0.23,2.2
269971,2020-03-12,4.3,3,3.1,89.2,39.2,0.00506,174.7,173,16.95,4.15,0.59,4.8
269971,2020-03-13,3.4,2.3,3,100,45.2,0.00408,207.5,273,11.65,-2.45,0.31,8.8
269971,2020-03-14,2.7,2,0.6,66.1,41.4,0.00253,176.9,341,5.85,-1.35,0.35,3.6
269971,2020-03-15,3.4,2.4,0,76.6,29.8,0.00246,211.1,47,9.75,-3.75,0.46,3.6
269971,2020-03-16,3.6,2.5,1.1,82.4,34.3,0.00283,162,154,9.95,-2.85,0.42,5.5
269971,2020-03-17,1.2,1,0,100,65.7,0.00395,104.1,264,6.05,-3.15,0.1,4.1
269971,2020-03-18,3.1,2.2,23.3,100,41.4,0.00397,180.5,143,12.45,-2.15,0.37,4.2
269971,2020-03-19,3.4,2.6,10.2,95.3,52.5,0.00688,173.7,195,17.55,7.65,0.46,3.8
269971,2020-03-20,3.7,2.5,12,100,44.3,0.00692,133.6,264,20.15,-1.95,0.37,8.7
269971,2020-03-21,2.7,1.9,0,71.8,37.6,0.002,216.3,9,3.75,-5.65,0.29,4
269971,2020-03-22,3.7,2.6,1,67,31,0.00218,226.1,117,7.45,-3.55,0.41,5.2
269971,2020-03-23,1.5,1.1,8.9,84.4,70.9,0.00396,58,166,5.05,1.45,0.16,5.3
269971,2020-03-24,2.5,2.1,1.3,79.4,54,0.00367,232.9,71,7.65,1.25,0.29,2.2
269971,2020-03-25,2.7,2.1,0,100,50,0.00445,210.9,146,11.55,0.45,0.31,2.8
269971,2020-03-26,4.5,3.2,6.5,100,35.6,0.00513,217.9,207,18.55,0.95,0.6,4.1
269971,2020-03-27,3,2.5,8,84.3,52.2,0.00553,225.9,342,14.25,6.25,0.43,1.8
269971,2020-03-28,2.4,1.9,27.1,94,69.8,0.00751,125.6,141,14.75,9.15,0.25,4.3
269971,2020-03-29,7.2,4.8,1,96.8,36.9,0.00718,182.6,221,23.45,8.05,0.87,8.6
269971,2020-03-30,2.2,1.5,2.5,84.2,60.3,0.00442,64,261,8.85,3.05,0.26,5.3
269971,2020-03-31,2.2,1.7,1.2,71.7,60.6,0.00406,117,62,7.65,3.65,0.29,2.7
269971,2020-04-01,3.3,2.3,0,83.6,40.1,0.00345,141.8,338,10.95,-0.75,0.41,4.3
269971,2020-04-02,4.8,3.3,0,71.9,32.1,0.003,243.1,319,11.95,-0.65,0.53,6
269971,2020-04-03,5,3.5,0,66.3,30.7,0.00302,250.5,327,12.65,0.55,0.58,5.3
269971,2020-04-04,3.8,3.1,0,61.5,32.6,0.00396,236.6,299,15.95,5.45,0.74,1.7
269971,2020-04-05,3.7,2.8,0,100,37.6,0.00469,217.9,318,16.55,-0.95,0.5,3
269971,2020-04-06,4.2,3.2,0,74.6,23.4,0.0032,257,325,17.25,-0.25,0.79,1.8
269971,2020-04-07,3.8,2.7,13.3,88.7,42.3,0.00547,141.8,201,17.25,4.95,0.57,3.6
269971,2020-04-08,4.7,3.6,0,88.6,44.2,0.0061,246,298,18.35,6.55,0.6,4.3
269971,2020-04-09,3.8,2.6,6.6,84.6,43.1,0.00349,170.2,281,10.15,-0.75,0.37,7.9
269971,2020-04-10,3,2,1.4,66.3,51.1,0.00267,134.7,295,3.95,-1.15,0.27,8.8
269971,2020-04-11,4,2.8,0,65.6,36.4,0.00297,182.1,259,10.05,0.45,0.47,4.8
269971,2020-04-12,5.9,3.9,6.5,81.1,28.1,0.00427,127.4,162,19.25,2.65,0.83,5.5
269971,2020-04-13,3.7,2.6,12.2,100,48.1,0.00545,136,242,15.35,1.25,0.36,8.9
269971,2020-04-14,3.3,2.3,0,70.7,37.9,0.00244,185.7,281,6.65,-3.25,0.35,4.9
269971,2020-04-15,3.6,2.5,2.2,70.4,35.2,0.00241,191,269,7.45,-3.35,0.38,5.2
269971,2020-04-16,2.8,1.9,1,63.7,41.9,0.00217,123.8,280,3.65,-3.45,0.3,5.4
269971,2020-04-17,1.6,1.4,12.5,89.9,67.3,0.00325,163.3,193,3.05,-2.55,0.13,3.1
269971,2020-04-18,3.2,2.3,0,75.4,45.2,0.00321,171,295,8.25,-0.35,0.35,5.1
269971,2020-04-19,5,3.5,0,88.6,33.3,0.00376,237.9,228,14.85,-0.35,0.56,5.5
269971,2020-04-20,4.5,3.5,2.1,71.5,30.6,0.0033,282,291,14.05,0.75,0.61,2.9
269971,2020-04-21,3.5,2.4,2.8,78.4,42,0.0028,157.9,285,7.25,-2.75,0.33,8.8
269971,2020-04-22,3.9,2.8,3.3,60.2,35.8,0.00238,222.8,294,7.05,-1.45,0.41,5.3
269971,2020-04-23,4.2,3,1.5,92.6,37.6,0.00466,177.7,146,16.45,2.05,0.57,3.8
269971,2020-04-24,3.3,2.5,0,100,41.8,0.00534,152.1,353,17.05,1.45,0.48,2.9
269971,2020-04-25,5,3.8,3.7,84.4,35.5,0.00521,246.8,103,19.05,4.95,0.73,3.2
269971,2020-04-26,1.4,1.1,18.8,100,76.2,0.00537,90.4,57,8.55,2.85,0.1,5.5
269971,2020-04-27,5.1,3.8,0,62,33.8,0.0035,275.7,331,13.55,3.55,0.63,4.1
269971,2020-04-28,4.2,3,0.8,70.3,42.8,0.00483,139.6,166,15.15,6.45,0.59,4.2
269971,2020-04-29,6.1,4.1,15.2,78.3,43.3,0.00675,138.1,144,20.25,9.85,0.75,8
269971,2020-04-30,2.8,2.2,3.7,90.6,63,0.00642,138.2,194,14.05,6.55,0.29,4.7
269971,2020-05-01,2.9,2.5,0.3,93.5,63.5,0.00534,253,307,11.15,3.45,0.23,3.6
269971,2020-05-02,4.6,3.3,0.9,93.3,40,0.00579,156.3,197,19.15,4.65,0.64,4.5
269971,2020-05-03,6.5,4.8,0,100,36.9,0.00705,282.5,269,23.55,6.45,0.84,4.7
269971,2020-05-04,2.7,2.3,0,100,60.1,0.00428,287.7,325,8.65,-1.15,0.18,5.5
269971,2020-05-05,4.1,2.9,3.1,72.7,30.4,0.00335,153.3,56,14.55,0.25,0.62,3.2
269971,2020-05-06,3.3,2.5,7,84.7,44.7,0.0033,210.5,359,8.95,-1.95,0.33,4.7
269971,2020-05-07,5.4,3.9,0,83.2,30.5,0.00367,250.5,264,15.95,-0.25,0.64,5.1
269971,2020-05-08,2.4,1.8,4.6,88.7,52.7,0.00318,160.3,344,6.15,-3.05,0.22,4.7
269971,2020-05-09,3.3,2.2,0.6,59,42.8,0.00235,131,287,4.65,-1.95,0.33,6.8
269971,2020-05-10,5.3,3.7,2.6,66.4,33.6,0.00357,211,208,14.15,2.35,0.62,5.6
269971,2020-05-11,1.5,1.1,3.2,93.6,69.2,0.00382,89.4,274,5.05,-1.25,0.12,5.4
269971,2020-05-12,3.7,2.8,0,90.9,41.6,0.00353,234.7,283,10.95,-1.95,0.37,5
269971,2020-05-13,5.3,4.1,0,56.6,26.2,0.00308,316.2,290,15.35,2.35,0.76,2.6
269971,2020-05-14,4.8,3.5,6.4,70.3,48.1,0.00634,172,180,17.85,9.95,0.65,4.5
269971,2020-05-15,5.5,4.1,22.1,100,46.8,0.00941,203.9,228,24.65,9.55,0.69,5.6
269971,2020-05-16,6,4.8,0,76.1,38.1,0.00688,301.2,57,22.65,10.05,0.93,2.9
269971,2020-05-17,5.9,4.3,3,73.1,50.9,0.00823,211.3,127,21.15,13.35,0.75,5.9
269971,2020-05-18,6.5,4.6,0,81.2,45.9,0.00897,192.8,127,24.15,13.15,0.87,6.2
269971,2020-05-19,7.8,5.5,0,73.2,35.3,0.00621,265.7,115,22.15,9.05,0.95,7
269971,2020-05-20,7.3,5.2,0,59.3,31.3,0.00442,304.3,116,18.45,6.95,0.88,5.8
269971,2020-05-21,7.6,5.6,0,69.6,34.6,0.00645,308.9,129,23.05,10.35,1.04,4.8
269971,2020-05-22,2.9,2.3,14.3,73.6,65.3,0.00844,108.5,168,17.75,13.65,0.49,2.4
269971,2020-05-23,4.3,3.5,0,76.3,50.8,0.00885,185.4,211,22.35,13.85,0.77,2.4
269971,2020-05-24,7.4,5.7,0,83.5,42.7,0.01002,299.3,158,27.15,14.45,1.07,4.5
269971,2020-05-25,7.2,5.7,2.1,97.9,39.3,0.01151,290.9,163,30.85,14.25,1.26,3.2
269971,2020-05-26,8.5,6.5,0,81.7,36.2,0.01079,306.9,145,31.05,15.95,1.49,4
269971,2020-05-27,7.4,5.5,0.4,71.5,43.3,0.01033,239.7,152,27.45,17.25,1.22,4.6
269971,2020-05-28,5.6,4.1,5.3,76.1,53.6,0.01096,169.6,173,25.05,17.25,0.87,4.7
269971,2020-05-29,5,3.8,9.4,100,50.5,0.01031,180.5,227,24.95,11.45,0.66,5.1
269971,2020-05-30,5.1,4.1,0,100,44.9,0.00692,278.3,302,20.25,5.85,0.58,4.2
269971,2020-05-31,5.3,4.1,0,81.9,39.6,0.00449,319.4,332,15.45,2.85,0.56,4.6
269971,2020-06-01,6.5,5,1.4,61.6,31.4,0.00497,310.5,256,20.45,8.25,0.98,3.2
269971,2020-06-02,6.7,5,0.5,95.7,40.3,0.00893,233.4,223,26.25,10.75,0.97,4.9
269971,2020-06-03,6.6,5.1,11.8,100,47.7,0.01131,263.3,259,27.55,12.85,0.83,5.4
269971,2020-06-04,4.9,4.1,11.3,99.1,57.9,0.01145,245.7,204,24.65,14.05,0.58,3.7
269971,2020-06-05,5.8,4.9,0,89,56.6,0.01196,295.6,217,25.75,16.35,0.73,3.2
269971,2020-06-06,6,4.8,0,100,46.8,0.00999,296.1,302,25.75,9.15,0.69,4.5
269971,2020-06-07,6.1,4.8,0,91.9,38.8,0.00684,306.9,353,22.45,7.35,0.81,3.6
269971,2020-06-08,5.4,4.7,0,80,31.5,0.00708,313.3,102,26.25,9.85,1.22,1
269971,2020-06-09,7.7,6.1,0.4,82.9,35.1,0.01049,308.2,150,31.25,15.35,1.53,2.8
269971,2020-06-10,7.6,5.9,5.7,100,52.5,0.01477,296.9,188,30.55,17.05,0.87,7
269971,2020-06-11,5.4,4.3,0,100,53,0.00972,278.9,260,23.35,10.15,0.55,5.6
269971,2020-06-12,6.2,4.8,0,95.7,41.8,0.00687,315.4,304,21.35,6.85,0.7,4.9
269971,2020-06-13,5.5,4.4,0,80.2,35.8,0.00527,294.5,35,19.45,5.45,0.76,3
269971,2020-06-14,6.5,5,0,76.6,37.7,0.00619,315.8,82,21.25,8.45,0.86,3.8
269971,2020-06-15,5.3,4.2,0,92.2,44.4,0.00759,260,96,22.05,8.85,0.72,3.2
269971,2020-06-16,6.3,5.1,0,82.6,34.9,0.0077,291.7,110,26.05,10.65,1.14,2.4
269971,2020-06-17,6.9,5.6,0,74.1,36.8,0.00829,309.1,94,26.45,13.35,1.21,2.8
269971,2020-06-18,7.3,5.7,0,76.2,42.5,0.00967,288.6,120,26.75,15.35,1.13,4
269971,2020-06-19,5.4,4.4,0,89.6,45.3,0.00968,253.6,172,25.75,12.95,0.9,2.3
269971,2020-06-20,5.6,4.8,0,84.7,42.2,0.0103,280.2,168,27.95,14.75,1.13,1.5
269971,2020-06-21,7.2,5.8,0,86.8,41.7,0.0116,299.4,185,30.15,16.25,1.27,3
269971,2020-06-22,6.2,4.9,9.8,82.2,50.3,0.01218,235.5,187,27.95,17.85,1.02,3.5
269971,2020-06-23,4.8,3.7,22.7,100,57.3,0.01169,208.4,211,25.15,12.55,0.51,5.8
269971,2020-06-24,5.5,4.3,0,92,50.6,0.00865,263.7,259,22.15,10.85,0.64,4.6
269971,2020-06-25,6.6,5.1,1.1,84.5,40.8,0.00846,268.2,236,25.15,11.75,0.98,4
269971,2020-06-26,7.1,5.6,16.7,82,46.6,0.01031,301.1,238,26.35,15.25,0.99,4.3
269971,2020-06-27,6.3,4.8,2.2,78,59.4,0.01188,236.5,240,24.85,18.25,0.78,6.2
269971,2020-06-28,5.8,4.8,0,98.9,51,0.01157,272.2,268,26.85,14.25,0.79,3.5
269971,2020-06-29,6.2,5.3,0,92,41.9,0.01066,311.8,7,28.65,14.05,1.11,1.9
269971,2020-06-30,6.4,5.4,0,89.7,40.6,0.01051,307.5,29,28.45,14.25,1.13,2.2
269971,2020-07-01,6.5,5.4,0,88.6,45.4,0.01086,313.1,10,27.25,14.95,0.98,2.8
269971,2020-07-02,7.6,6.1,0,82.7,37.9,0.01097,312.8,329,30.25,16.15,1.37,3
269971,2020-07-03,7.5,6.1,0,87.8,39.8,0.01215,314.6,315,31.25,16.85,1.36,2.9
269971,2020-07-04,6.5,5.6,0,98.7,42.4,0.01229,311.5,10,30.45,15.25,1.14,2.2
269971,2020-07-05,6.9,5.8,0,81.4,34,0.01102,317.8,63,32.05,16.45,1.62,1.7
269971,2020-07-06,5.9,5.4,0,84.6,37,0.01195,311.5,261,32.15,17.15,1.53,0.9
269971,2020-07-07,7.1,5.9,0,84.5,37.4,0.01278,301.1,209,33.15,18.25,1.61,2.1
269971,2020-07-08,6.2,5.5,0,86.2,41.3,0.01345,297.3,211,32.45,18.75,1.44,1.4
269971,2020-07-09,7.3,6.1,1.1,83.2,41.6,0.01408,302.2,159,33.15,20.05,1.53,2.4
269971,2020-07-10,7.6,6.1,7.6,89.2,44,0.01459,288,175,32.85,19.55,1.37,3.4
269971,2020-07-11,4.2,3.5,8.5,94.2,65.6,0.01244,199.4,259,23.75,16.15,0.46,4.6
269971,2020-07-12,5.2,4.3,6.4,100,47.3,0.01109,233.7,269,26.95,13.35,0.82,2.7
269971,2020-07-13,4.7,3.8,0,95.1,49,0.01016,209.3,312,24.95,12.85,0.75,2.6
269971,2020-07-14,5.5,4.9,0,87.2,42.6,0.00965,313.5,341,26.25,13.35,0.98,1.4
269971,2020-07-15,8.2,6.4,0,64.3,37.4,0.01069,311.3,140,30.05,19.55,1.61,3.2
269971,2020-07-16,7.4,5.6,15.8,91.6,50.9,0.01382,257.2,178,29.55,18.25,0.97,6.3
269971,2020-07-17,6.3,5.4,0,95.8,49.7,0.01321,308.2,288,29.15,16.85,0.93,2.6
269971,2020-07-18,7.7,6.2,0,78.4,37.3,0.0119,308.1,197,31.95,18.25,1.58,2.7
269971,2020-07-19,7.5,5.7,11.1,93.7,49.5,0.01512,254.3,224,31.55,19.35,1.1,5.5
269971,2020-07-20,6.5,5.4,0,93.1,51.2,0.01327,302.2,260,28.75,17.35,0.91,3.5
269971,2020-07-21,4.7,4,2.1,79.2,50,0.01224,210.6,185,27.75,18.55,1.03,1.6
269971,2020-07-22,5.4,4.2,2.5,82.8,58.5,0.0141,188.3,216,27.65,20.15,0.85,4.1
269971,2020-07-23,4.8,3.9,2.2,89.8,54.8,0.01373,185.3,232,28.25,18.45,0.85,2.8
269971,2020-07-24,5.4,4.9,0,93.2,47.7,0.01263,293.9,245,29.05,16.55,0.99,1.3
269971,2020-07-25,6,5.2,0,85.2,43.5,0.0118,304.2,268,29.35,16.85,1.18,1.6
269971,2020-07-26,7.3,5.9,0,91.5,45,0.01313,302.7,226,30.65,17.45,1.17,3.7
269971,2020-07-27,7.4,5.7,26.1,94.7,47.5,0.01472,254.9,237,31.75,18.75,1.15,4.9
269971,2020-07-28,6,5,0,100,51,0.0126,284,262,27.95,15.35,0.8,3.6
269971,2020-07-29,7.7,6,0.4,76.4,39.7,0.01097,291.9,227,29.55,17.35,1.36,3.7
269971,2020-07-30,5.3,4.5,0,94.5,52.2,0.01208,261.6,267,26.85,15.65,0.78,2.7
269971,2020-07-31,5.9,4.9,0,87.1,43.2,0.01105,277.3,64,28.15,15.55,1.08,2.3
269971,2020-08-01,4.1,3.3,19.6,84.5,62.2,0.01249,160.7,145,24.55,17.95,0.63,3.2
269971,2020-08-02,5.1,3.9,4.7,91.6,61.2,0.0126,198.2,215,24.95,16.85,0.58,6.5
269971,2020-08-03,6.1,4.9,0,79.9,47.7,0.0114,263.2,196,27.15,17.35,1.02,3
269971,2020-08-04,5.1,4.2,1.2,90.9,52.4,0.01123,236.1,275,25.45,15.15,0.75,3.1
269971,2020-08-05,5.5,4.5,0,87.9,43,0.00855,292.2,311,23.95,11.45,0.84,2.5
269971,2020-08-06,5.5,4.6,0,89.5,42.3,0.00929,279.1,68,25.55,12.45,0.92,2.4
269971,2020-08-07,4.7,4.1,0,99.7,45.5,0.01079,256.7,44,26.95,13.15,0.86,1.5
269971,2020-08-08,5.3,4.5,0,98.5,45.6,0.0108,282.8,286,26.95,13.35,0.87,2
269971,2020-08-09,6.7,5.3,0,88.3,41.4,0.01106,277.7,217,28.85,15.35,1.15,3.4
269971,2020-08-10,7.2,5.7,1.6,86.9,42,0.01267,276.1,195,30.95,17.75,1.3,3.6
269971,2020-08-11,5.9,4.7,0,98.5,51.3,0.01403,235.2,221,29.55,17.45,0.89,4
269971,2020-08-12,5.1,4.4,0,100,52.9,0.0127,272.4,34,27.35,15.55,0.73,2.3
269971,2020-08-13,6.2,5,0,100,43.9,0.01267,267.7,105,30.25,15.55,1.07,2.9
269971,2020-08-14,6.4,5.1,0,91.7,40.7,0.01169,263.5,93,30.05,15.65,1.21,2.9
269971,2020-08-15,4.8,3.8,0,100,50.7,0.01124,204.8,139,25.95,13.65,0.71,3.6
269971,2020-08-16,5.9,4.6,0,85.4,43.5,0.01024,253.8,153,26.75,14.65,1,3.1
269971,2020-08-17,5.3,4.3,0,91,41.7,0.0095,255.8,290,26.15,12.55,0.95,2.3
269971,2020-08-18,5.4,4.3,0,100,40,0.00826,268.9,311,24.45,8.95,0.83,2.9
269971,2020-08-19,5.5,4.3,0,93.9,36.5,0.00703,273.1,5,23.15,7.55,0.85,3
269971,2020-08-20,5.8,4.6,0,78.6,28.3,0.00705,269.9,144,26.95,10.15,1.31,2
269971,2020-08-21,5.8,4.6,0,93.3,33.1,0.00894,261.9,239,28.65,11.25,1.25,2.2
269971,2020-08-22,5.8,4.7,0,89.1,34.7,0.01053,262,209,30.75,14.45,1.41,1.8
269971,2020-08-23,5.3,4,3,88.9,46.2,0.01216,181.8,200,28.75,16.75,1.04,3.2
269971,2020-08-24,6.5,4.9,2,89.8,45.9,0.01275,226.8,218,29.65,17.35,1.1,4.4
269971,2020-08-25,6,4.6,8.8,100,46.7,0.01159,241.4,292,27.75,13.45,0.84,4.9
269971,2020-08-26,4.4,3.5,0,87.4,49.5,0.01047,184.3,220,25.15,14.65,0.81,2.6
269971,2020-08-27,6.7,5,20.1,93.6,50.1,0.01448,212.3,260,30.45,18.75,1.02,5.7
269971,2020-08-28,3.3,2.7,28.3,89.6,70,0.01423,136.9,208,24.85,19.15,0.47,3.5
269971,2020-08-29,4.3,3.4,0.8,100,58.7,0.01227,220.4,265,25.15,12.65,0.43,5.8
269971,2020-08-30,4.6,3.7,0,92.2,47.9,0.00878,227.8,315,22.75,11.15,0.69,3.2
269971,2020-08-31,5,3.8,0,97,53.4,0.00997,232.9,150,23.05,12.75,0.6,5.3
269971,2020-09-01,5,4,1.5,89.8,63.3,0.01279,241.1,160,24.55,17.85,0.58,5.1
269971,2020-09-02,3.6,2.8,6.5,100,62.9,0.01343,147.4,223,25.45,15.65,0.43,5.2
269971,2020-09-03,2.9,2.4,1.8,100,63.7,0.01211,138.2,210,23.55,13.65,0.35,3.6
269971,2020-09-04,4.7,3.7,0,100,45,0.00847,245.3,290,22.95,8.05,0.63,3.7
269971,2020-09-05,5.9,4.2,0,81.9,35.6,0.00711,207.9,221,23.55,10.15,0.97,4.2
269971,2020-09-06,5.6,4.3,0,74.2,38.4,0.00805,239.1,206,24.45,13.55,1.06,3
269971,2020-09-07,2.9,2.2,17.4,86,73.3,0.01007,111.3,174,18.45,14.75,0.34,5.2
269971,2020-09-08,6.3,4.7,0,89.3,40.3,0.01072,229.4,161,28.55,15.15,1.15,3.9
269971,2020-09-09,5.5,4.3,0,98.5,41.5,0.0116,229.9,150,29.45,14.85,1.1,2.8
269971,2020-09-10,4.6,3.8,0,98.6,50.2,0.01183,225.7,1,26.85,15.15,0.79,2.7
