"mukey","grid.ids","n"
553120,289389,5
553120,290774,14
553120,290775,95
553120,292160,19
553120,292161,19
1720831,290773,25
1720831,290774,10
1720831,292159,41
1720834,290776,7
1720836,288001,61
1720836,288002,9
1720836,289387,628
1720836,289388,415
1720836,289389,285
1720836,290773,433
1720836,290774,583
1720836,290775,378
1720836,290776,4
1720836,292159,118
1720836,292160,27
1720838,289387,2
1720838,289389,200
1720838,289390,47
1720838,290773,29
1720838,290774,84
1720838,290775,91
1720838,292158,39
1720838,292160,320
1720841,290775,59
1720843,289387,22
1720843,290773,14
1720843,290775,40
1720843,292158,16
1720843,292159,17
1720843,292161,42
1720844,288001,80
1720844,289387,65
1720844,289388,194
1720844,289389,234
1720844,289390,18
1720844,290773,177
1720844,290774,257
1720844,290775,206
1720844,290776,25
1720844,292158,91
1720844,292159,119
1720844,292160,20
1720844,292161,89
1720845,288001,241
1720845,288002,14
1720845,289387,213
1720845,289388,116
1720845,289389,267
1720845,289390,17
1720845,290774,142
1720845,290775,214
1720845,290776,12
1720845,292159,16
1720845,292161,41
1720846,288001,6
1720846,288002,6
1720846,289387,85
1720846,289388,14
1720846,290775,32
1720848,292158,8
1720849,289388,13
1720853,289389,69
1720853,290774,249
1720853,290775,130
1720853,292160,123
1720853,292161,145
1720854,289389,125
1720854,290773,210
1720854,290774,66
1720854,290775,94
1720854,292160,167
1720854,292161,187
1720857,290775,130
1720857,292160,95
1720857,292161,60
1720858,289389,75
1720858,290775,416
1720858,292160,19
1720858,292161,202
1720859,290774,38
1720859,290775,40
1720859,292160,89
1720859,292161,63
1720860,289389,26
1720860,290775,5
1720872,288001,101
1720872,288002,244
1720872,289387,137
1720872,289388,572
1720872,289389,292
1720872,289390,45
1720872,290772,2
1720872,290773,435
1720872,290774,423
1720872,290775,609
1720872,290776,63
1720872,292158,54
1720872,292159,108
1720872,292160,366
1720872,292161,168
1720874,288001,236
1720874,289387,517
1720874,289388,1367
1720874,289389,597
1720874,290772,6
1720874,290773,321
1720874,290774,885
1720874,290775,523
1720874,292158,109
1720874,292159,349
1720874,292160,153
1720876,289387,100
1720876,289388,2
1720876,289389,4
1720876,290773,33
1720876,290774,47
1720876,290775,23
1720876,292160,26
1720877,289388,37
1720877,290773,25
1720877,290774,6
1720877,292158,113
1720877,292159,65
1720878,288001,25
1720878,289388,56
1720878,289389,74
1720878,292159,27
1720878,292160,63
1720880,288001,124
1720880,288002,97
1720880,289387,1161
1720880,289388,1555
1720880,289389,1021
1720880,289390,24
1720880,290772,40
1720880,290773,1479
1720880,290774,1312
1720880,290775,1008
1720880,290776,64
1720880,292158,288
1720880,292159,776
1720880,292160,834
1720880,292161,8
1720881,288001,147
1720881,289387,751
1720881,289388,1426
1720881,289389,929
1720881,289390,19
1720881,290772,27
1720881,290773,1099
1720881,290774,929
1720881,290775,698
1720881,290776,45
1720881,292158,282
1720881,292159,324
1720881,292160,1165
1720883,289387,25
1720883,289388,41
1720883,289389,4
1720883,292158,7
1720883,292160,34
1720884,289387,44
1720884,289388,39
1720884,289389,14
1720884,290773,6
1720884,290775,3
1720884,292158,95
1720884,292159,90
1720884,292160,95
1720885,288001,53
1720885,289387,409
1720885,289388,176
1720885,289389,288
1720885,289390,7
1720885,290773,323
1720885,290774,884
1720885,290775,192
1720885,292158,101
1720885,292159,433
1720885,292160,579
1720886,288001,39
1720886,289387,154
1720886,290773,34
1720886,292158,60
1720886,292159,781
1720886,292160,106
1720893,289389,22
1720894,289389,8
1720894,290774,7
1720894,290775,4
1720894,292160,15
1720900,290775,10
1720901,290773,27
1720901,292161,50
1720902,288001,74
1720902,289387,195
1720902,289389,56
1720902,290773,639
1720902,290774,475
1720902,290775,161
1720902,292158,23
1720902,292159,177
1720902,292160,7
1720904,290773,25
1720904,290774,22
1720904,292160,265
1720909,292159,55
1720910,288001,81
1720910,288002,158
1720910,289387,101
1720910,289388,185
1720910,289389,245
1720910,289390,97
1720910,290773,171
1720910,290774,210
1720910,290775,435
1720910,292159,147
1720918,289387,2
1720918,290773,35
1720926,289387,14
1720926,289388,4
1720926,289389,17
1720926,290773,21
1720926,290774,9
1720926,292158,17
1720926,292159,98
1720926,292160,30
1720927,288001,18
1720927,289387,128
1720927,289388,113
1720927,289389,209
1720927,290773,58
1720927,290774,303
1720927,290775,46
1720927,292158,23
1720927,292160,17
1720927,292161,11
1720928,288001,65
1720928,288002,20
1720928,289387,446
1720928,289388,527
1720928,289389,373
1720928,289390,19
1720928,290772,14
1720928,290773,377
1720928,290774,315
1720928,290775,153
1720928,292158,27
1720928,292159,16
1720928,292160,149
1720928,292161,7
1720929,288001,153
1720929,288002,36
1720929,289387,1225
1720929,289388,1367
1720929,289389,800
1720929,289390,33
1720929,290772,32
1720929,290773,1126
1720929,290774,668
1720929,290775,414
1720929,290776,12
1720929,292158,171
1720929,292159,46
1720929,292160,678
1720931,288001,96
1720931,289387,921
1720931,289388,325
1720931,289389,96
1720931,290773,920
1720931,290774,509
1720931,290775,95
1720931,292158,94
1720931,292159,105
1720931,292160,198
1720936,289387,15
1720936,289388,14
1720936,289389,15
1720936,290773,96
1720936,290774,70
1720936,290775,34
1720936,292158,17
1720936,292159,28
1720936,292160,28
1720937,288001,50
1720937,289387,51
1720937,289388,370
1720937,289389,298
1720937,290773,21
1720937,290774,164
1720937,290775,367
1720937,290776,22
1720937,292158,129
1720937,292159,124
1720937,292160,374
1720938,288001,10
1720938,289387,111
1720938,289388,427
1720938,289389,80
1720938,289390,23
1720938,290773,289
1720938,290774,213
1720938,290775,198
1720938,292158,91
1720938,292159,32
1720938,292160,283
1720940,290773,34
1720940,290774,73
1720940,292158,28
1720940,292160,50
1720942,292160,249
1720946,288001,198
1720946,288002,53
1720946,289387,288
1720946,289388,821
1720946,289389,487
1720946,289390,17
1720946,290773,449
1720946,290774,1129
1720946,290775,617
1720946,292158,76
1720946,292159,144
1720946,292160,343
1720951,289388,16
1720951,292159,44
1720951,292160,66
1720952,289388,13
1720952,289389,16
1720952,290773,44
1720952,290774,2
1720952,292159,174
1720952,292160,249
1720955,289388,37
1720955,292159,257
1720956,290773,114
1720956,292159,346
1720959,290773,440
1720959,290774,135
1720959,292160,80
1720960,289388,35
1720960,289389,34
1720960,290775,69
1720960,292160,122
1720965,289388,100
1720965,289389,443
1720965,290773,48
1720965,290774,393
1720965,290775,192
1720965,292159,197
1720965,292160,90
1720966,289388,63
1720966,289389,373
1720966,289390,4
1720966,290773,14
1720966,290774,335
1720966,290775,90
1720966,292159,308
1720966,292160,298
1720967,288001,37
1720967,289389,599
1720967,290773,100
1720967,290774,302
1720967,290775,197
1720967,292159,11
1720967,292160,352
1720969,290775,14
1720970,289389,82
1720970,290773,11
1720970,290774,274
1720970,290775,265
1720970,292159,100
1720970,292160,26
1720971,289389,43
1720971,290774,15
2393847,288001,31
2393847,288002,51
2393847,289387,11
2393847,289389,10
2393847,290773,6
2393847,290774,316
2393847,290775,15
2393847,292158,12
2393847,292159,83
2393847,292160,159
2393848,288001,977
2393848,288002,47
2393848,289387,510
2393848,289388,104
2393848,289389,191
2393848,289390,10
2393848,290773,518
2393848,290774,1040
2393848,290775,206
2393848,292158,238
2393848,292159,70
2393848,292160,240
2393850,289389,1
2393850,290774,100
2393850,290775,34
2393851,288001,558
2393851,288002,192
2393851,289387,151
2393851,289388,635
2393851,289389,210
2393851,290773,189
2393851,290774,1371
2393851,290775,30
2393851,292158,15
2393851,292159,57
2393851,292160,100
2393852,288001,30
2393852,288002,151
2393852,289387,837
2393852,289388,1215
2393852,289389,454
2393852,290773,2123
2393852,290774,2198
2393852,290775,365
2393852,292158,169
2393852,292159,810
2393852,292160,516
2393876,289387,12
2393876,290773,161
2393876,290774,132
2393876,290775,95
2393876,292159,85
2393876,292160,163
2393877,290774,26
2393877,292159,81
2393890,289389,190
2393890,290774,140
2393890,290775,32
2393890,292160,289
2394563,292161,7
2394564,289387,67
2394564,289389,59
2394564,290773,89
2394564,290775,15
2394564,292158,13
2394564,292159,260
2394570,289389,256
2394570,290773,176
2394570,290774,424
2394570,290775,130
2394570,292159,172
2394570,292160,25
3180045,292159,84
3180048,290774,60
3180051,290773,132
3180051,290774,28
3180051,292158,2
3180051,292159,223
3180051,292160,152
NA,NA,149816
