"mukey","grid.ids","n"
541947,300499,198
541947,300500,92
541947,301885,298
541947,303270,419
541947,303271,270
541947,304656,23
541947,304657,14
541948,304657,109
541951,301884,28
541951,303270,169
541952,300499,238
541952,300500,574
541952,301884,1130
541952,301885,1097
541952,301886,61
541952,303269,182
541952,303270,1543
541952,303271,154
541953,300499,83
541953,300500,68
541953,301885,808
541953,303270,835
541953,303271,566
541953,304656,231
541954,300499,128
541954,300500,490
541954,301885,500
541954,303270,255
541954,303271,74
541954,304656,14
541954,304657,67
541958,301885,9
541967,300499,57
541967,300500,77
541967,301885,387
541967,303270,44
541967,303271,857
541968,300499,93
541968,301884,21
541968,301885,321
541968,303270,361
541968,303271,159
541968,304656,168
541968,304657,86
541969,300499,9
541969,301883,26
541969,301884,244
541969,301885,31
541969,303270,144
541969,304657,36
541970,300500,26
541971,300500,20
541972,300499,434
541972,300500,8
541972,301883,100
541972,301884,298
541972,301885,24
541972,303269,744
541972,303270,1204
541972,303271,39
541972,304657,58
541973,299114,439
541973,300499,36
541973,300500,1315
541973,301884,209
541973,301885,984
541973,301886,166
541973,303270,391
541973,303271,1254
541973,304656,6
541973,304657,161
541974,300499,239
541974,300500,26
541974,301884,123
541974,301885,1834
541974,303270,1121
541974,303271,1435
541974,304656,426
541974,304657,64
541975,300499,672
541975,300500,373
541975,301885,1547
541975,301886,13
541975,303270,1275
541975,303271,1130
541975,304656,165
541975,304657,205
541976,300499,61
541976,300500,73
541976,301884,11
541976,301885,186
541976,303270,128
541976,303271,168
541976,304656,34
541976,304657,4
541978,300499,19
541979,300499,124
541980,300499,329
541980,301883,10
541980,301884,1982
541980,303269,875
541980,303270,406
541981,300499,2763
541981,301883,40
541981,301884,4434
541981,301885,548
541981,303269,547
541981,303270,896
541991,300500,9
541991,303270,36
541993,299114,852
541993,300499,6
541993,300500,1808
541993,301884,45
541993,301885,36
541993,301886,66
541993,303271,583
541993,304657,80
541994,299114,489
541994,300498,1
541994,300499,11
541994,300500,1448
541994,301884,117
541994,301885,832
541994,301886,229
541994,303271,937
541994,304657,277
542001,300499,32
542001,301885,17
542002,299114,187
542002,300499,116
542002,300500,743
542002,301884,383
542002,301885,74
542002,301886,80
542002,303271,159
542002,304657,21
542003,300500,12
542009,300499,145
542009,300500,80
542009,301884,34
542009,301885,1798
542009,303270,1007
542009,303271,2930
542009,304656,247
542009,304657,24
542010,300499,605
542010,300500,236
542010,301884,26
542010,301885,2209
542010,303270,1050
542010,303271,1029
542010,304656,125
542010,304657,13
542011,304656,5
542011,304657,253
542013,300500,20
542015,300500,203
542015,301885,734
542015,301886,27
542015,304657,245
542016,300500,25
542017,304656,78
542017,304657,5
542019,304656,198
542019,304657,258
542020,303270,22
542021,300499,139
542021,301884,420
542021,301885,607
542021,303269,27
542021,303270,2318
542022,300499,358
542022,301884,92
542022,301885,170
542022,303270,1524
542023,300499,93
542023,301884,12
542023,301885,477
542023,303270,168
542024,300499,66
542024,301884,759
542024,301885,751
542024,303269,367
542024,303270,458
542025,300499,27
542025,301884,978
542025,301885,522
542025,303269,30
542025,303270,1953
542035,300499,12
542035,300500,103
542035,303271,27
542038,304656,32
542039,299114,234
542039,300500,22
542039,301884,257
NA,NA,150533
