"mukey","grid.ids","n"
542051,312954,79
542051,314339,89
542051,314340,81
542055,311567,702
542055,311568,2
542055,312952,22
542055,312953,161
542055,314339,112
542056,311568,33
542056,312953,64
542056,314339,460
542057,311566,20
542057,311567,225
542057,312952,222
542057,312953,575
542057,314339,161
542058,311567,33
542060,311567,30
542060,311568,58
542061,311566,66
542061,311567,94
542061,312953,98
542062,311566,92
542062,311567,133
542062,312953,129
542062,312954,54
542062,314339,25
542063,311566,174
542063,311567,170
542063,312952,73
542063,312953,40
542063,314339,26
542064,311566,6
542064,311567,96
542064,312953,28
542065,311566,57
542065,311567,121
542065,312952,33
542066,311567,12
542066,312953,12
542067,311566,17
542067,311567,847
542067,311568,25
542067,312952,137
542067,312953,573
542067,312954,110
542067,314339,343
542068,311566,185
542068,311567,349
542068,312952,273
542068,312953,434
542068,312954,63
542068,314339,49
542069,311567,483
542069,312952,201
542069,312953,639
542069,312954,1853
542069,314339,296
542070,311567,338
542070,312952,56
542070,312953,28
542070,314339,98
542071,311566,211
542071,311567,1222
542071,311568,40
542071,312952,936
542071,312953,1683
542071,314339,714
542072,311567,28
542072,312952,179
542072,312953,354
542072,314339,142
542073,311566,53
542073,311567,297
542073,311568,57
542073,312952,521
542073,312953,498
542073,312954,53
542073,312955,94
542073,314339,256
542074,312952,41
542076,311566,51
542076,311567,77
542076,311568,44
542076,312953,93
542076,312954,16
542077,312953,84
542078,310181,2
542078,311566,298
542078,311567,617
542078,311568,203
542078,312952,110
542078,312953,322
542078,312954,1508
542078,312955,45
542078,314339,247
542078,314340,55
542079,311567,29
542079,311568,205
542079,312953,25
542081,311567,4
542081,314339,64
542082,310181,2
542082,311566,132
542082,311567,1431
542082,311568,66
542082,312952,270
542082,312953,844
542082,312954,68
542082,314339,74
542083,311566,85
542083,311567,67
542083,312952,12
542083,312953,67
542083,312954,53
542084,311566,582
542084,311567,505
542084,312952,70
542084,312953,282
542084,312954,1453
542084,314339,486
542085,311566,49
542085,311568,30
542085,312952,74
542085,312953,22
542085,312954,309
542087,311566,217
542087,311567,322
542087,312953,245
542088,311566,3
542088,311567,46
542088,311568,8
542088,312953,20
542089,311567,10
542090,311566,431
542090,311567,419
542090,311568,732
542090,312952,161
542090,312953,371
542090,312954,1170
542090,312955,86
542090,314339,1632
542090,314340,34
542091,311566,43
542091,311567,44
542091,311568,81
542091,312952,37
542091,312953,76
542091,312954,8
542091,312955,2
542091,314339,588
542093,311566,124
542093,311567,71
542093,311568,4
542093,312953,176
542093,312954,805
542093,312955,129
542093,314339,158
542094,311566,92
542094,311568,51
542094,312953,22
542094,312954,343
542094,312955,14
542094,314339,58
542096,314339,26
542096,314340,21
542097,314340,25
542099,314339,35
542099,314340,5
542100,314339,19
542100,314340,5
542103,312952,28
542104,311567,194
542104,311568,23
542104,312954,81
542105,311567,44
542105,311568,82
542106,311567,286
542106,311568,164
542106,312953,27
542106,312954,1034
542106,312955,8
542106,314339,520
542106,314340,31
542107,312953,31
542107,312954,11
542108,312952,68
542111,310181,31
542111,311566,251
542111,311567,1169
542111,311568,114
542111,312952,1261
542111,312953,601
542111,312954,241
542111,314339,341
542111,314340,167
542112,310181,6
542112,311566,133
542112,311567,857
542112,311568,47
542112,312952,970
542112,312953,990
542112,312954,48
542112,314339,312
542112,314340,291
542113,310181,13
542113,311566,65
542113,311567,124
542113,312952,419
542113,312953,620
542113,314339,34
542113,314340,29
542114,311567,18
542114,311568,194
542114,312952,55
542114,312953,231
542114,312954,404
542114,314340,1
542115,310181,66
542115,311566,404
542115,311567,263
542115,311568,26
542115,312952,768
542115,312953,138
542115,312954,1575
542115,312955,29
542115,314339,266
542116,311566,383
542116,311567,180
542116,311568,54
542116,312952,1574
542116,312953,260
542116,312954,1453
542116,314339,594
542116,314340,34
542117,311566,13
542117,311567,291
542117,312952,63
542118,311567,211
542118,312952,30
542118,312953,887
542118,312954,323
542118,314339,527
542119,311567,405
542119,312952,50
542119,312953,2157
542119,312954,204
542119,314339,412
542120,311567,90
542120,311568,86
542120,312952,49
542120,312953,1294
542120,312954,75
542120,314339,45
542121,311566,9
542121,311567,187
542121,312952,36
542121,312953,299
542121,314339,16
542122,311566,83
542122,311567,745
542122,312952,1149
542122,312953,1049
542122,312954,5
542122,314339,7
542123,311566,170
542123,311567,1101
542123,311568,45
542123,312952,781
542123,312953,757
542123,314339,85
542124,311566,97
542124,311567,513
542124,312952,178
542124,312953,520
542125,311567,3
542125,312953,15
542126,311566,62
542126,311567,308
542126,312952,30
542126,312953,326
542126,312954,26
542126,314339,193
542127,311567,118
542127,312952,97
542127,312953,88
NA,NA,133937
