"mukey","grid.ids","n"
545545,317147,80
545545,317148,104
545545,317149,424
545545,318533,112
545545,318534,781
545545,318535,223
545546,317147,76
545546,317148,906
545546,317149,511
545546,318534,729
545546,318535,80
545547,317147,979
545547,317148,1921
545547,318533,23
545548,317147,816
545548,317148,1268
545549,315762,3
545549,317147,141
545549,317148,254
545550,317148,63
545556,318534,14
545557,317148,21
545557,318533,85
545557,318534,377
545558,317148,77
545559,317147,346
545559,317148,795
545559,317149,102
545559,318533,187
545559,318534,1688
545559,318535,480
545560,317147,14
545560,317148,197
545560,317149,79
545560,318534,69
545560,318535,96
545561,317147,34
545561,317148,103
545561,317149,13
545561,318534,17
545561,318535,100
545561,319920,2
545562,317147,20
545563,317146,17
545563,317147,419
545564,317147,241
545566,317146,25
545566,317147,10
545567,317146,10
545567,317147,99
545570,318534,114
545570,318535,73
545574,317147,613
545574,317148,628
545574,317149,615
545574,318533,124
545574,318534,1477
545574,318535,264
545575,317148,190
545575,318534,54
545582,318531,12
545582,318532,1
545583,317146,126
545583,318531,1258
545583,318532,228
545584,317145,48
545584,317146,219
545584,318531,640
545584,318532,55
545590,315762,18
545590,317145,79
545590,317146,334
545590,317147,818
545591,315761,64
545591,315762,31
545591,317145,155
545591,317146,673
545591,317147,343
545591,317148,7
545591,318531,31
545592,315761,450
545592,315762,21
545592,317145,1045
545592,317146,2661
545592,317147,1222
545592,317148,50
545592,318531,95
545593,315761,316
545593,315762,101
545593,317145,1042
545593,317146,2746
545593,317147,2470
545593,317148,3
545593,318531,115
545594,317146,503
545594,317147,997
545594,317148,196
545594,318534,428
545594,318535,74
545594,319920,45
545595,315761,28
545595,315762,15
545595,317145,57
545595,317146,683
545595,317147,656
545595,317148,50
545596,315762,53
545596,317145,139
545596,317146,478
545596,317147,1331
545596,317148,40
545597,317148,570
545597,317149,553
545597,318533,10
545597,318534,506
545597,318535,156
545598,317147,7
545598,317148,355
545598,317149,183
545598,318533,6
545598,318534,398
545598,318535,21
545599,317147,35
545599,317148,280
545599,318534,71
545601,318534,334
545604,317147,33
545604,317148,88
545604,317149,30
545604,318534,17
545604,318535,24
545605,317147,120
545605,317148,278
545605,318535,113
545606,317147,281
545606,317148,364
545606,318533,8
545606,318534,3
545606,318535,40
545607,317147,10
545607,317148,38
545607,317149,74
545607,318534,58
545607,318535,139
545608,317147,107
545608,317148,704
545608,317149,626
545608,318534,864
545608,318535,1038
545608,319920,27
545609,317147,66
545609,317148,590
545609,318534,29
545609,318535,27
545615,318534,107
545615,318535,33
545616,317148,26
545616,318534,356
545616,318535,595
545618,317146,32
545619,317146,440
545619,317147,2
545621,317146,9
545621,317147,36
545621,317148,92
545622,317146,132
545622,317147,38
545622,317148,173
545623,317146,309
545623,317147,28
545624,317147,298
545624,317148,245
545624,318533,126
545624,318534,649
545624,318535,401
545624,319920,38
545625,317147,74
545625,317148,243
545625,318534,286
545625,318535,33
545625,319920,13
545626,318534,35
545626,319920,4
545627,317147,1
545627,317148,468
545627,318534,130
545628,317147,4
545628,317148,372
545628,318534,77
545631,317147,1077
545631,317148,371
545631,317149,424
545631,318533,475
545631,318534,715
545632,317147,29
545632,317148,381
545632,317149,28
545632,318534,35
545633,317147,255
545633,317148,757
545633,317149,208
545633,318534,502
545633,318535,2
545634,317147,192
545634,317148,471
545634,317149,32
545634,318533,6
545634,318534,59
545639,317145,86
545639,317147,99
545639,318531,146
545640,315761,40
545640,317146,12
545640,317147,201
545641,315761,137
545641,317146,16
545641,317147,285
545643,317147,666
545643,317148,196
545643,317149,30
545643,318533,122
545643,318534,257
545643,318535,17
545644,317147,294
545644,317148,806
545644,317149,733
545644,318533,6
545644,318534,747
545644,318535,55
545645,317149,14
545646,317148,114
545646,317149,331
545646,318534,487
545646,318535,384
545647,317148,9
545647,317149,24
545647,318534,32
545648,317146,261
545649,317145,203
545649,317146,480
545649,317147,186
545649,318531,107
545650,317148,310
545650,317149,47
545650,318534,66
545650,318535,116
545657,317147,38
545657,317148,81
545657,317149,7
545657,318533,3
545657,318534,13
545657,318535,14
545657,319920,2
545658,317147,20
545658,317148,119
545658,318534,442
545658,318535,480
545658,319920,14
545659,317147,71
545659,317148,310
545659,318534,21
545659,319920,5
545660,318535,165
NA,NA,140185
