"mukey","grid.ids","n"
544557,301858,20
544557,303243,196
544559,301858,14
544559,303243,275
544559,303244,58
544560,303243,49
544560,303244,100
544561,303242,1
544561,303243,27
544561,303244,64
544562,303243,44
544562,303244,41
544566,303243,29
544566,303244,47
544568,303242,22
544570,301856,252
544571,301856,450
544571,303242,22
544575,303244,32
544576,301858,41
544576,303242,30
544576,303243,174
544581,301856,224
544581,301857,15
544581,303242,3
544581,303243,28
544581,303244,94
544581,303245,90
544581,304630,32
544581,304631,183
544582,303244,37
544582,303245,18
544582,304630,113
544583,301857,120
544583,303244,125
544583,304630,138
544585,301857,66
544585,303244,136
544585,303245,17
544585,304630,90
544585,304631,20
544586,303244,122
544586,303245,62
544587,301857,14
544587,303244,120
544591,304631,580
544601,301856,23
544601,301858,76
544601,303242,345
544601,303243,7
544601,303244,229
544601,303245,1
544601,304630,41
544601,304631,90
544602,301857,150
544602,301858,230
544602,303242,49
544602,303243,704
544602,303244,542
544602,303245,381
544602,304630,23
544602,304631,29
544603,303245,60
544604,301856,59
544604,301857,5
544604,304630,36
544604,304631,69
544606,303243,10
544607,303244,4
544607,303245,93
544609,301856,1435
544609,301857,120
544609,303242,29
544609,304631,210
544610,303245,66
544610,304631,298
544611,301856,43
544611,301857,653
544611,301858,498
544611,303242,256
544611,303243,445
544611,303244,690
544611,303245,92
544611,304630,83
544615,301856,1091
544615,301857,323
544615,303242,62
544615,303245,1332
544615,304630,286
544615,304631,4359
544616,301856,23
544616,303245,143
544616,304631,566
544617,301856,927
544617,301857,96
544617,303242,28
544617,304631,4
544626,301856,21
544626,301857,801
544626,301858,827
544626,303242,206
544626,303243,1194
544626,303244,1158
544626,303245,468
544626,304630,440
544628,301856,72
544628,301857,431
544628,303242,92
544628,303245,22
544628,304630,23
544628,304631,532
544629,301856,353
544629,301857,285
544629,303242,145
544629,303245,169
544629,304631,876
544630,301856,101
544630,301857,937
544630,301858,1511
544630,301859,64
544630,303242,65
544630,303243,837
544630,303244,2219
544630,303245,631
544630,304630,730
544631,301856,77
544631,301857,1135
544631,301858,1753
544631,301859,10
544631,303242,56
544631,303243,1834
544631,303244,1784
544631,303245,524
544631,304630,902
544632,301856,21
544632,301857,1728
544632,301858,1540
544632,303242,211
544632,303243,1443
544632,303244,1956
544632,303245,67
544632,304630,610
544633,301857,1735
544633,301858,1678
544633,301859,1
544633,303242,166
544633,303243,775
544633,303244,2394
544633,303245,651
544633,304630,149
544633,304631,96
544637,303242,53
544637,303243,108
544637,303244,192
544638,303242,113
544638,303243,527
544638,303244,118
544641,303243,89
544641,303244,23
544641,303245,45
544642,303242,9
544642,303243,79
544645,301857,174
544645,301858,44
544645,303243,14
544645,303244,83
544645,303245,186
544648,301857,339
544648,301858,780
544648,303243,112
544648,303244,596
544648,304630,40
544648,304631,1
544656,301858,7
544658,301857,45
544658,301858,50
544658,303244,86
544658,303245,196
544658,304630,18
544659,301856,52
544659,301857,416
544659,301858,29
544659,303242,36
544659,303243,112
544659,303244,116
544659,303245,80
544659,304630,229
544660,301857,186
544660,303242,60
544660,303244,448
544660,303245,388
544660,304630,113
544661,301857,23
544661,303242,17
544661,303244,42
544661,303245,359
544661,304630,62
544662,301858,88
544666,301857,172
544666,301858,541
544666,301859,2
544666,303242,460
544666,303243,1130
544666,303244,1173
544666,303245,174
544666,304630,112
544666,304631,56
544667,301856,77
544667,301857,649
544667,301858,837
544667,301859,16
544667,303242,314
544667,303243,2804
544667,303244,1371
544667,303245,794
544667,304630,185
544668,301857,193
544668,301858,84
544668,303242,73
544668,303243,161
544668,303244,231
544668,303245,132
544668,304630,88
544669,301857,52
544669,301858,16
544669,303243,3
544669,303244,27
544669,303245,29
544669,304630,17
544669,304631,5
544674,301857,86
544674,301858,45
544674,303242,71
544674,303243,263
544674,303244,370
544674,303245,35
544675,303242,22
544675,303243,31
544675,303244,397
544678,304631,150
544679,301856,43
544679,303242,9
544679,304631,148
544680,301856,58
544681,304631,46
557360,304631,7
557362,301856,128
557409,303243,9
557411,303242,106
557411,303243,474
557411,303244,144
557412,303243,156
581198,301858,42
581198,303242,89
621314,304631,96
3180037,301856,72
3180037,301857,737
3180037,301858,569
3180037,303242,155
3180037,303243,550
3180037,303244,519
3180037,303245,374
3180037,304630,137
NA,NA,142691
