"gridid","Tmn","RAINmn","allmnT","allmnRAIN","distCenter"
"id249179.csv",9.22737850787132,3.26851471594798,10.2380827053301,3.08008144063763,1.02811967883366
"id249180.csv",9.18956194387406,3.25660506502396,10.2380827053301,3.08008144063763,1.06327624687609
"id250565.csv",9.02251882272416,3.24928131416838,10.2380827053301,3.08008144063763,1.22728323947608
"id250566.csv",9.15718685831622,3.20232717316906,10.2380827053301,3.08008144063763,1.08778667541666
"id250567.csv",8.86163586584531,3.14517453798768,10.2380827053301,3.08008144063763,1.37798512809477
"id250568.csv",8.75215605749486,3.1394250513347,10.2380827053301,3.08008144063763,1.48711118174718
"id251952.csv",8.94753593429158,3.06899383983573,10.2380827053301,3.08008144063763,1.29059439915473
"id251953.csv",9.04531143052703,2.98090349075975,10.2380827053301,3.08008144063763,1.19688745491686
"id251954.csv",8.93008213552362,2.97686516084873,10.2380827053301,3.08008144063763,1.31206672506683
"id251955.csv",8.87775496235455,2.92539356605065,10.2380827053301,3.08008144063763,1.36909455730905
"id251956.csv",9.30071868583162,2.81273100616016,10.2380827053301,3.08008144063763,0.974744869114826
"id253340.csv",9.01279945242984,2.80889801505818,10.2380827053301,3.08008144063763,1.25493406207135
"id253341.csv",9.15188227241615,2.8047227926078,10.2380827053301,3.08008144063763,1.12055957695578
"id253342.csv",9.27556468172484,2.79739904175223,10.2380827053301,3.08008144063763,1.00317011738021
"id267204.csv",9.38121149897331,3.12416153319644,10.2380827053301,3.08008144063763,0.858004265049643
"id267205.csv",9.32190280629706,3.13586584531143,10.2380827053301,3.08008144063763,0.917876629616995
"id268589.csv",9.31187542778919,3.07337440109514,10.2380827053301,3.08008144063763,0.926231561408492
"id268590.csv",9.34863107460644,3.09917864476386,10.2380827053301,3.08008144063763,0.889656622862137
"id268591.csv",9.43210130047912,3.11505817932923,10.2380827053301,3.08008144063763,0.806739981168093
"id269971.csv",9.72186858316221,3.02532511978097,10.2380827053301,3.08008144063763,0.519110079462287
"id269972.csv",9.65985626283367,2.99965776865161,10.2380827053301,3.08008144063763,0.583792588012056
"id269973.csv",9.35301163586585,2.9984257357974,10.2380827053301,3.08008144063763,0.888829821808197
"id269974.csv",9.3690622861054,3.02286105407255,10.2380827053301,3.08008144063763,0.870902211312017
"id269975.csv",9.40136892539356,3.05256673511294,10.2380827053301,3.08008144063763,0.837166057933452
"id269976.csv",9.52672826830938,3.06748802190281,10.2380827053301,3.08008144063763,0.711465901687872
"id269977.csv",9.55075290896646,3.10862422997947,10.2380827053301,3.08008144063763,0.687922190216837
"id271357.csv",9.71368925393566,3.02908966461328,10.2380827053301,3.08008144063763,0.526866826710045
"id271358.csv",9.77542778918549,3.03264887063655,10.2380827053301,3.08008144063763,0.465080014760585
"id271359.csv",9.80345653661875,3.04045174537988,10.2380827053301,3.08008144063763,0.436429168680264
"id271360.csv",9.65034223134839,3.04243668720055,10.2380827053301,3.08008144063763,0.588944812539857
"id271361.csv",9.60513347022587,3.05133470225873,10.2380827053301,3.08008144063763,0.633601696009789
"id271362.csv",9.672553045859,3.07460643394935,10.2380827053301,3.08008144063763,0.565556161172132
"id272743.csv",9.7943189596167,3.08281998631075,10.2380827053301,3.08008144063763,0.443772195661254
"id272744.csv",9.84171800136893,3.11560574948665,10.2380827053301,3.08008144063763,0.397953458416241
"id272745.csv",9.91947296372348,3.13066392881588,10.2380827053301,3.08008144063763,0.322599993113698
"id272746.csv",9.8839151266256,3.12895277207392,10.2380827053301,3.08008144063763,0.357523538863925
"id272747.csv",9.72183436002738,3.11991786447639,10.2380827053301,3.08008144063763,0.517783057556044
"id274129.csv",9.88408624229979,3.1611909650924,10.2380827053301,3.08008144063763,0.363169727256092
"id274130.csv",9.90386721423682,3.20335386721424,10.2380827053301,3.08008144063763,0.356224768426933
"id274131.csv",9.90003422313484,3.20650239561944,10.2380827053301,3.08008144063763,0.360914164550309
"id275516.csv",9.8974674880219,3.22012320328542,10.2380827053301,3.08008144063763,0.368280357265261
"id285217.csv",10.7852840520192,2.96776180698152,10.2380827053301,3.08008144063763,0.558609894222201
"id285218.csv",10.4914442162902,2.99082819986311,10.2380827053301,3.08008144063763,0.268622776816735
"id285219.csv",10.2598220396988,3.04524298425736,10.2380827053301,3.08008144063763,0.0410647866395857
"id286603.csv",10.6845995893224,2.96262833675565,10.2380827053301,3.08008144063763,0.461706139553792
"id286604.csv",10.4002737850787,2.99575633127994,10.2380827053301,3.08008144063763,0.18280227137046
"id286605.csv",10.1822039698836,3.03182751540041,10.2380827053301,3.08008144063763,0.0738300370844844
"id286606.csv",10.0780287474333,3.04017796030116,10.2380827053301,3.08008144063763,0.164953196942078
"id286607.csv",10.1171800136893,3.08357289527721,10.2380827053301,3.08008144063763,0.120953094633862
